Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,FR # French,B1,most frequent,Abstract Concepts,anger,strong;bad;hot;quick;deep;blind;raw;intense;sudden;pure
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Human Roles,engineer,skilled;young;experienced;professional;creative;busy;local;successful;smart;practical
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Human Roles,farmer,hard-working;local;old;young;skilled;poor;rich;organic;dedicated;simple
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Human Roles,lawyer,smart;experienced;young;professional;busy;successful;local;ethical;famous;tough
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Human Roles,musician,talented;young;famous;skilled;creative;local;dedicated;professional;poor;energetic
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Human Roles,scientist,smart;dedicated;young;famous;skilled;creative;professional;local;curious;practical
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Human Roles,soldier,brave;strong;young;trained;dedicated;professional;injured;loyal;experienced;tired
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Human Roles,teacher,good;experienced;young;dedicated;local;patient;skilled;creative;professional;busy
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Human Roles,writer,talented;young;famous;creative;skilled;local;dedicated;successful;poor;thoughtful
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,book,old;new;interesting;thick;thin;popular;educational;fiction;cheap;colorful
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,bridge,old;new;long;high;strong;wooden;stone;modern;broken;beautiful
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,drums,loud;big;small;wooden;metal;new;old;electronic;simple;rhythmic
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,earth,green;round;old;beautiful;blue;vast;dry;wet;rich;fragile
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,flute,wooden;small;silver;old;new;simple;musical;sweet-sounding;light;traditional
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,key,small;old;new;metal;rusty;shiny;simple;important;lost;extra
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,knife,sharp;old;new;metal;small;large;rusty;clean;useful;kitchen
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,lock,old;new;metal;strong;broken;simple;electronic;small;secure;rusty
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,moon,full;bright;new;old;silver;beautiful;distant;clear;dark;crescent
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,pen,black;blue;new;old;cheap;fine;simple;working;broken;elegant
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;warm;strong;clear;distant;golden
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Inanimate Objects,sword,sharp;old;long;metal;ancient;strong;broken;royal;simple;heavy
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,cat,black;white;small;wild;domestic;lazy;playful;old;young;furry
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,dog,big;small;loyal;wild;domestic;friendly;old;young;smart;furry
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,dolphin,smart;fast;wild;playful;large;small;grey;marine;friendly;graceful
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,elephant,large;grey;wild;strong;old;young;gentle;intelligent;African;Asian
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,hamster,small;cute;furry;wild;domestic;fast;playful;young;old;brown
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,monkey,small;wild;playful;smart;brown;young;old;noisy;curious;agile
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,mouse,small;grey;wild;domestic;fast;quiet;young;old;simple;clever
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;wild;large;proud;noisy;male;female;exotic;royal
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,rabbit,white;small;wild;domestic;fast;fluffy;young;old;cute;quick
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,shark,large;dangerous;wild;fast;grey;sharp-toothed;marine;solitary;aggressive;deep-sea
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;small;green;poisonous;fast;quiet;coiled;exotic
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Neutral Animals,whale,large;wild;blue;marine;intelligent;old;young;graceful;migratory;deep-diving
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,city,big;busy;modern;old;crowded;beautiful;noisy;clean;dirty;historic
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,desert,hot;dry;vast;sandy;empty;beautiful;remote;harsh;yellow;windy
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,forest,green;dense;old;wild;beautiful;dark;quiet;large;tropical;cool
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,island,small;large;tropical;remote;beautiful;green;sandy;volcanic;isolated;sunny
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,lake,deep;blue;large;small;clear;frozen;quiet;beautiful;natural;fresh
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,mountain,high;tall;snowy;green;steep;old;beautiful;rocky;distant;rugged
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;cold;warm;wild;endless;mysterious
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,plain,flat;wide;green;dry;empty;vast;fertile;open;simple;grassy
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;remote;ancient;beautiful;elevated
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,river,long;wide;deep;fast;slow;clear;dirty;natural;winding;fresh
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,valley,deep;green;wide;narrow;beautiful;fertile;remote;sunny;quiet;hidden
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Places,village,small;quiet;old;rural;beautiful;remote;simple;traditional;green;friendly
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,cactus,spiky;green;tall;small;desert;dry;wild;hardy;flowering;exotic
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,eggplant,purple;fresh;large;small;organic;shiny;cooked;raw;soft;bitter
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,flower,beautiful;red;yellow;wild;fresh;small;large;fragrant;blooming;simple
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,grass,green;tall;short;wet;dry;wild;fresh;soft;thick;growing
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,lettuce,green;fresh;crisp;organic;raw;small;large;leafy;healthy;wet
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,mushroom,small;wild;fresh;white;edible;poisonous;cooked;raw;soft;round
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,onion,white;red;fresh;strong;small;large;organic;raw;cooked;spicy
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,pepper,red;green;hot;sweet;fresh;small;large;organic;raw;cooked
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,potato,large;small;fresh;organic;raw;cooked;brown;white;soft;hard
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,rose,red;beautiful;fresh;wild;thorned;sweet-smelling;full;simple;garden;white
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,tomato,red;fresh;ripe;small;large;organic;juicy;raw;cooked;sweet
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Plants,tree,tall;green;old;young;large;small;leafy;fruit-bearing;strong;dead
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,ally,strong;reliable;close;foreign;trusted;powerful;helpful;loyal;strategic;good
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,brother,older;younger;close;loving;protective;fun;distant;helpful;smart;kind
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,enemy,dangerous;old;strong;bitter;foreign;powerful;hidden;main;sworn;fierce
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,father,loving;strict;old;young;caring;busy;wise;strong;absent;supportive
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,follower,loyal;dedicated;blind;strong;faithful;young;old;active;simple;true
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,friend,good;close;old;new;loyal;fun;helpful;true;distant;reliable
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,leader,strong;wise;great;young;old;charismatic;effective;popular;inspirational;fair
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,mother,loving;caring;busy;young;old;strict;gentle;supportive;hardworking;wise
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,partner,business;life;reliable;close;strong;equal;supportive;professional;trusted;good
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,rival,strong;tough;main;direct;business;personal;fierce;old;new;competitive
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,sister,younger;older;close;loving;fun;helpful;distant;smart;kind;protective
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Social Relationships,stranger,unknown;mysterious;foreign;dangerous;friendly;odd;tall;short;quiet;helpful
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,above,high;clear;bright;distant;open;full;empty;safe;dark;warm
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,back,strong;sore;straight;wide;injured;muscular;flat;curved;old;new
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,below,deep;dark;hidden;low;cold;secret;quiet;warm;full;empty
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,east,far;distant;rising;sunny;coastal;windy;green;old;new;busy
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,front,main;wide;open;clean;busy;simple;decorative;strong;old;new
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,inside,warm;dark;safe;hidden;full;empty;quiet;bright;comfortable;wet
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,left,open;closed;wide;narrow;dark;bright;free;busy;simple;strong
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,north,cold;far;windy;green;busy;old;new;quiet;high;flat
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,outside,cold;warm;wet;dry;bright;dark;quiet;noisy;free;safe
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,right,correct;strong;open;closed;wide;narrow;clear;wrong;simple;direct
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,south,warm;sunny;green;busy;far;coastal;old;new;quiet;flat
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Spatial Concepts,west,wild;far;windy;dry;old;new;quiet;busy;high;green
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,century,past;new;old;great;dark;golden;long;short;important;forgotten
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;new;old;warm;cold
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,evening,quiet;long;cool;dark;peaceful;busy;warm;short;beautiful;late
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;dark;bright;final;first
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,minute,short;long;last;first;quiet;busy;final;early;late;simple
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;new;old;full;empty
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,morning,early;fresh;bright;cold;warm;quiet;busy;new;clear;foggy
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;warm;starry;short;busy;peaceful;late
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,season,long;short;warm;cold;dry;wet;new;old;busy;quiet
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,second,short;last;first;quick;long;final;early;late;simple;important
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,week,long;short;busy;quiet;new;old;full;empty;working;free
grok-3-mini,think-in-native,1.0,FR # French,B2,most frequent,Time Concepts,year,new;old;long;short;busy;quiet;good;bad;full;empty
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;suppressed;explosive;quiet;righteous;simmering
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,courage,great;true;moral;physical;heroic;bold;unwavering;innate;foolish;quiet
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,fear,great;sudden;deep;irrational;constant;overwhelming;hidden;primal;intense;gripping
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,freedom,total;personal;absolute;hard-won;limited;true;basic;political;economic;spiritual
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;deep;sudden;genuine;fleeting;inner;shared;overwhelming
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,hate,intense;blind;deep;bitter;racial;personal;growing;irrational;cold;violent
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,honesty,absolute;brutal;simple;true;rare;straightforward;complete;painful;genuine;unwavering
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,justice,social;true;blind;swift;fair;poetic;criminal;divine;equal;moral
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;secret;ancient;basic;shared;useful;general
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,love,true;deep;passionate;unconditional;lost;eternal;romantic;familial;pure;forbidden
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,peace,inner;lasting;global;fragile;quiet;perfect;mental;temporary;true;spiritual
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Abstract Concepts,wisdom,ancient;practical;deep;timeless;simple;worldly;innate;hard-earned;common;profound
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,bell,loud;small;ringing;old;golden;church;hand-held;broken;decorative;clear
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,candle,lit;scented;tall;wax;small;flickering;white;birthday;melted;aromatic
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,carpet,soft;thick;woolen;patterned;old;colorful;dirty;Persian;red;woven
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;gold;silver;foreign;ancient;valuable;small;counterfeit
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;jeweled;ancient;symbolic;simple;ornate;broken;ceremonial
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;torn;proud;foreign;blue;red;symbolic
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,mask,protective;decorative;false;ancient;colorful;wooden;medical;facial;mysterious;theatrical
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,necklace,gold;pearl;simple;expensive;long;antique;beaded;silver;elegant;broken
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,painting,beautiful;old;modern;abstract;famous;detailed;colorful;small;oil;framed
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,ring,gold;diamond;simple;engagement;old;silver;wedding;broken;large;valuable
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,statue,tall;ancient;bronze;marble;famous;broken;modern;heroic;stone;decorative
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Cultural Artifacts,vase,glass;antique;decorative;broken;colorful;tall;ceramic;simple;floral;empty
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;high;drifting;low;gray;rainy;thin
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;devastating;minor;powerful;shallow;deep;destructive;rare;violent
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;cold;mysterious;heavy;light;wet;gray;rolling
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;dangerous;forked;distant;electric;fast;dramatic;nighttime;powerful
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;seasonal;fresh;tropical
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,rainbow,bright;colorful;double;faint;vivid;arched;rare;full;beautiful;fleeting
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;falling;cold;fluffy;wet;powdery;melting
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,storm,violent;fierce;sudden;tropical;winter;strong;dark;approaching;electrical;howling
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;sudden;booming;heavy;frightening;constant;low;echoing
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;powerful;daily;rising;falling;coastal
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;erupting;ancient;volcanic;high;smoking;fiery
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;eastern;northern;light
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,apple,red;green;fresh;juicy;ripe;sweet;sour;small;organic;rotten
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,banana,yellow;ripe;green;sweet;peeled;fresh;large;soft;tropical;bruised
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,beef,fresh;lean;grilled;tender;rare;cooked;organic;ground;fatty;cheap
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,bread,fresh;warm;sliced;white;whole-wheat;soft;crusty;homemade;dry;toasted
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;crisp;frozen;boiled;healthy;large
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,cheese,soft;hard;fresh;aged;melted;grated;creamy;sharp;mild;imported
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,chicken,grilled;fresh;roasted;fried;organic;boneless;raw;tender;spicy;free-range
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,egg,fresh;boiled;fried;hard;soft;raw;brown;white;cracked;large
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;oily;tasty;small;large;salted
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,pasta,cooked;fresh;dried;Italian;hot;al dente;stuffed;simple;creamy;colorful
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;sticky;raw;fluffy;long-grain;short-grain;spiced
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Food Items,soup,hot;creamy;vegetable;thick;cold;homemade;spicy;clear;hearty;flavorful
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,artist,talented;creative;famous;young;dedicated;struggling;visionary;skilled;modern;eccentric
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,athlete,strong;fast;professional;dedicated;young;skilled;Olympic;injured;competitive;fit
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,chef,skilled;famous;professional;creative;young;experienced;talented;busy;innovative;French
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,doctor,skilled;experienced;young;busy;caring;specialist;retired;medical;dedicated;trusted
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,engineer,skilled;mechanical;electrical;creative;young;experienced;innovative;practical;talented;busy
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,farmer,hard-working;local;organic;experienced;young;rural;dedicated;skilled;poor;independent
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,lawyer,skilled;experienced;corporate;young;successful;honest;busy;defense;criminal;ethical
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,musician,talented;famous;young;skilled;classical;rock;dedicated;creative;performing;struggling
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;famous;innovative;biological;practical;curious;leading
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;loyal;injured;elite;active;disciplined;heroic
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;patient;skilled;inspiring;strict;creative;knowledgeable;caring
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Human Roles,writer,talented;famous;young;prolific;creative;experienced;struggling;fictional;poetic;dedicated
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,book,old;new;interesting;thick;paperback;hardcover;educational;fictional;popular;colorful
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,bridge,old;high;wooden;stone;modern;long;broken;famous;safe;narrow
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,drums,loud;wooden;rhythmic;small;large;electronic;traditional;broken;shiny;handmade
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,earth,green;round;fertile;dry;vast;ancient;living;fragile;blue;rocky
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,flute,wooden;silver;small;melodic;ancient;modern;shiny;handmade;broken;simple
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,key,small;metal;old;shiny;secret;lost;spare;golden;rusty;modern
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,knife,sharp;old;kitchen;rusty;small;large;pocket;wooden-handled;clean;dangerous
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,lock,old;broken;secure;modern;small;electronic;metal;rusty;simple;strong
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;distant;glowing;dark;new;old;silver;mysterious
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,pen,black;ink;cheap;expensive;broken;fine;wooden;metal;simple;colorful
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;powerful;golden;midday
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Inanimate Objects,sword,sharp;ancient;long;metal;broken;ceremonial;shiny;heavy;wooden;magical
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,cat,black;playful;lazy;wild;domestic;small;fluffy;stray;intelligent;curious
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;trained;playful;old;energetic;protective
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;marine;large;graceful;friendly;fast;social;endangered
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,elephant,large;wild;gray;intelligent;endangered;strong;peaceful;old;majestic;trained
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,hamster,small;cute;furry;playful;wild;pet;quick;brown;tame;active
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,monkey,playful;wild;small;intelligent;furry;curious;noisy;tree-dwelling;trained;cheeky
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,mouse,small;gray;wild;timid;fast;pet;clever;dirty;nocturnal;scared
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,peacock,colorful;wild;beautiful;large;proud;exotic;noisy;graceful;male;royal
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,rabbit,white;fluffy;wild;small;fast;pet;cute;timid;brown;jumping
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,shark,dangerous;large;wild;fast;gray;marine;predatory;scary;powerful;ancient
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;small;colorful;scary;green;coiled;tame;sleek
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Neutral Animals,whale,large;wild;marine;intelligent;endangered;graceful;blue;singing;massive;migratory
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;industrial;coastal;historic;noisy
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,desert,hot;dry;vast;sandy;empty;remote;golden;harsh;beautiful;barren
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,forest,dense;green;old;wild;dark;tropical;peaceful;vast;rainy;ancient
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,island,small;tropical;remote;beautiful;volcanic;deserted;green;sandy;large;rocky
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,lake,deep;blue;frozen;peaceful;large;small;clear;mountain;fresh;calm
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,mountain,high;snowy;rocky;steep;beautiful;ancient;green;vast;rugged;tall
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,ocean,vast;blue;deep;stormy;calm;cold;warm;endless;mysterious;salty
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,plain,flat;vast;green;dry;open;fertile;empty;grassy;wide;rural
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;ancient;elevated;barren;scenic
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,river,wide;deep;fast;slow;clean;muddy;long;winding;fresh;frozen
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,valley,deep;green;narrow;fertile;beautiful;hidden;dry;wide;peaceful;rocky
grok-3-mini,think-in-native,1.0,FR # French,C1,most frequent,Places,village,small;quiet;rural;old;coastal;mountain;traditional;friendly;poor;charming
