Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,TR # Turkish,B1,most frequent,Abstract Concepts,anger,strong;hot;bad;quick;sudden;great;deep;blind;fierce;wild
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Food Items,cheese,yellow;soft;hard;fresh;grated;melted;tasty;strong;mild;cheap
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Food Items,chicken,fresh;cooked;grilled;fried;organic;tender;small;big;white;cheap
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Food Items,egg,fresh;boiled;fried;raw;large;small;brown;white;organic;broken
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Food Items,fish,fresh;cooked;salty;grilled;frozen;big;small;wild;farmed
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Food Items,pasta,cooked;dry;fresh;Italian;soft;long;short;cheap;tasty;homemade
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Food Items,rice,white;cooked;dry;brown;steamed;sticky;long-grain;short-grain;cheap;organic
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Food Items,soup,hot;cold;thick;thin;tasty;vegetable;chicken;creamy;homemade;simple
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,artist,talented;creative;famous;young;old;skilled;dedicated;modern;traditional;passionate
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,athlete,strong;fast;skilled;professional;young;dedicated;competitive;fit;famous;trained
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,chef,skilled;professional;creative;famous;young;experienced;talented;busy;French;Italian
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,doctor,skilled;experienced;busy;kind;young;old;professional;dedicated;medical;helpful
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,engineer,skilled;creative;professional;young;experienced;mechanical;electrical;dedicated;smart;busy
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,farmer,hard-working;local;experienced;young;old;dedicated;rural;organic;simple;practical
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,lawyer,smart;professional;experienced;young;busy;successful;ethical;corporate;criminal;dedicated
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,musician,talented;famous;young;skilled;creative;classical;rock;dedicated;passionate;old
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,scientist,smart;dedicated;professional;young;experienced;creative;biological;chemical;famous;curious
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;strong;professional;loyal;active;retired
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,teacher,dedicated;experienced;young;kind;strict;professional;passionate;effective;helpful;creative
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Human Roles,writer,talented;famous;creative;young;experienced;fiction;non-fiction;dedicated;prolific;skilled
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;educational;fictional;historical;colorful;popular
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,bridge,old;new;long;high;wooden;stone;strong;modern;broken;beautiful
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,drums,loud;wooden;big;small;rhythmic;old;new;electronic;traditional;shiny
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,earth,green;blue;round;vast;ancient;fertile;dry;warm;cold;beautiful
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,flute,wooden;silver;small;old;new;musical;sweet-sounding;traditional;shiny;light
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;shiny;spare;front;important;simple
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,knife,sharp;dull;metal;wooden;old;new;kitchen;pocket;dangerous;useful
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,lock,old;new;metal;broken;secure;simple;electronic;front;rusty;strong
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,moon,full;bright;dark;crescent;distant;beautiful;mysterious;cold;nightly;silver
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,pen,black;blue;cheap;expensive;ink;ballpoint;old;new;useful;simple
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;powerful;daily;warm;distant;golden
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Inanimate Objects,sword,sharp;old;metal;long;short;decorative;ancient;heavy;shiny;dangerous
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,cat,black;white;fluffy;small;wild;domestic;playful;lazy;smart;cute
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,dog,big;small;friendly;loyal;wild;trained;barking;playful;old;young
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,dolphin,smart;playful;wild;big;gray;marine;fast;friendly;aquatic;graceful
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,elephant,big;gray;wild;strong;intelligent;endangered;African;Asian;gentle;old
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,hamster,small;furry;cute;fast;wild;pet;brown;active;nocturnal;playful
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,monkey,small;wild;playful;smart;brown;tree-dwelling;noisy;curious;funny;agile
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;pet;shy;nocturnal;clever;common;quiet
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,peacock,colorful;beautiful;wild;large;proud;noisy;exotic;male;female;striking
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,rabbit,white;small;fast;wild;pet;fluffy;cute;hopping;brown;gentle
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,shark,big;dangerous;wild;gray;fast;marine;predatory;fierce;deep-sea;strong
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;green;poisonous;slithery;cold-blooded;exotic;small;big
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Neutral Animals,whale,big;wild;marine;gray;singing;endangered;massive;gentle;deep-diving;ancient
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,city,big;busy;modern;old;crowded;clean;dirty;beautiful;industrial;historic
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,desert,hot;dry;vast;sandy;barren;remote;beautiful;dangerous;golden;empty
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,forest,green;dense;wild;old;dark;beautiful;tropical;quiet;vast;magical
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,island,small;tropical;remote;beautiful;deserted;volcanic;green;sandy;isolated;sunny
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,lake,blue;deep;calm;frozen;clear;large;small;natural;fresh;scenic
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,mountain,high;snowy;rocky;beautiful;steep;ancient;green;rugged;vast;challenging
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;mysterious;cold;warm;endless
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,plain,flat;vast;green;dry;fertile;open;rural;simple;empty;wide
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,plateau,high;flat;rocky;vast;dry;ancient;scenic;remote;elevated;barren
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,river,wide;deep;fast;slow;clean;dirty;winding;natural;long;blue
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,valley,deep;green;fertile;narrow;wide;beautiful;remote;hidden;peaceful;scenic
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Places,village,small;quiet;rural;old;charming;simple;traditional;peaceful;isolated;friendly
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,cactus,spiky;green;tall;small;desert;hardy;exotic;prickly;dry;flowering
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,eggplant,purple;fresh;large;small;shiny;vegetable;soft;cooked;organic;common
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,flower,beautiful;colorful;fresh;wild;red;yellow;fragrant;small;big;delicate
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,grass,green;soft;wet;dry;tall;short;wild;fresh;thick;natural
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,lettuce,green;fresh;crisp;leafy;raw;organic;salad;small;wet;healthy
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,mushroom,small;wild;edible;poisonous;brown;fresh;cooked;organic;soft;common
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,onion,white;red;fresh;strong-smelling;raw;cooked;small;big;organic;spicy
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,pepper,red;green;hot;fresh;spicy;raw;cooked;small;organic;sweet
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,potato,brown;fresh;large;small;cooked;raw;organic;soft;boiled;common
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,rose,red;beautiful;fragrant;thorny;fresh;wild;garden;soft;full;delicate
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,tomato,red;fresh;juicy;ripe;small;big;organic;raw;cooked;sweet
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Plants,tree,tall;green;old;young;leafy;fruit-bearing;strong;ancient;shady;wooden
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,ally,strong;reliable;close;foreign;military;trusted;helpful;strategic;loyal;important
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,brother,older;younger;loving;protective;funny;close;distant;caring;smart;kind
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,enemy,dangerous;powerful;old;new;foreign;bitter;sworn;hidden;strong;ruthless
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,father,loving;strict;busy;kind;old;young;supportive;wise;hardworking;distant
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,follower,loyal;dedicated;faithful;blind;strong;passionate;active;simple;young;old
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,friend,close;true;old;new;loyal;funny;helpful;kind;reliable;distant
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,leader,strong;wise;charismatic;effective;young;old;inspirational;democratic;authoritarian;skilled
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,mother,loving;caring;strict;busy;kind;young;old;protective;supportive;gentle
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,partner,reliable;business;life;equal;supportive;close;professional;trusted;helpful;committed
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,rival,strong;fierce;old;new;competitive;dangerous;business;sports;bitter;skilled
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,sister,younger;older;loving;protective;funny;close;caring;smart;kind;distant
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;helpful;foreign;odd;friendly;suspicious;passing;quiet
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,above,high;upper;overhead;superior;clear;bright;distant;floating;elevated;top
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,back,rear;hidden;old;strong;painful;covered;dark;quiet;simple;flat
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,below,low;under;deep;hidden;dark;cold;inferior;simple;basic;ground
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,east,eastern;rising;distant;sunny;coastal;ancient;modern;warm;flat;mountainous
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,front,main;forward;visible;busy;clean;open;simple;strong;wide;direct
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;safe;secret;comfortable;quiet;deep;enclosed
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,left,western;free;abandoned;open;simple;dark;hidden;quiet;empty;side
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,north,northern;cold;distant;polar;windy;mountainous;ancient;modern;flat;remote
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,outside,outer;cold;bright;open;free;wet;dark;simple;wide;exposed
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,right,correct;proper;eastern;strong;true;direct;simple;clear;legal;moral
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,south,southern;warm;tropical;distant;coastal;ancient;modern;flat;humid;sunny
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Spatial Concepts,west,western;setting;distant;coastal;dry;ancient;modern;flat;windy;remote
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,century,long;past;recent;historical;dark;golden;modern;early;late;full
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;free;ordinary;special;warm;cold
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,evening,quiet;cool;late;early;peaceful;dark;relaxing;busy;warm;short
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;final;first;golden;dark
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,minute,short;long;final;first;quick;slow;exact;waiting;passing;important
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;final;first;holiday;dark
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,morning,early;fresh;bright;cool;busy;quiet;foggy;sunny;late;peaceful
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;late;early;peaceful;busy
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;busy;quiet;festive;changing
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,second,short;final;first;quick;last;important;waiting;passing;exact;simple
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,week,long;short;busy;quiet;final;first;working;holiday;full;empty
grok-3-mini,think-in-native,1.0,TR # Turkish,B2,most frequent,Time Concepts,year,long;short;new;old;busy;quiet;final;first;successful;challenging
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;boiling;suppressed;righteous;explosive;quiet
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,courage,brave;steadfast;quiet;bold;heroic;unyielding;sudden;moral;foolish;inspiring
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,fear,deep;sudden;irrational;intense;overwhelming;primal;hidden;constant;chilling;paralyzing
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,freedom,absolute;hard-won;true;limited;personal;national;precious;basic;equal;fleeting
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,happiness,pure;simple;lasting;genuine;sudden;quiet;shared;inner;fleeting;overwhelming
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,hate,deep;blind;intense;bitter;irrational;strong;unspoken;growing;cold;destructive
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,honesty,complete;brutal;simple;rare;absolute;refreshing;painful;straightforward;unwavering;genuine
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,justice,fair;swift;blind;social;true;equal;delayed;moral;harsh;balanced
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;ancient;useful;hidden;basic;scientific;shared;limited
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;forbidden;lasting;simple;blind;gentle;strong
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;quiet;true;temporary;perfect;hard-won;spiritual
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;simple;timeless;hidden;rare;shared;natural;clear
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,bell,loud;small;ancient;ringing;metal;clear;decorative;old;shiny;broken
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,candle,tall;scented;melting;flickering;waxen;small;decorative;old;colorful;warm
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,carpet,soft;woolen;colorful;old;thick;patterned;clean;large;dirty;traditional
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,coin,shiny;old;rare;metal;small;ancient;valuable;fake;gold;worn
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;ancient;jeweled;symbolic;large;simple;ornate;broken
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;torn;symbolic;large;simple;proud;faded
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,mask,decorative;frightening;wooden;colorful;hidden;simple;protective;old;plastic;mysterious
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,necklace,shiny;gold;simple;long;beaded;antique;elegant;broken;colorful;heavy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;large;abstract;detailed;famous;simple;dark;modern
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,ring,golden;small;antique;simple;jeweled;broken;shiny;wedding;heavy;engraved
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,statue,large;stone;ancient;broken;impressive;modern;metallic;detailed;forgotten;symbolic
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Cultural Artifacts,vase,tall;decorative;broken;antique;colorful;simple;glass;ceramic;empty;elegant
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;moving;high;stormy;thin;low;gray;beautiful
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,earthquake,violent;sudden;massive;destructive;shallow;deep;rare;powerful;minor;frightening
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,fog,thick;dense;cold;mysterious;early;wet;light;morning;evening;persistent
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;sudden;powerful;forked;distant;electrical;rare;spectacular
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;sudden;seasonal;refreshing
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;fleeting;beautiful;double;faint;clear;rare;natural;arched
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;cold;falling;wet;packed;beautiful;drifting
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,storm,fierce;violent;sudden;powerful;rainy;windy;electrical;long;tropical;mild
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;sudden;powerful;frightening;low;constant;echoing;crackling
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;calm;rough;daily;rising;falling
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;smoking;ancient;explosive;fiery;tall;remote
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;eastern;northern;southern
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,apple,red;fresh;juicy;sweet;green;ripe;sour;large;small;crunchy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,banana,yellow;ripe;sweet;long;green;soft;fresh;curved;spotted;small
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,beef,fresh;tender;grilled;lean;fatty;cooked;raw;organic;cheap;spicy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,bread,fresh;soft;warm;crusty;white;whole;sliced;stale;homemade;toasted
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crisp;organic;frozen;small;large;tender
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,cheese,soft;hard;sharp;creamy;aged;mild;fresh;grated;melted;yellow
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,chicken,fresh;grilled;roasted;tender;organic;fried;raw;small;large;spicy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,egg,fresh;hard-boiled;raw;small;large;brown;white;cracked;organic;fried
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,fish,fresh;grilled;salty;smoked;large;small;wild;farmed;cooked;raw
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,pasta,cooked;soft;dry;fresh;twisted;long;short;cheesy;spicy;simple
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;raw;long-grain;short-grain;hot
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Food Items,soup,hot;creamy;vegetable;thick;thin;spicy;fresh;cold;homemade;tasty
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,artist,talented;creative;famous;young;skilled;passionate;modern;traditional;inspiring;dedicated
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,athlete,strong;fast;skilled;professional;young;dedicated;competitive;fit;successful;energetic
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,chef,skilled;creative;famous;young;experienced;passionate;talented;professional;innovative;busy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,doctor,skilled;experienced;young;dedicated;caring;professional;busy;qualified;senior;compassionate
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,engineer,skilled;innovative;experienced;young;dedicated;creative;professional;practical;successful;technical
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,farmer,hard-working;experienced;local;young;dedicated;skilled;traditional;organic;rural;busy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,lawyer,experienced;skilled;professional;successful;young;dedicated;ethical;corporate;trial;busy
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,musician,talented;famous;young;skilled;passionate;classical;rock;dedicated;creative;performing
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,scientist,brilliant;dedicated;experienced;young;innovative;professional;curious;successful;environmental;medical
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;strong;loyal;disciplined;elite;veteran
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;passionate;skilled;patient;inspiring;professional;strict;creative
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Human Roles,writer,talented;famous;young;skilled;creative;dedicated;prolific;fictional;journalistic;passionate
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;popular;educational;fictional;hardcover
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,bridge,old;strong;long;wooden;stone;modern;high;broken;busy;elegant
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,drums,loud;wooden;small;large;rhythmic;traditional;modern;broken;shiny;electronic
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,earth,round;green;vast;ancient;fertile;dry;wet;beautiful;fragile;solid
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,flute,wooden;small;shiny;old;melodic;modern;simple;broken;silver;traditional
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,key,small;metal;old;shiny;rusty;spare;modern;broken;gold;simple
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,knife,sharp;small;metal;old;rusty;kitchen;hunting;dull;clean;wooden
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,lock,old;metal;secure;broken;simple;electronic;rusty;modern;small;strong
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;beautiful;rising;setting;pale;mysterious
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,pen,black;cheap;fancy;old;new;broken;ink;simple;metallic;colorful
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,sun,bright;hot;setting;rising;yellow;warm;distant;powerful;midday;golden
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;long;metal;broken;decorative;royal;simple;deadly
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,cat,black;small;wild;domestic;lazy;playful;old;young;fluffy;stray
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,dog,loyal;big;small;wild;friendly;old;young;trained;playful;stray
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;large;wild;friendly;fast;marine;graceful;social;young
grok-3-mini,think-in-native,1.0,TR # Turkish,C1,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;strong;old;young;intelligent;endangered;majestic
