Noun,NounCategory,Language1,Language2,Distance,Adjectives1,Adjectives2
athlete,Human Roles,JA # Japanese,SQ # Albanian,0.039798975,young;old;great;strong;fast;famous;new;top;talented;local,young;strong;great;famous;professional;talented;fast;top;new;successful
athlete,Human Roles,JA # Japanese,SW # Swahili,0.016408682,young;old;great;strong;fast;famous;new;top;talented;local,young;old;strong;great;famous;fast;talented;professional;new;top
athlete,Human Roles,JA # Japanese,TH # Thai,0.03452444,young;old;great;strong;fast;famous;new;top;talented;local,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,JA # Japanese,TR # Turkish,0.016408622,young;old;great;strong;fast;famous;new;top;talented;local,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,JA # Japanese,UR # Urdu,0.02427727,young;old;great;strong;fast;famous;new;top;talented;local,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,JA # Japanese,VI # Vietnamese,0.03387606,young;old;great;strong;fast;famous;new;top;talented;local,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,JA # Japanese,ZH # Mandarin,0.015419662,young;old;great;strong;fast;famous;new;top;talented;local,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,KO # Korean,LV # Latvian,0.031140864,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;old;strong;great;famous;fast;good;new;talented;professional
athlete,Human Roles,KO # Korean,PL # Polish,0.052297533,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;old;strong;fast;good;great;famous;new;talented;popular
athlete,Human Roles,KO # Korean,PS # Pashto,0.013403177,young;strong;great;famous;professional;talented;fast;new;top;skilled,strong;young;great;famous;fast;good;talented;new;top;professional
athlete,Human Roles,KO # Korean,PT # Portuguese,0.05668199,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;old;strong;fast;great;famous;new;talented;local;popular
athlete,Human Roles,KO # Korean,RU # Russian,0.05635172,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;old;strong;fast;great;good;famous;new;real;talented
athlete,Human Roles,KO # Korean,SQ # Albanian,0.009435058,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;strong;great;famous;professional;talented;fast;top;new;successful
athlete,Human Roles,KO # Korean,SW # Swahili,0.015752256,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;old;strong;great;famous;fast;talented;professional;new;top
athlete,Human Roles,KO # Korean,TH # Thai,0.05635172,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,KO # Korean,TR # Turkish,0.015752196,young;strong;great;famous;professional;talented;fast;new;top;skilled,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,KO # Korean,UR # Urdu,0.03113842,young;strong;great;famous;professional;talented;fast;new;top;skilled,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,KO # Korean,VI # Vietnamese,0.016353428,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,KO # Korean,ZH # Mandarin,0.016986787,young;strong;great;famous;professional;talented;fast;new;top;skilled,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,LV # Latvian,PL # Polish,0.014593303,young;old;strong;great;famous;fast;good;new;talented;professional,young;old;strong;fast;good;great;famous;new;talented;popular
athlete,Human Roles,LV # Latvian,PS # Pashto,0.016041636,young;old;strong;great;famous;fast;good;new;talented;professional,strong;young;great;famous;fast;good;talented;new;top;professional
athlete,Human Roles,LV # Latvian,PT # Portuguese,0.03314972,young;old;strong;great;famous;fast;good;new;talented;professional,young;old;strong;fast;great;famous;new;talented;local;popular
athlete,Human Roles,LV # Latvian,RU # Russian,0.013843775,young;old;strong;great;famous;fast;good;new;talented;professional,young;old;strong;fast;great;good;famous;new;real;talented
athlete,Human Roles,LV # Latvian,SQ # Albanian,0.03246373,young;old;strong;great;famous;fast;good;new;talented;professional,young;strong;great;famous;professional;talented;fast;top;new;successful
athlete,Human Roles,LV # Latvian,SW # Swahili,0.013803005,young;old;strong;great;famous;fast;good;new;talented;professional,young;old;strong;great;famous;fast;talented;professional;new;top
athlete,Human Roles,LV # Latvian,TH # Thai,0.013843775,young;old;strong;great;famous;fast;good;new;talented;professional,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,LV # Latvian,TR # Turkish,0.013803005,young;old;strong;great;famous;fast;good;new;talented;professional,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,LV # Latvian,UR # Urdu,0.021115363,young;old;strong;great;famous;fast;good;new;talented;professional,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,LV # Latvian,VI # Vietnamese,0.01325047,young;old;strong;great;famous;fast;good;new;talented;professional,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,LV # Latvian,ZH # Mandarin,0.022788048,young;old;strong;great;famous;fast;good;new;talented;professional,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,PL # Polish,PS # Pashto,0.030270398,young;old;strong;fast;good;great;famous;new;talented;popular,strong;young;great;famous;fast;good;talented;new;top;professional
athlete,Human Roles,PL # Polish,PT # Portuguese,0.017491877,young;old;strong;fast;good;great;famous;new;talented;popular,young;old;strong;fast;great;famous;new;talented;local;popular
athlete,Human Roles,PL # Polish,RU # Russian,0.016673505,young;old;strong;fast;good;great;famous;new;talented;popular,young;old;strong;fast;great;good;famous;new;real;talented
athlete,Human Roles,PL # Polish,SQ # Albanian,0.049226284,young;old;strong;fast;good;great;famous;new;talented;popular,young;strong;great;famous;professional;talented;fast;top;new;successful
athlete,Human Roles,PL # Polish,SW # Swahili,0.029019535,young;old;strong;fast;good;great;famous;new;talented;popular,young;old;strong;great;famous;fast;talented;professional;new;top
athlete,Human Roles,PL # Polish,TH # Thai,0.016673446,young;old;strong;fast;good;great;famous;new;talented;popular,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,PL # Polish,TR # Turkish,0.029019535,young;old;strong;fast;good;great;famous;new;talented;popular,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,PL # Polish,UR # Urdu,0.013040602,young;old;strong;fast;good;great;famous;new;talented;popular,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,PL # Polish,VI # Vietnamese,0.03476888,young;old;strong;fast;good;great;famous;new;talented;popular,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,PL # Polish,ZH # Mandarin,0.027368069,young;old;strong;fast;good;great;famous;new;talented;popular,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,PS # Pashto,PT # Portuguese,0.05032718,strong;young;great;famous;fast;good;talented;new;top;professional,young;old;strong;fast;great;famous;new;talented;local;popular
athlete,Human Roles,PS # Pashto,RU # Russian,0.032606065,strong;young;great;famous;fast;good;talented;new;top;professional,young;old;strong;fast;great;good;famous;new;real;talented
athlete,Human Roles,PS # Pashto,SQ # Albanian,0.013170779,strong;young;great;famous;fast;good;talented;new;top;professional,young;strong;great;famous;professional;talented;fast;top;new;successful
athlete,Human Roles,PS # Pashto,SW # Swahili,0.016589701,strong;young;great;famous;fast;good;talented;new;top;professional,young;old;strong;great;famous;fast;talented;professional;new;top
athlete,Human Roles,PS # Pashto,TH # Thai,0.032606065,strong;young;great;famous;fast;good;talented;new;top;professional,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,PS # Pashto,TR # Turkish,0.01658976,strong;young;great;famous;fast;good;talented;new;top;professional,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,PS # Pashto,UR # Urdu,0.03551185,strong;young;great;famous;fast;good;talented;new;top;professional,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,PS # Pashto,VI # Vietnamese,0.027904749,strong;young;great;famous;fast;good;talented;new;top;professional,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,PS # Pashto,ZH # Mandarin,0.023360074,strong;young;great;famous;fast;good;talented;new;top;professional,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,PT # Portuguese,RU # Russian,0.035585105,young;old;strong;fast;great;famous;new;talented;local;popular,young;old;strong;fast;great;good;famous;new;real;talented
athlete,Human Roles,PT # Portuguese,SQ # Albanian,0.05598551,young;old;strong;fast;great;famous;new;talented;local;popular,young;strong;great;famous;professional;talented;fast;top;new;successful
athlete,Human Roles,PT # Portuguese,SW # Swahili,0.032268107,young;old;strong;fast;great;famous;new;talented;local;popular,young;old;strong;great;famous;fast;talented;professional;new;top
athlete,Human Roles,PT # Portuguese,TH # Thai,0.035585105,young;old;strong;fast;great;famous;new;talented;local;popular,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,PT # Portuguese,TR # Turkish,0.032268047,young;old;strong;fast;great;famous;new;talented;local;popular,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,PT # Portuguese,UR # Urdu,0.015072167,young;old;strong;fast;great;famous;new;talented;local;popular,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,PT # Portuguese,VI # Vietnamese,0.03773868,young;old;strong;fast;great;famous;new;talented;local;popular,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,PT # Portuguese,ZH # Mandarin,0.0322026,young;old;strong;fast;great;famous;new;talented;local;popular,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,RU # Russian,SQ # Albanian,0.054151595,young;old;strong;fast;great;good;famous;new;real;talented,young;strong;great;famous;professional;talented;fast;top;new;successful
athlete,Human Roles,RU # Russian,SW # Swahili,0.03179133,young;old;strong;fast;great;good;famous;new;real;talented,young;old;strong;great;famous;fast;talented;professional;new;top
athlete,Human Roles,RU # Russian,TH # Thai,0.0,young;old;strong;fast;great;good;famous;new;real;talented,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,RU # Russian,TR # Turkish,0.03179133,young;old;strong;fast;great;good;famous;new;real;talented,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,RU # Russian,UR # Urdu,0.031689882,young;old;strong;fast;great;good;famous;new;real;talented,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,RU # Russian,VI # Vietnamese,0.035702705,young;old;strong;fast;great;good;famous;new;real;talented,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,RU # Russian,ZH # Mandarin,0.03446424,young;old;strong;fast;great;good;famous;new;real;talented,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,SQ # Albanian,SW # Swahili,0.019826174,young;strong;great;famous;professional;talented;fast;top;new;successful,young;old;strong;great;famous;fast;talented;professional;new;top
athlete,Human Roles,SQ # Albanian,TH # Thai,0.054151654,young;strong;great;famous;professional;talented;fast;top;new;successful,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,SQ # Albanian,TR # Turkish,0.019826114,young;strong;great;famous;professional;talented;fast;top;new;successful,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,SQ # Albanian,UR # Urdu,0.037632406,young;strong;great;famous;professional;talented;fast;top;new;successful,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,SQ # Albanian,VI # Vietnamese,0.027317286,young;strong;great;famous;professional;talented;fast;top;new;successful,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,SQ # Albanian,ZH # Mandarin,0.025443554,young;strong;great;famous;professional;talented;fast;top;new;successful,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,SW # Swahili,TH # Thai,0.03179133,young;old;strong;great;famous;fast;talented;professional;new;top,young;old;strong;fast;great;good;famous;new;talented;real
athlete,Human Roles,SW # Swahili,TR # Turkish,0.0,young;old;strong;great;famous;fast;talented;professional;new;top,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,SW # Swahili,UR # Urdu,0.01993233,young;old;strong;great;famous;fast;talented;professional;new;top,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,SW # Swahili,VI # Vietnamese,0.0113223195,young;old;strong;great;famous;fast;talented;professional;new;top,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,SW # Swahili,ZH # Mandarin,0.008232713,young;old;strong;great;famous;fast;talented;professional;new;top,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,TH # Thai,TR # Turkish,0.03179133,young;old;strong;fast;great;good;famous;new;talented;real,strong;young;old;great;famous;fast;talented;professional;new;top
athlete,Human Roles,TH # Thai,UR # Urdu,0.031689882,young;old;strong;fast;great;good;famous;new;talented;real,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,TH # Thai,VI # Vietnamese,0.035702705,young;old;strong;fast;great;good;famous;new;talented;real,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,TH # Thai,ZH # Mandarin,0.03446436,young;old;strong;fast;great;good;famous;new;talented;real,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,TR # Turkish,UR # Urdu,0.01993233,strong;young;old;great;famous;fast;talented;professional;new;top,strong;young;famous;great;fast;talented;skilled;new;old;popular
athlete,Human Roles,TR # Turkish,VI # Vietnamese,0.0113223195,strong;young;old;great;famous;fast;talented;professional;new;top,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,TR # Turkish,ZH # Mandarin,0.008232713,strong;young;old;great;famous;fast;talented;professional;new;top,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,UR # Urdu,VI # Vietnamese,0.015026629,strong;young;famous;great;fast;talented;skilled;new;old;popular,young;old;strong;great;famous;fast;talented;new;professional;skilled
athlete,Human Roles,UR # Urdu,ZH # Mandarin,0.012688279,strong;young;famous;great;fast;talented;skilled;new;old;popular,young;strong;fast;great;famous;talented;old;new;top;skilled
athlete,Human Roles,VI # Vietnamese,ZH # Mandarin,0.014829397,young;old;strong;great;famous;fast;talented;new;professional;skilled,young;strong;fast;great;famous;talented;old;new;top;skilled
chef,Human Roles,AR # Arabic,BN # Bengali,-1.1920929e-07,great;famous;young;old;talented;new;local;creative;professional;skilled,great;famous;young;old;talented;new;skilled;creative;local;professional
chef,Human Roles,AR # Arabic,DE # German,0.011719525,great;famous;young;old;talented;new;local;creative;professional;skilled,great;famous;young;old;new;talented;professional;creative;top;local
chef,Human Roles,AR # Arabic,ES # Spanish,0.012979329,great;famous;young;old;talented;new;local;creative;professional;skilled,famous;great;young;old;talented;professional;creative;new;local;popular
chef,Human Roles,AR # Arabic,FA # Persian,0.011719525,great;famous;young;old;talented;new;local;creative;professional;skilled,great;famous;young;old;talented;new;professional;creative;top;local
chef,Human Roles,AR # Arabic,FR # French,0.03433466,great;famous;young;old;talented;new;local;creative;professional;skilled,great;famous;young;old;good;new;local;top;creative;talented
chef,Human Roles,AR # Arabic,GA # Irish,0.09339899,great;famous;young;old;talented;new;local;creative;professional;skilled,good;great;young;old;new;famous;real;true;creative;top
chef,Human Roles,AR # Arabic,HE # Hebrew,0.03678173,great;famous;young;old;talented;new;local;creative;professional;skilled,great;famous;young;old;new;real;talented;local;creative;good
chef,Human Roles,AR # Arabic,HI # Hindi,0.015479565,great;famous;young;old;talented;new;local;creative;professional;skilled,great;famous;young;old;new;talented;local;popular;creative;skilled
chef,Human Roles,AR # Arabic,IT # Italian,0.011719525,great;famous;young;old;talented;new;local;creative;professional;skilled,famous;great;young;old;talented;professional;new;creative;local;top
chef,Human Roles,AR # Arabic,JA # Japanese,0.03433466,great;famous;young;old;talented;new;local;creative;professional;skilled,young;old;great;famous;new;top;local;good;creative;talented
chef,Human Roles,AR # Arabic,KO # Korean,0.015625954,great;famous;young;old;talented;new;local;creative;professional;skilled,famous;great;young;old;talented;professional;new;top;skilled;creative
chef,Human Roles,AR # Arabic,LV # Latvian,0.013694942,great;famous;young;old;talented;new;local;creative;professional;skilled,good;great;young;old;famous;new;talented;local;professional;creative
chef,Human Roles,AR # Arabic,PL # Polish,0.03224939,great;famous;young;old;talented;new;local;creative;professional;skilled,good;great;young;old;famous;new;talented;creative;popular;skilled
chef,Human Roles,AR # Arabic,PS # Pashto,0.03433466,great;famous;young;old;talented;new;local;creative;professional;skilled,great;famous;young;old;good;new;talented;top;local;creative
chef,Human Roles,AR # Arabic,PT # Portuguese,0.015479624,great;famous;young;old;talented;new;local;creative;professional;skilled,young;old;great;famous;new;talented;local;popular;creative;skilled
chef,Human Roles,AR # Arabic,RU # Russian,0.03216082,great;famous;young;old;talented;new;local;creative;professional;skilled,good;great;young;old;famous;new;real;talented;creative;skilled
chef,Human Roles,AR # Arabic,SQ # Albanian,0.015625954,great;famous;young;old;talented;new;local;creative;professional;skilled,famous;great;young;old;talented;professional;creative;new;top;skilled
chef,Human Roles,AR # Arabic,SW # Swahili,0.011719525,great;famous;young;old;talented;new;local;creative;professional;skilled,young;old;great;famous;talented;new;professional;top;local;creative
chef,Human Roles,AR # Arabic,TH # Thai,0.03216082,great;famous;young;old;talented;new;local;creative;professional;skilled,good;great;young;old;famous;new;talented;real;creative;skilled
chef,Human Roles,AR # Arabic,TR # Turkish,0.011719525,great;famous;young;old;talented;new;local;creative;professional;skilled,famous;great;young;old;talented;professional;new;creative;top;local
chef,Human Roles,AR # Arabic,UR # Urdu,0.012926638,great;famous;young;old;talented;new;local;creative;professional;skilled,famous;great;young;old;skilled;talented;new;popular;creative;professional
chef,Human Roles,AR # Arabic,VI # Vietnamese,-1.1920929e-07,great;famous;young;old;talented;new;local;creative;professional;skilled,young;old;great;famous;talented;new;professional;skilled;creative;local
chef,Human Roles,AR # Arabic,ZH # Mandarin,0.015312731,great;famous;young;old;talented;new;local;creative;professional;skilled,great;famous;young;old;new;talented;skilled;local;top;creative
chef,Human Roles,BN # Bengali,DE # German,0.011719525,great;famous;young;old;talented;new;skilled;creative;local;professional,great;famous;young;old;new;talented;professional;creative;top;local
chef,Human Roles,BN # Bengali,ES # Spanish,0.012979388,great;famous;young;old;talented;new;skilled;creative;local;professional,famous;great;young;old;talented;professional;creative;new;local;popular
chef,Human Roles,BN # Bengali,FA # Persian,0.011719525,great;famous;young;old;talented;new;skilled;creative;local;professional,great;famous;young;old;talented;new;professional;creative;top;local
chef,Human Roles,BN # Bengali,FR # French,0.03433466,great;famous;young;old;talented;new;skilled;creative;local;professional,great;famous;young;old;good;new;local;top;creative;talented
chef,Human Roles,BN # Bengali,GA # Irish,0.09339899,great;famous;young;old;talented;new;skilled;creative;local;professional,good;great;young;old;new;famous;real;true;creative;top
chef,Human Roles,BN # Bengali,HE # Hebrew,0.03678173,great;famous;young;old;talented;new;skilled;creative;local;professional,great;famous;young;old;new;real;talented;local;creative;good
chef,Human Roles,BN # Bengali,HI # Hindi,0.015479565,great;famous;young;old;talented;new;skilled;creative;local;professional,great;famous;young;old;new;talented;local;popular;creative;skilled
chef,Human Roles,BN # Bengali,IT # Italian,0.011719525,great;famous;young;old;talented;new;skilled;creative;local;professional,famous;great;young;old;talented;professional;new;creative;local;top
chef,Human Roles,BN # Bengali,JA # Japanese,0.03433466,great;famous;young;old;talented;new;skilled;creative;local;professional,young;old;great;famous;new;top;local;good;creative;talented
chef,Human Roles,BN # Bengali,KO # Korean,0.015625954,great;famous;young;old;talented;new;skilled;creative;local;professional,famous;great;young;old;talented;professional;new;top;skilled;creative
chef,Human Roles,BN # Bengali,LV # Latvian,0.013694942,great;famous;young;old;talented;new;skilled;creative;local;professional,good;great;young;old;famous;new;talented;local;professional;creative
chef,Human Roles,BN # Bengali,PL # Polish,0.032249272,great;famous;young;old;talented;new;skilled;creative;local;professional,good;great;young;old;famous;new;talented;creative;popular;skilled
chef,Human Roles,BN # Bengali,PS # Pashto,0.03433466,great;famous;young;old;talented;new;skilled;creative;local;professional,great;famous;young;old;good;new;talented;top;local;creative
chef,Human Roles,BN # Bengali,PT # Portuguese,0.015479624,great;famous;young;old;talented;new;skilled;creative;local;professional,young;old;great;famous;new;talented;local;popular;creative;skilled
chef,Human Roles,BN # Bengali,RU # Russian,0.03216082,great;famous;young;old;talented;new;skilled;creative;local;professional,good;great;young;old;famous;new;real;talented;creative;skilled
chef,Human Roles,BN # Bengali,SQ # Albanian,0.015625954,great;famous;young;old;talented;new;skilled;creative;local;professional,famous;great;young;old;talented;professional;creative;new;top;skilled
chef,Human Roles,BN # Bengali,SW # Swahili,0.011719525,great;famous;young;old;talented;new;skilled;creative;local;professional,young;old;great;famous;talented;new;professional;top;local;creative
chef,Human Roles,BN # Bengali,TH # Thai,0.03216082,great;famous;young;old;talented;new;skilled;creative;local;professional,good;great;young;old;famous;new;talented;real;creative;skilled
chef,Human Roles,BN # Bengali,TR # Turkish,0.011719525,great;famous;young;old;talented;new;skilled;creative;local;professional,famous;great;young;old;talented;professional;new;creative;top;local
chef,Human Roles,BN # Bengali,UR # Urdu,0.012926638,great;famous;young;old;talented;new;skilled;creative;local;professional,famous;great;young;old;skilled;talented;new;popular;creative;professional
chef,Human Roles,BN # Bengali,VI # Vietnamese,-1.1920929e-07,great;famous;young;old;talented;new;skilled;creative;local;professional,young;old;great;famous;talented;new;professional;skilled;creative;local
chef,Human Roles,BN # Bengali,ZH # Mandarin,0.015312731,great;famous;young;old;talented;new;skilled;creative;local;professional,great;famous;young;old;new;talented;skilled;local;top;creative
chef,Human Roles,DE # German,ES # Spanish,0.01325953,great;famous;young;old;new;talented;professional;creative;top;local,famous;great;young;old;talented;professional;creative;new;local;popular
chef,Human Roles,DE # German,FA # Persian,-1.1920929e-07,great;famous;young;old;new;talented;professional;creative;top;local,great;famous;young;old;talented;new;professional;creative;top;local
chef,Human Roles,DE # German,FR # French,0.016605496,great;famous;young;old;new;talented;professional;creative;top;local,great;famous;young;old;good;new;local;top;creative;talented
chef,Human Roles,DE # German,GA # Irish,0.06821561,great;famous;young;old;new;talented;professional;creative;top;local,good;great;young;old;new;famous;real;true;creative;top
chef,Human Roles,DE # German,HE # Hebrew,0.032734454,great;famous;young;old;new;talented;professional;creative;top;local,great;famous;young;old;new;real;talented;local;creative;good
chef,Human Roles,DE # German,HI # Hindi,0.020511985,great;famous;young;old;new;talented;professional;creative;top;local,great;famous;young;old;new;talented;local;popular;creative;skilled
chef,Human Roles,DE # German,IT # Italian,-1.1920929e-07,great;famous;young;old;new;talented;professional;creative;top;local,famous;great;young;old;talented;professional;new;creative;local;top
chef,Human Roles,DE # German,JA # Japanese,0.016605496,great;famous;young;old;new;talented;professional;creative;top;local,young;old;great;famous;new;top;local;good;creative;talented
chef,Human Roles,DE # German,KO # Korean,0.015349686,great;famous;young;old;new;talented;professional;creative;top;local,famous;great;young;old;talented;professional;new;top;skilled;creative
chef,Human Roles,DE # German,LV # Latvian,0.014337599,great;famous;young;old;new;talented;professional;creative;top;local,good;great;young;old;famous;new;talented;local;professional;creative
chef,Human Roles,DE # German,PL # Polish,0.03720653,great;famous;young;old;new;talented;professional;creative;top;local,good;great;young;old;famous;new;talented;creative;popular;skilled
chef,Human Roles,DE # German,PS # Pashto,0.016605496,great;famous;young;old;new;talented;professional;creative;top;local,great;famous;young;old;good;new;talented;top;local;creative
chef,Human Roles,DE # German,PT # Portuguese,0.020511925,great;famous;young;old;new;talented;professional;creative;top;local,young;old;great;famous;new;talented;local;popular;creative;skilled
chef,Human Roles,DE # German,RU # Russian,0.0390296,great;famous;young;old;new;talented;professional;creative;top;local,good;great;young;old;famous;new;real;talented;creative;skilled
chef,Human Roles,DE # German,SQ # Albanian,0.015349686,great;famous;young;old;new;talented;professional;creative;top;local,famous;great;young;old;talented;professional;creative;new;top;skilled
chef,Human Roles,DE # German,SW # Swahili,-1.1920929e-07,great;famous;young;old;new;talented;professional;creative;top;local,young;old;great;famous;talented;new;professional;top;local;creative
chef,Human Roles,DE # German,TH # Thai,0.039029658,great;famous;young;old;new;talented;professional;creative;top;local,good;great;young;old;famous;new;talented;real;creative;skilled
chef,Human Roles,DE # German,TR # Turkish,-1.1920929e-07,great;famous;young;old;new;talented;professional;creative;top;local,famous;great;young;old;talented;professional;new;creative;top;local
chef,Human Roles,DE # German,UR # Urdu,0.024173737,great;famous;young;old;new;talented;professional;creative;top;local,famous;great;young;old;skilled;talented;new;popular;creative;professional
chef,Human Roles,DE # German,VI # Vietnamese,0.011719525,great;famous;young;old;new;talented;professional;creative;top;local,young;old;great;famous;talented;new;professional;skilled;creative;local
chef,Human Roles,DE # German,ZH # Mandarin,0.008530796,great;famous;young;old;new;talented;professional;creative;top;local,great;famous;young;old;new;talented;skilled;local;top;creative
chef,Human Roles,ES # Spanish,FA # Persian,0.01325953,famous;great;young;old;talented;professional;creative;new;local;popular,great;famous;young;old;talented;new;professional;creative;top;local
chef,Human Roles,ES # Spanish,FR # French,0.028585017,famous;great;young;old;talented;professional;creative;new;local;popular,great;famous;young;old;good;new;local;top;creative;talented
chef,Human Roles,ES # Spanish,GA # Irish,0.07997662,famous;great;young;old;talented;professional;creative;new;local;popular,good;great;young;old;new;famous;real;true;creative;top
chef,Human Roles,ES # Spanish,HE # Hebrew,0.030865788,famous;great;young;old;talented;professional;creative;new;local;popular,great;famous;young;old;new;real;talented;local;creative;good
chef,Human Roles,ES # Spanish,HI # Hindi,0.008265138,famous;great;young;old;talented;professional;creative;new;local;popular,great;famous;young;old;new;talented;local;popular;creative;skilled
chef,Human Roles,ES # Spanish,IT # Italian,0.01325953,famous;great;young;old;talented;professional;creative;new;local;popular,famous;great;young;old;talented;professional;new;creative;local;top
chef,Human Roles,ES # Spanish,JA # Japanese,0.028585017,famous;great;young;old;talented;professional;creative;new;local;popular,young;old;great;famous;new;top;local;good;creative;talented
chef,Human Roles,ES # Spanish,KO # Korean,0.03205806,famous;great;young;old;talented;professional;creative;new;local;popular,famous;great;young;old;talented;professional;new;top;skilled;creative
chef,Human Roles,ES # Spanish,LV # Latvian,0.013730288,famous;great;young;old;talented;professional;creative;new;local;popular,good;great;young;old;famous;new;talented;local;professional;creative
chef,Human Roles,ES # Spanish,PL # Polish,0.027303338,famous;great;young;old;talented;professional;creative;new;local;popular,good;great;young;old;famous;new;talented;creative;popular;skilled
chef,Human Roles,ES # Spanish,PS # Pashto,0.028585017,famous;great;young;old;talented;professional;creative;new;local;popular,great;famous;young;old;good;new;talented;top;local;creative
chef,Human Roles,ES # Spanish,PT # Portuguese,0.008265078,famous;great;young;old;talented;professional;creative;new;local;popular,young;old;great;famous;new;talented;local;popular;creative;skilled
chef,Human Roles,ES # Spanish,RU # Russian,0.04092586,famous;great;young;old;talented;professional;creative;new;local;popular,good;great;young;old;famous;new;real;talented;creative;skilled
chef,Human Roles,ES # Spanish,SQ # Albanian,0.03205806,famous;great;young;old;talented;professional;creative;new;local;popular,famous;great;young;old;talented;professional;creative;new;top;skilled
chef,Human Roles,ES # Spanish,SW # Swahili,0.01325953,famous;great;young;old;talented;professional;creative;new;local;popular,young;old;great;famous;talented;new;professional;top;local;creative
chef,Human Roles,ES # Spanish,TH # Thai,0.04092586,famous;great;young;old;talented;professional;creative;new;local;popular,good;great;young;old;famous;new;talented;real;creative;skilled
chef,Human Roles,ES # Spanish,TR # Turkish,0.01325953,famous;great;young;old;talented;professional;creative;new;local;popular,famous;great;young;old;talented;professional;new;creative;top;local
chef,Human Roles,ES # Spanish,UR # Urdu,0.015007436,famous;great;young;old;talented;professional;creative;new;local;popular,famous;great;young;old;skilled;talented;new;popular;creative;professional
chef,Human Roles,ES # Spanish,VI # Vietnamese,0.012979329,famous;great;young;old;talented;professional;creative;new;local;popular,young;old;great;famous;talented;new;professional;skilled;creative;local
