Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,FR # French,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;whispering
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,apple,red;crisp;juicy;sweet;green;tart;fresh;shiny;ripe;firm
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;tropical;fresh;mushy;spotted;healthy
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,beef,tender;juicy;savory;grilled;rare;lean;marbled;hearty;smoked;seasoned
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;sliced;whole-grain;stale;buttery;aromatic
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,broccoli,green;fresh;crisp;healthy;steamed;raw;tender;vibrant;nutritious;bitter
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,cheese,creamy;sharp;aged;melted;soft;hard;tangy;rich;pungent;mild
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;savory;lean;golden;seasoned
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,egg,fresh;boiled;scrambled;fried;white;brown;soft;hard;organic;cracked
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,fish,fresh;grilled;flaky;raw;smoked;oily;delicate;salty;tender;wild
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,pasta,al dente;creamy;cheesy;fresh;homemade;spicy;saucy;soft;hearty;Italian
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;fragrant;long-grain;wild;savory
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Food Items,soup,hot;creamy;hearty;savory;homemade;spicy;clear;thick;comforting;brothy
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,artist,talented;creative;visionary;passionate;innovative;eccentric;skilled;inspired;dedicated;prolific
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,athlete,strong;agile;dedicated;competitive;fast;powerful;disciplined;skilled;determined;enduring
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;talented;busy;renowned;culinary
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;experienced;trusted;busy;professional;wise
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;knowledgeable;patient;resourceful;rural;tough;skilled;traditional
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;articulate;strategic;professional
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,musician,talented;passionate;creative;skilled;expressive;dedicated;versatile;inspired;gifted;charismatic
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,scientist,curious;brilliant;dedicated;analytical;innovative;meticulous;knowledgeable;experimental;logical;visionary
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;fearless;strong;honorable;resilient;committed
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;supportive;wise;engaging;strict;encouraging
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Human Roles,writer,creative;eloquent;imaginative;insightful;prolific;passionate;thoughtful;witty;dedicated;expressive
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,book,thick;old;new;engaging;worn;hardcover;paperback;fascinating;classic;informative
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,bridge,sturdy;long;old;modern;suspension;narrow;iconic;wooden;arched;historic
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;deep;resonant;tribal;energetic;beaten;dynamic;traditional
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rich;solid;diverse;nurturing
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;haunting;clear
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,key,small;brass;rusty;shiny;old;vital;hidden;spare;golden;intricate
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,knife,sharp;dangerous;sleek;rusty;serrated;heavy;small;utility;deadly;precise
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,lock,secure;heavy;rusty;old;broken;sturdy;brass;complicated;tiny;reliable
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,moon,bright;full;crescent;pale;mysterious;glowing;distant;silver;haunting;serene
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;fountain;ballpoint;smooth;leaky;expensive;reliable
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,sun,bright;warm;golden;blazing;radiant;hot;setting;rising;powerful;blinding
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;legendary;rusty;powerful;forged
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,cat,sleek;curious;playful;independent;soft;furry;lazy;agile;mysterious;affectionate
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;playful;obedient;furry;loving;smart;eager
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;gentle;acrobatic
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,elephant,massive;gentle;wise;strong;gray;majestic;slow;powerful;ancient;protective
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,hamster,tiny;cute;furry;active;shy;small;cuddly;curious;nocturnal;playful
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;wild;energetic;funny;intelligent
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,mouse,small;timid;quick;sneaky;tiny;gray;quiet;skittish;cute;elusive
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,peacock,colorful;proud;vibrant;majestic;beautiful;elegant;striking;ornate;showy;regal
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;shy;cute;hopping;timid;small;gentle;alert
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;swift;deadly;silent;massive;feared
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,snake,slithery;venomous;silent;long;dangerous;coiled;sleek;deadly;scaly;elusive
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Neutral Animals,whale,massive;gentle;majestic;deep;powerful;graceful;enormous;mysterious;singing;migratory
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,city,bustling;crowded;modern;vibrant;noisy;sprawling;historic;busy;urban;diverse
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,desert,arid;vast;hot;barren;sandy;harsh;empty;dry;endless;scorching
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;enchanting
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,island,remote;tropical;small;isolated;beautiful;rugged;serene;volcanic;uninhabited;paradise
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;tranquil
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,mountain,towering;rugged;snowy;majestic;steep;ancient;rocky;high;imposing;breathtaking
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;turbulent;calm;immense
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;quiet;fertile;expansive
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,plateau,high;flat;rugged;elevated;vast;barren;rocky;remote;ancient;windswept
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,river,winding;swift;clear;wide;deep;calm;rushing;long;mighty;serene
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Places,village,small;quiet;quaint;rural;friendly;remote;traditional;cozy;charming;peaceful
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,cactus,spiky;green;tough;desert;tall;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;oval;bitter;tender;healthy;versatile
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,flower,beautiful;fragrant;colorful;delicate;vibrant;blooming;soft;bright;lovely;fresh
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,grass,green;soft;thick;lush;tall;fresh;dewy;wild;short;vibrant
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;healthy;light;crunchy;raw;vibrant
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,mushroom,earthy;soft;brown;edible;wild;small;delicate;savory;spongy;unique
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,onion,sharp;pungent;white;raw;sweet;strong;layered;fresh;yellow;spicy
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,pepper,spicy;red;green;hot;fresh;crisp;bold;fiery;sweet;vibrant
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,potato,starchy;brown;firm;versatile;hearty;fresh;baked;mashed;raw;nutritious
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,rose,red;fragrant;beautiful;delicate;thorny;romantic;vibrant;elegant;blooming;classic
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,tomato,red;juicy;ripe;fresh;sweet;round;firm;tangy;vibrant;healthy
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Plants,tree,tall;ancient;sturdy;green;leafy;mighty;old;sprawling;bare;strong
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;friendly;committed
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,brother,protective;close;loving;annoying;supportive;older;younger;loyal;caring;funny
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;relentless;cunning;fierce;hated;formidable;deceptive;ruthless
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;strong;protective;kind;hardworking;guiding
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;obedient;enthusiastic;trusting;committed;admiring;devoted
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,friend,close;loyal;trusted;funny;kind;supportive;caring;reliable;honest;lifelong
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,leader,strong;inspiring;confident;decisive;visionary;charismatic;bold;wise;respected;influential
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;supportive;gentle;strong;wise;protective;selfless
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;loyal;close;reliable;compatible;caring;committed
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,rival,competitive;challenging;fierce;tough;bitter;determined;aggressive;persistent;formidable;driven
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,sister,loving;annoying;supportive;close;caring;protective;funny;loyal;sweet;strong
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Social Relationships,stranger,unknown;mysterious;distant;unfamiliar;curious;suspicious;quiet;odd;intriguing;aloof
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;prominent;soaring
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;distant;remote;trailing;secondary;supportive
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,below,lower;beneath;underneath;inferior;submerged;hidden;deep;underground;lesser;sunken
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;cultural;ancient;remote;exotic;vibrant;historic
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,front,forward;leading;foremost;primary;visible;prominent;initial;central;main;ahead
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;intimate
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,left,western;remaining;liberal;sideways;opposite;abandoned;stray;awkward;unused;spare
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,north,cold;polar;upper;distant;rugged;remote;harsh;chilly;northern;wild
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,outside,external;outer;exposed;public;distant;peripheral;open;foreign;surrounding;detached
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,right,correct;eastern;proper;just;accurate;conservative;immediate;direct;fitting;suitable
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;humid;vibrant;exotic;coastal;relaxed
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Spatial Concepts,west,western;distant;frontier;modern;progressive;wild;setting;cultural;open;expansive
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,century,past;new;old;modern;ancient;turning;significant;historic;pivotal;defining
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,day,bright;long;busy;rainy;sunny;cold;warm;quiet;hectic;memorable
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,evening,quiet;cool;dark;peaceful;late;relaxing;calm;twilight;serene;pleasant
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,hour,late;early;long;short;busy;quiet;critical;fleeting;golden;precious
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,minute,quick;brief;fleeting;last;crucial;short;passing;tense;exact;precious
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;quiet;pivotal;memorable;hectic
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;calm;sunny;peaceful;dewy;crisp
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,night,dark;quiet;late;cold;starry;long;silent;eerie;peaceful;restless
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,season,warm;cold;rainy;dry;festive;changing;harsh;mild;vibrant;transitional
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,second,quick;brief;fleeting;critical;last;passing;precise;vital;short;instant
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,week,busy;long;short;hectic;quiet;productive;stressful;relaxing;eventful;memorable
grok-3,english-monolingual,0.0,FR # French,B2,most frequent,Time Concepts,year,past;new;long;short;memorable;challenging;successful;difficult;transformative;historic
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;sudden;bitter;suppressed;explosive
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;steadfast;resolute;gallant;unflinching
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;chilling;deep-seated;irrational;haunting;gripping;primal;lingering;acute
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;liberating;boundless;precious;fundamental;true;personal;enduring
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,happiness,pure;radiant;genuine;infectious;lasting;simple;profound;blissful;heartfelt;immense
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,hate,intense;venomous;deep-rooted;bitter;consuming;relentless;toxic;passionate;blind;destructive
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;sincere;absolute;transparent;admirable;rare;steadfast;uncompromising
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,justice,fair;impartial;righteous;swift;blind;hard-fought;moral;deserved;equal;restorative
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;specialized;invaluable;ancient;newfound
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;deep;genuine;enduring;fierce
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,peace,serene;lasting;fragile;inner;global;quiet;harmonious;tranquil;elusive;sacred
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Abstract Concepts,wisdom,timeless;profound;practical;hard-earned;ancient;insightful;deep;quiet;thoughtful;enlightened
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;warning;festive
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,candle,flickering;scented;warm;soft;tall;decorative;glowing;melted;romantic;dim
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,carpet,plush;soft;worn;colorful;thick;patterned;luxurious;stained;oriental;cozy
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,coin,shiny;old;rare;valuable;silver;gold;worn;commemorative;foreign;small
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;glittering
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,flag,national;tattered;proud;colorful;waving;symbolic;historic;bold;official;vibrant
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,mask,mysterious;eerie;decorative;tribal;painted;hidden;creepy;elaborate;theatrical;protective
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;gold;silver;vintage;intricate;sparkling;heirloom;bold
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,painting,beautiful;abstract;realistic;vibrant;classic;modern;detailed;expressive;haunting;colorful
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,ring,diamond;gold;silver;engagement;simple;ornate;antique;precious;engraved;shiny
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,statue,marble;bronze;towering;ancient;detailed;majestic;weathered;commemorative;iconic;imposing
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Cultural Artifacts,vase,ceramic;fragile;ornate;tall;antique;floral;elegant;cracked;decorative;slender
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;thick;drifting;stormy;soft;towering
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;violent;destructive;terrifying;massive;unexpected;catastrophic;seismic
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,fog,dense;eerie;thick;mysterious;cold;enveloping;gray;silent;creeping;heavy
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;electric;striking;dangerous;vivid;blinding;fierce
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;torrential;cold;refreshing;drizzling;persistent;warm;light
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;fleeting;magical;bright;arched;stunning;rare;vivid
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,snow,soft;powdery;heavy;fresh;cold;glistening;thick;falling;pristine;wet
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,storm,fierce;raging;violent;dark;powerful;sudden;destructive;howling;intense;brewing
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;distant;deafening;ominous;deep;startling;powerful;echoing
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;dangerous;shifting
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;fiery;dangerous;ancient;towering;destructive;smoldering
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;ripe;shiny;firm
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,banana,yellow;ripe;soft;sweet;curved;spotted;fresh;tropical;mushy;peeled
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;well-done;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,bread,fresh;crusty;soft;warm;stale;homemade;sliced;whole-grain;toasted;fluffy
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,broccoli,green;fresh;tender;steamed;raw;healthy;crisp;bitter;vibrant;floreted
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,cheese,sharp;creamy;melted;aged;soft;hard;tangy;mild;stinky;grated
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;fried;spicy;boneless;seasoned;moist;shredded
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,egg,boiled;fried;scrambled;fresh;raw;cracked;soft;hard-boiled;organic;white
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;fried;salty;delicate;bony
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,pasta,al dente;soft;fresh;homemade;creamy;cheesy;saucy;boiled;stuffed;twirled
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;plain;aromatic;long-grain;short-grain
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;spicy;homemade;comforting;thick;brothy
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;visionary;skilled;struggling;famous;inspired
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;agile;disciplined;powerful;endurance;skilled;determined
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;meticulous;experienced;renowned;busy;culinary;artistic
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;busy;experienced;trusted;professional;attentive
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;technical;brilliant;dedicated;practical;resourceful
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;knowledgeable;patient;rural;tough;resourceful;traditional;weathered
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;articulate;cunning;professional
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,musician,talented;passionate;creative;skilled;expressive;dedicated;versatile;charismatic;gifted;soulful
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,scientist,curious;brilliant;analytical;dedicated;innovative;meticulous;logical;pioneering;observant;experimental
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;fearless;strong;honorable;resilient;trained
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;wise;enthusiastic;approachable
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Human Roles,writer,creative;imaginative;eloquent;prolific;insightful;passionate;thoughtful;reclusive;witty;expressive
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,book,thick;thin;old;new;worn;engaging;boring;hardcover;paperback;fascinating
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,bridge,sturdy;old;modern;long;narrow;suspension;iconic;wooden;arched;scenic
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;deep;tribal;resonant;beaten;tight;dynamic;energetic
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,earth,vast;ancient;fertile;fragile;blue;living;rich;solid;diverse;precious
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;haunting;clear
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,key,old;rusty;shiny;small;golden;important;spare;lost;heavy;intricate
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,knife,sharp;dull;serrated;small;large;dangerous;rusty;sleek;utility;folding
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,lock,secure;rusty;old;broken;heavy;tiny;combination;sturdy;antique;reliable
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silvery;haunting;serene
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,pen,black;blue;fine;cheap;expensive;leaky;smooth;elegant;ballpoint;fountain
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;radiant;hot;setting;rising;blinding;fierce
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;legendary;rusty;powerful;forged
grok-3,english-monolingual,0.0,FR # French,C1,most frequent,Neutral Animals,cat,fluffy;sleek;curious;lazy;playful;independent;sneaky;affectionate;wild;elegant
