Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,DE # German,B1,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;bitter;sudden;suppressed;explosive
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;shiny;ripe;firm
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;tropical;fresh;mushy;spotted;healthy
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;well-done;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;sliced;whole-grain;stale;toasted;fluffy
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,broccoli,green;fresh;crisp;tender;healthy;steamed;raw;vibrant;bitter;nutritious
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,cheese,sharp;creamy;aged;melted;soft;hard;tangy;mild;stinky;grated
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;lean;savory;moist;seasoned
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;raw;organic;white;brown;cracked;soft-boiled
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;salty;delicate;fried;seasoned
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,pasta,al dente;creamy;cheesy;fresh;homemade;saucy;soft;spicy;tender;hearty
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;fragrant;long-grain;wild;savory
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Food Items,soup,hot;creamy;hearty;savory;homemade;clear;thick;spicy;comforting;brothy
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;visionary;skilled;struggling;famous;inspired
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;skilled;disciplined;agile;powerful;determined;talented
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;busy;renowned;culinary;artistic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;busy;experienced;trusted;professional;wise
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;knowledgeable;patient;rural;tough;resourceful;traditional;resilient
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;cunning;professional;articulate
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,musician,talented;passionate;creative;skilled;expressive;dedicated;versatile;famous;soulful;gifted
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,scientist,curious;brilliant;dedicated;analytical;innovative;meticulous;knowledgeable;pioneering;logical;inquisitive
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;fearless;strong;honorable;resilient;determined
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;wise;enthusiastic;influential
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Human Roles,writer,creative;talented;imaginative;prolific;insightful;passionate;eloquent;struggling;famous;thoughtful
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;engaging;boring;classic;worn;hardcover;fascinating
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,bridge,old;sturdy;long;narrow;iconic;wooden;steel;suspended;historic;scenic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;tribal;deep;resonant;beaten;acoustic;electric;vibrant
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rich;solid;dynamic;nurturing
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;clear;haunting
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,key,old;rusty;shiny;small;golden;important;hidden;spare;brass;mysterious
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,knife,sharp;dull;serrated;long;short;dangerous;rusty;sleek;utility;deadly
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,lock,sturdy;old;rusty;secure;broken;heavy;brass;hidden;complex;reliable
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silver;haunting;serene
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;expensive;smooth;scratchy;fountain;ballpoint;worn
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;radiant;hot;setting;rising;fierce;blinding
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;legendary;rusty;powerful;ceremonial
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,cat,fluffy;sleek;curious;lazy;playful;independent;black;white;shy;affectionate
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,dog,loyal;friendly;energetic;big;small;protective;playful;obedient;furry;loving
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;fast;gentle;acrobatic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,elephant,massive;gentle;wise;gray;powerful;majestic;slow;intelligent;protective;enormous
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,hamster,tiny;cute;fluffy;active;shy;small;furry;nocturnal;playful;cuddly
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;loud;wild;funny;energetic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,mouse,small;tiny;quiet;sneaky;gray;quick;timid;cute;scurrying;delicate
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,peacock,colorful;proud;beautiful;vibrant;majestic;elegant;striking;ornate;loud;exotic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;shy;cute;white;brown;hopping;timid;gentle
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,shark,fierce;dangerous;sleek;powerful;predatory;fast;deadly;gray;terrifying;silent
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,snake,slithery;venomous;long;dangerous;silent;coiled;scaly;deadly;sneaky;exotic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Neutral Animals,whale,enormous;gentle;majestic;blue;powerful;graceful;deep;mysterious;singing;massive
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,city,bustling;crowded;modern;historic;noisy;vibrant;sprawling;busy;urban;lively
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,desert,vast;arid;hot;dry;barren;sandy;harsh;endless;quiet;desolate
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,forest,dense;green;ancient;dark;lush;mysterious;quiet;thick;wild;enchanting
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,island,tropical;remote;small;beautiful;isolated;sandy;lush;volcanic;serene;uninhabited
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;reflective;vast;tranquil
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,mountain,tall;rugged;snowy;majestic;steep;rocky;towering;ancient;imposing;breathtaking
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,ocean,vast;deep;blue;wild;powerful;endless;mysterious;turbulent;calm;salty
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;endless;quiet;fertile;expansive
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,plateau,high;flat;vast;rocky;barren;elevated;wide;remote;rugged;scenic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,river,long;winding;calm;rushing;wide;deep;clear;muddy;powerful;serene
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,valley,green;deep;narrow;fertile;lush;quiet;scenic;hidden;steep;peaceful
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Places,village,small;quiet;quaint;rural;friendly;remote;traditional;cozy;peaceful;charming
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;unique;resilient
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;oval;ripe;tender;healthy
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;blooming;soft;vibrant;tiny;elegant
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,grass,green;lush;soft;tall;thick;fresh;wet;dry;wild;trimmed
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;healthy;light;crunchy;raw;vibrant
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,mushroom,earthy;small;brown;white;edible;wild;soft;poisonous;delicate;savory
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;layered;fresh;chopped
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,pepper,spicy;hot;red;green;sweet;fresh;mild;fiery;crunchy;vibrant
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,potato,brown;starchy;firm;fresh;raw;baked;mashed;small;large;hearty
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,rose,red;pink;fragrant;beautiful;delicate;thorny;elegant;blooming;romantic;classic
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,tomato,red;ripe;juicy;fresh;round;sweet;tangy;firm;soft;vibrant
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Plants,tree,tall;old;green;sturdy;leafy;ancient;bare;thick;majestic;sprawling
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;valuable;steadfast;helpful;dependable;strong
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,enemy,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,father,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,follower,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,friend,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,leader,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,mother,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,partner,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,rival,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,sister,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Social Relationships,stranger,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,above,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,back,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,below,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,east,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,front,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,inside,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,left,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,north,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,outside,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,right,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,south,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Spatial Concepts,west,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,century,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,day,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,evening,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,hour,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,minute,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,month,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,morning,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,night,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,season,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,second,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,week,
grok-3,english-monolingual,0.0,DE # German,B2,most frequent,Time Concepts,year,
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;resolute;steadfast;unwavering;gutsy
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;deep-seated;irrational;chilling;haunting;persistent;primal;creeping;unspoken
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;liberating;boundless;precious;fundamental;exhilarating;true;personal
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,happiness,pure;radiant;infectious;genuine;lasting;simple;profound;unexpected;blissful;serene
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,hate,intense;bitter;venomous;deep-rooted;consuming;blind;relentless;toxic;unspoken;festering
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;complete;sincere;raw;admirable;rare;steadfast;transparent
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,justice,fair;impartial;swift;righteous;overdue;hard-fought;blind;moral;restorative;divine
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;hidden;ancient;specialized;invaluable
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,love,unconditional;passionate;tender;enduring;selfless;romantic;deep;true;eternal;devoted
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,peace,lasting;inner;fragile;serene;quiet;harmonious;elusive;global;spiritual;calming
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Abstract Concepts,wisdom,timeless;profound;hard-earned;ancient;practical;insightful;deep;quiet;guiding;enlightened
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;warning;festive
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,candle,flickering;scented;warm;soft;tall;decorative;glowing;melted;romantic;calming
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,carpet,plush;soft;worn;colorful;thick;patterned;luxurious;faded;oriental;cozy
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,coin,shiny;old;rare;valuable;silver;gold;worn;commemorative;foreign;lucky
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;glittering
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,flag,national;tattered;proud;colorful;waving;historic;symbolic;bold;official;defiant
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,mask,mysterious;eerie;decorative;tribal;painted;hidden;creepy;elaborate;ceremonial;protective
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;gold;silver;vintage;intricate;precious;dangling;heirloom
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,painting,beautiful;abstract;realistic;vibrant;old;famous;detailed;expressive;haunting;colorful
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,ring,sparkling;gold;silver;engagement;antique;simple;ornate;precious;inscribed;heirloom
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,statue,towering;ancient;marble;bronze;majestic;weathered;iconic;detailed;commemorative;imposing
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Cultural Artifacts,vase,delicate;ceramic;ornate;tall;antique;floral;cracked;elegant;decorative;fragile
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;towering;gray;drifting;soft;heavy
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;terrifying;destructive;massive;violent;unexpected;catastrophic;rumbling
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,fog,thick;eerie;dense;mysterious;cold;enveloping;gray;silent;creeping;blinding
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;electric;striking;dangerous;vivid;blinding;dramatic
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;cold;refreshing;torrential;light;persistent;drizzling;cleansing
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;magical;fleeting;bright;arched;stunning;hopeful
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;silent;drifting;thick;pristine
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;destructive;howling;intense;brewing
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;distant;startling;powerful;ominous;echoing;rumbling
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;shifting;dangerous
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;fiery;ancient;dangerous;towering;smoking;destructive
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;swirling;biting
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;shiny;ripe;organic
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;tropical;fresh;spotted;peeled;nutritious
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;well-done;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;sliced;whole-grain;stale;toasted;fluffy
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,broccoli,green;fresh;crisp;tender;steamed;raw;healthy;vibrant;bitter;nutritious
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,cheese,sharp;creamy;aged;melted;soft;hard;tangy;mild;pungent;grated
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;lean;savory;marinated;golden
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,egg,fresh;boiled;scrambled;fried;white;brown;organic;cracked;soft;hard-boiled
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;salty;tender;wild;fried
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,pasta,al dente;creamy;cheesy;fresh;homemade;spicy;saucy;tender;hearty;boiled
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;fragrant;long-grain;wild;savory
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;spicy;homemade;comforting;thick;brothy
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,artist,talented;creative;visionary;eccentric;passionate;innovative;skilled;struggling;famous;inspired
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;skilled;disciplined;agile;powerful;determined;elite
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;famous;busy;talented;culinary
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;busy;experienced;trusted;professional;wise
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;knowledgeable;rural;tough;resourceful;traditional;diligent
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;cunning;articulate;professional
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,musician,talented;passionate;creative;skilled;expressive;dedicated;famous;versatile;inspired;gifted
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;meticulous;groundbreaking;knowledgeable;focused;experimental
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;heroic;strong;fearless;resilient;honorable
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;wise;enthusiastic;influential
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Human Roles,writer,creative;talented;prolific;insightful;imaginative;eloquent;struggling;famous;passionate;thoughtful
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;engaging;boring;classic;worn;hardcover;fascinating
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,bridge,old;sturdy;wooden;steel;long;narrow;iconic;suspended;historic;crumbling
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;tribal;deep;resonant;beaten;polished;traditional;electric
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,earth,vast;ancient;fertile;fragile;blue;living;sacred;rocky;dynamic;nurturing
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;ancient;elegant;haunting;clear
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,key,old;rusty;shiny;small;golden;important;lost;spare;heavy;mysterious
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,knife,sharp;dull;serrated;long;short;rusty;gleaming;dangerous;handy;kitchen
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,lock,sturdy;old;rusty;secure;broken;heavy;tiny;brass;complicated;ancient
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;glowing;distant;silvery;haunting;serene
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;fountain;ballpoint;smooth;leaky;expensive;worn
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;radiant;scorching;setting;rising;dazzling;powerful
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;legendary;rusty;ceremonial;forged
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,cat,fluffy;sleek;curious;lazy;playful;independent;black;white;feral;affectionate
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,dog,loyal;friendly;energetic;big;small;protective;playful;obedient;scruffy;loving
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;fast;wild;charming
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,elephant,massive;gentle;gray;wise;powerful;majestic;slow;endangered;wrinkled;strong
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,hamster,tiny;cute;fluffy;active;nocturnal;small;furry;timid;playful;cuddly
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;wild;loud;small;cheeky
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,mouse,tiny;quiet;sneaky;gray;small;timid;quick;cute;scurrying;delicate
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,peacock,colorful;proud;beautiful;vibrant;majestic;elegant;striking;ornate;loud;exotic
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;timid;cute;white;wild;hopping;small;gentle
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;gray;fast;deadly;silent;massive
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,snake,slithery;venomous;long;silent;dangerous;coiled;green;deadly;sneaky;scaly
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Neutral Animals,whale,massive;gentle;blue;enormous;majestic;deep;migrating;powerful;rare;singing
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Places,city,bustling;crowded;modern;historic;noisy;vibrant;sprawling;busy;urban;lively
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Places,desert,vast;arid;hot;sandy;barren;dry;endless;harsh;remote;silent
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Places,forest,dense;green;ancient;dark;lush;quiet;mysterious;thick;wild;enchanted
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Places,island,tropical;remote;small;beautiful;isolated;rocky;sandy;uninhabited;lush;volcanic
grok-3,english-monolingual,0.0,DE # German,C1,most frequent,Places,lake,calm;clear;deep;blue;serene;still;cold;vast;reflective;tranquil
