Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,RU # Russian,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;intense;destructive;howling;ominous
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;startling;powerful;distant;echoing;menacing;resonant
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Environmental Phenomena,tide,high;low;strong;relentless;incoming;outgoing;powerful;calm;rhythmic;dangerous
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Environmental Phenomena,volcano,active;dormant;massive;fiery;dangerous;ancient;towering;explosive;rugged;smoldering
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,apple,red;crisp;sweet;juicy;fresh;green;tart;ripe;shiny;firm
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;curved;fresh;tropical;mushy;spotted
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,beef,tender;juicy;lean;grilled;savory;rare;tough;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;stale;sliced;hearty;white;toasted
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,broccoli,green;fresh;crisp;tender;healthy;steamed;raw;vibrant;bitter;nutritious
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,cheese,sharp;creamy;melted;aged;soft;hard;tangy;mild;stinky;grated
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;lean;savory;moist;seasoned
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;white;brown;soft;hard;raw;cracked
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,fish,fresh;grilled;flaky;raw;smoked;oily;white;tender;salty;delicate
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,pasta,al dente;creamy;cheesy;fresh;homemade;soft;spicy;saucy;tender;hearty
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;plain;fragrant;long-grain;short-grain
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Food Items,soup,hot;creamy;hearty;savory;clear;thick;homemade;spicy;comforting;brothy
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,artist,talented;creative;visionary;passionate;innovative;eccentric;skilled;inspired;dedicated;prolific
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,athlete,strong;fast;agile;dedicated;competitive;skilled;disciplined;powerful;determined;fit
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;talented;busy;renowned;culinary
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;experienced;busy;trusted;professional;wise
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;practical;resourceful
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;knowledgeable;early-rising;resourceful;tough;rural;diligent
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;articulate;busy;strategic
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,musician,talented;passionate;creative;skilled;expressive;dedicated;versatile;inspired;gifted;charismatic
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,scientist,curious;brilliant;dedicated;analytical;innovative;meticulous;knowledgeable;persistent;experimental;logical
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,soldier,brave;disciplined;loyal;strong;dedicated;fearless;tough;honorable;resilient;determined
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;wise;enthusiastic;approachable
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Human Roles,writer,creative;imaginative;eloquent;prolific;insightful;passionate;dedicated;thoughtful;skilled;introspective
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,book,thick;old;new;engaging;worn;hardcover;fascinating;classic;tattered;insightful
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,bridge,sturdy;long;old;narrow;iconic;wooden;suspended;modern;arched;historic
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;deep;resonant;tribal;beaten;dynamic;energetic;booming
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rich;solid;diverse;nurturing
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;clear;haunting
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,key,small;shiny;old;rusty;golden;important;hidden;spare;intricate;vital
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,knife,sharp;dangerous;small;serrated;rusty;sleek;heavy;pointed;utility;deadly
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,lock,sturdy;old;rusty;secure;heavy;broken;intricate;reliable;ancient;tight
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,moon,bright;full;crescent;pale;mysterious;glowing;distant;silver;haunting;serene
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;smooth;old;fountain;ballpoint;leaky;reliable
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,sun,bright;warm;golden;blazing;radiant;hot;rising;setting;powerful;blinding
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;legendary;rusty;powerful;forged
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,cat,sleek;curious;playful;independent;soft;lazy;agile;mysterious;affectionate;cunning
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;playful;obedient;furry;gentle;alert;loving
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;charming;acrobatic
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,elephant,massive;gentle;wise;strong;gray;majestic;slow;powerful;ancient;protective
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,hamster,tiny;cute;fluffy;active;curious;small;furry;timid;playful;nocturnal
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;energetic;wild;funny;loud
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,mouse,small;timid;quick;sneaky;tiny;gray;quiet;scurrying;cute;delicate
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,peacock,colorful;proud;beautiful;vibrant;majestic;elegant;striking;ornate;showy;regal
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,rabbit,soft;cute;quick;timid;fluffy;small;hopping;gentle;alert;burrowing
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;swift;deadly;silent;massive;feared
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,snake,slithery;venomous;silent;long;dangerous;coiled;sleek;deadly;cunning;scaly
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Neutral Animals,whale,massive;gentle;majestic;deep-diving;powerful;graceful;enormous;mysterious;singing;ancient
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,city,bustling;crowded;modern;vibrant;noisy;sprawling;historic;busy;urban;lively
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,desert,vast;arid;hot;barren;sandy;harsh;empty;dry;endless;scorching
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,forest,dense;green;ancient;mysterious;lush;dark;quiet;vast;wild;enchanting
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,island,remote;tropical;small;secluded;beautiful;rugged;isolated;sandy;volcanic;serene
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,lake,calm;clear;deep;still;blue;serene;cold;vast;reflective;tranquil
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,mountain,towering;rugged;majestic;steep;snowy;ancient;rocky;high;imposing;breathtaking
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,ocean,vast;deep;blue;powerful;endless;wild;mysterious;turbulent;calm;immense
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,plain,flat;vast;open;grassy;barren;wide;empty;rolling;fertile;endless
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,plateau,high;flat;vast;rugged;elevated;barren;wide;ancient;rocky;remote
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,river,winding;long;wide;calm;rushing;deep;clear;mighty;flowing;serene
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,valley,deep;green;narrow;fertile;quiet;hidden;lush;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Places,village,small;quiet;quaint;rural;friendly;old;remote;charming;peaceful;tight-knit
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,cactus,spiky;tough;green;tall;desert;hardy;prickly;resilient;unique;blooming
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;oblong;bitter;tender;versatile;healthy
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;blooming;soft;vibrant;lovely;fresh
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,grass,green;lush;soft;tall;fresh;thick;wet;wild;short;dewy
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;light;healthy;raw;crunchy;vibrant
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,mushroom,earthy;small;brown;edible;wild;soft;delicate;strange;toxic;savory
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,onion,sharp;pungent;white;raw;sweet;strong;layered;fresh;yellow;spicy
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,pepper,spicy;hot;red;green;fresh;bold;fiery;crisp;mild;colorful
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,potato,starchy;brown;firm;fresh;versatile;hearty;baked;mashed;raw;nutritious
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,rose,red;fragrant;beautiful;delicate;thorny;romantic;vibrant;soft;elegant;blooming
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,tomato,red;juicy;ripe;fresh;round;sweet;tangy;firm;plump;versatile
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Plants,tree,tall;ancient;sturdy;green;leafy;old;massive;shady;strong;majestic
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;strong;valuable
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;funny;loyal;older;younger;caring
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,enemy,dangerous;hostile;bitter;cunning;relentless;powerful;hated;deceptive;ruthless;formidable
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,father,loving;strict;supportive;wise;strong;caring;protective;hardworking;kind;dependable
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;obedient;enthusiastic;trusting;devoted;admiring;committed
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trusted;caring;reliable;honest;lifelong
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,leader,strong;inspiring;confident;decisive;charismatic;wise;bold;visionary;respected;authoritative
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;supportive;gentle;strong;wise;protective;selfless
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;reliable;close;committed;understanding;loyal;compatible
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,rival,fierce;competitive;challenging;tough;bitter;determined;strong;persistent;formidable;aggressive
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,sister,loving;annoying;supportive;close;funny;caring;protective;loyal;older;younger
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Social Relationships,stranger,mysterious;unknown;unfamiliar;distant;curious;suspicious;quiet;odd;unexpected;intriguing
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;prominent;soaring
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;distant;remote;trailing;secondary;supportive
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,below,lower;beneath;under;inferior;submerged;hidden;underground;lesser;deeper;bottom
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;cultural;ancient;remote;exotic;sunny;faraway
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,front,forward;leading;anterior;primary;prominent;visible;main;foremost;central;bold
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;intimate
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,left,western;remaining;liberal;odd;stray;abandoned;sideways;awkward;unused;opposite
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,north,cold;polar;upper;distant;remote;chilly;rugged;northern;harsh;wild
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,outside,external;outer;exposed;public;distant;far;open;wild;free;surrounding
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,right,correct;eastern;proper;just;accurate;conservative;immediate;direct;fitting;precise
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;distant;hot;exotic;humid;vibrant
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Spatial Concepts,west,western;distant;setting;frontier;modern;wild;remote;cultural;open;expansive
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,century,past;new;old;modern;ancient;long;historic;specific;turning;memorable
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;special;ordinary;tiring;memorable
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,evening,quiet;cool;late;dark;peaceful;relaxing;romantic;calm;pleasant;twilight
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,hour,long;short;late;early;busy;quiet;critical;fleeting;precious;rushed
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,minute,quick;brief;short;fleeting;last;crucial;exact;passing;precise;hurried
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;quiet;special;current;past
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;busy;peaceful;crisp;new
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,night,dark;late;quiet;long;cold;starry;sleepless;peaceful;eerie;still
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,season,warm;cold;rainy;dry;long;short;festive;harsh;mild;changing
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,second,quick;brief;fleeting;instant;short;crucial;passing;precise;split;momentary
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,week,long;short;busy;quiet;hectic;relaxing;stressful;productive;memorable;ordinary
grok-3,english-monolingual,0.0,RU # Russian,B2,most frequent,Time Concepts,year,long;short;busy;memorable;successful;challenging;past;new;difficult;eventful
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;bitter;sudden;suppressed;explosive
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;steadfast;resolute;gallant;unflinching
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;chilling;deep-seated;irrational;haunting;gripping;primal;lingering;acute
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;liberating;boundless;precious;fundamental;true;personal;enduring
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,happiness,pure;radiant;boundless;infectious;genuine;lasting;simple;profound;unexpected;blissful
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,hate,intense;venomous;deep-rooted;bitter;consuming;relentless;blind;toxic;passionate;unspoken
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;sincere;raw;admirable;rare;complete;transparent;steadfast
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,justice,fair;impartial;righteous;overdue;swift;blind;hard-fought;moral;divine;equal
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;hidden;ancient;specialized;invaluable
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;enduring;fierce;gentle;true
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,peace,serene;lasting;fragile;inner;quiet;harmonious;elusive;global;spiritual;calming
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Abstract Concepts,wisdom,timeless;profound;hard-earned;ancient;practical;insightful;deep;quiet;guiding;invaluable
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;warning;festive
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,candle,flickering;scented;warm;soft;tall;decorative;glowing;melted;romantic;dim
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,carpet,plush;soft;worn;colorful;thick;patterned;luxurious;faded;oriental;cozy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,coin,shiny;old;rare;silver;gold;worn;commemorative;small;valuable;ancient
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;glittering
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,flag,national;tattered;proud;waving;colorful;symbolic;historic;bold;official;vibrant
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,mask,mysterious;eerie;decorative;tribal;painted;hidden;creepy;elaborate;theatrical;protective
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;silver;gold;vintage;intricate;sparkling;heirloom;bold
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,painting,beautiful;abstract;realistic;vibrant;old;famous;detailed;expressive;modern;haunting
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,ring,shiny;diamond;gold;silver;engagement;simple;ornate;antique;precious;engraved
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,statue,marble;bronze;towering;ancient;detailed;majestic;weathered;iconic;commemorative;imposing
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Cultural Artifacts,vase,ceramic;delicate;ornate;tall;antique;floral;cracked;elegant;painted;fragile
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;thick;drifting;gray;towering;soft
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;destructive;terrifying;massive;violent;unexpected;catastrophic;seismic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,fog,thick;eerie;dense;mysterious;cold;enveloping;gray;silent;creeping;heavy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;electric;striking;dangerous;vivid;blinding;fierce
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;torrential;cold;refreshing;drizzling;persistent;warm;light
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;fleeting;bright;magical;arched;vivid;stunning;rare
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;silent;thick;falling;pristine
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;destructive;thunderous;wild;intense
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;distant;startling;powerful;ominous;echoing;resonant
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;tidal;rhythmic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;fiery;massive;dangerous;ancient;towering;destructive;smoldering
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;wild;biting
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;ripe;shiny;firm
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;fresh;tropical;mushy;spotted;healthy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;well-done;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;sliced;whole-grain;stale;toasted;fluffy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,broccoli,green;fresh;crisp;tender;healthy;steamed;raw;vibrant;bitter;nutritious
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,cheese,sharp;creamy;aged;melted;soft;hard;tangy;mild;stinky;grated
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;lean;savory;moist;seasoned
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;raw;white;brown;soft;hard;organic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;salty;tender;white;bony
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,pasta,al dente;soft;fresh;homemade;creamy;cheesy;spicy;saucy;tender;hearty
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;fragrant;long-grain;wild;cooked
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Food Items,soup,hot;creamy;hearty;savory;clear;thick;homemade;spicy;comforting;brothy
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;visionary;skilled;struggling;famous;inspired
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;skilled;disciplined;agile;powerful;determined;fit
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;talented;busy;renowned;culinary
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;knowledgeable;caring;busy;experienced;trusted;professional;wise
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;technical;brilliant;dedicated;practical;resourceful
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;patient;knowledgeable;rural;tough;resourceful;traditional;diligent
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;knowledgeable;aggressive;ethical;experienced;cunning;articulate;professional
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,musician,talented;passionate;creative;skilled;expressive;dedicated;gifted;versatile;inspired;charismatic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,scientist,curious;brilliant;analytical;dedicated;innovative;meticulous;knowledgeable;experimental;logical;visionary
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;fearless;strong;honorable;resilient;determined
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;wise;enthusiastic;approachable
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Human Roles,writer,creative;imaginative;eloquent;prolific;insightful;passionate;thoughtful;witty;introspective;skilled
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;engaging;boring;hardcover;paperback;classic;worn
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,bridge,old;sturdy;wooden;steel;long;narrow;iconic;suspended;arched;historic
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;deep;tribal;resonant;beaten;acoustic;electric;booming
grok-3,english-monolingual,0.0,RU # Russian,C1,most frequent,Inanimate Objects,earth,vast;ancient;fertile;blue;fragile;living;rotating;rich;diverse;sacred
