Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,DE # German,B1,most frequent,Abstract Concepts,anger,strong;hot;deep;quick;wild;heavy;bitter;raw;fierce;sudden
o3-mini,basic,1.0,DE # German,B2,most frequent,Inanimate Objects,sun,big;bright;hot;clear;strong;pure;real;round;high;warm
o3-mini,basic,1.0,DE # German,B2,most frequent,Inanimate Objects,sword,sharp;strong;good;old;bright;clear;brave;real;heavy;bold
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,cat,small;cute;soft;quick;kind;sharp;clean;nice;playful;sly
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,dog,good;loyal;kind;brave;small;strong;quick;neat;cute;friendly
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,dolphin,smart;kind;quick;friendly;good;playful;deep;strong;sleek;agile
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,elephant,big;strong;old;kind;good;heavy;deep;real;slow;smart
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,hamster,small;cute;soft;quick;good;kind;neat;little;playful;furry
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,monkey,funny;small;quick;smart;good;playful;kind;wild;brave;curious
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,mouse,small;cute;quick;shy;soft;neat;good;real;kind;silent
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,peacock,beautiful;bright;colorful;small;good;strong;true;neat;free;grand
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,rabbit,small;cute;soft;quick;kind;good;neat;real;brave;gentle
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,shark,big;strong;fierce;fast;deep;wild;real;sharp;dangerous;old
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,snake,long;slim;sly;strong;deep;raw;good;clear;quick;quiet
o3-mini,basic,1.0,DE # German,B2,most frequent,Neutral Animals,whale,big;deep;strong;old;slow;clear;real;calm;gentle;huge
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,city,big;busy;old;modern;strong;clear;deep;wide;neat;new
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,desert,hot;dry;big;clear;deep;old;strong;vast;pure;empty
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,forest,big;green;deep;old;quiet;wild;clear;fresh;dark;calm
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,island,small;big;green;clear;deep;old;quiet;pure;bright;round
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,lake,big;clear;deep;calm;pure;still;cold;fresh;bright;blue
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,mountain,big;high;steep;old;deep;strong;clear;grand;rough;tall
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,ocean,big;deep;strong;clear;blue;vast;wild;pure;powerful;calm
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,plain,big;flat;clear;deep;old;wide;open;green;pure;simple
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,plateau,high;flat;clear;old;wide;deep;strong;open;pure;vast
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,river,long;deep;clear;strong;wild;big;fast;pure;fresh;calm
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,valley,deep;green;wide;clear;old;quiet;calm;pure;low;steep
o3-mini,basic,1.0,DE # German,B2,most frequent,Places,village,small;quiet;old;nice;good;clear;deep;simple;neat;real
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,cactus,green;sharp;small;good;dry;real;prickly;old;strong;clear
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,eggplant,purple;deep;strong;good;fresh;clear;soft;raw;neat;small
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,flower,beautiful;small;bright;fresh;pure;real;simple;sweet;soft;natural
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,grass,green;soft;fresh;good;neat;pure;tall;small;deep;wild
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,lettuce,green;fresh;soft;good;neat;small;clear;raw;bright;pure
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,mushroom,small;brown;fresh;good;soft;real;neat;pure;tasty;old
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,onion,small;strong;raw;good;fresh;clear;deep;neat;brown;sharp
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,pepper,red;hot;small;good;raw;fresh;clear;bright;spicy;firm
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,potato,brown;small;good;raw;fresh;soft;neat;clear;deep;simple
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,rose,red;beautiful;small;sweet;soft;bright;pure;real;fresh;nice
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,tomato,red;fresh;good;soft;small;ripe;clear;sweet;pure;bright
o3-mini,basic,1.0,DE # German,B2,most frequent,Plants,tree,big;tall;green;old;strong;deep;clear;pure;wide;brown
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,ally,true;good;kind;strong;brave;clear;deep;loyal;real;firm
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,brother,good;kind;strong;real;true;close;dear;young;old;brave
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,enemy,bad;strong;deep;fierce;clear;hard;real;cruel;mean;sharp
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,father,old;strong;good;kind;deep;true;real;brave;wise;clear
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,follower,good;true;kind;close;strong;clear;deep;loyal;real;neat
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,friend,good;true;kind;close;real;brave;strong;warm;neat;clear
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,leader,strong;brave;good;kind;true;real;clear;smart;firm;bold
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,mother,old;good;kind;strong;true;deep;real;warm;gentle;clear
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,partner,good;close;kind;strong;true;real;clear;deep;neat;brave
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,rival,strong;fierce;good;real;clear;brave;sharp;deep;angry;tough
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,sister,good;kind;close;real;sweet;brave;young;old;true;neat
o3-mini,basic,1.0,DE # German,B2,most frequent,Social Relationships,stranger,new;unknown;strange;distant;clear;real;odd;simple;kind;quiet
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,above,high;far;clear;bright;pure;strong;true;deep;old;simple
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,back,strong;deep;clear;old;good;high;true;smooth;wide;firm
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,below,low;deep;clear;good;quiet;soft;dark;pure;true;narrow
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,east,clear;bright;strong;pure;true;old;good;deep;warm;simple
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,front,clear;strong;deep;bold;good;bright;true;neat;high;real
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,inside,deep;clear;good;warm;pure;quiet;strong;small;neat;close
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,left,small;good;clear;true;strong;neat;deep;close;old;bright
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,north,cold;clear;strong;pure;deep;true;good;high;bright;old
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,outside,big;open;clear;strong;deep;good;pure;real;bright;fresh
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,right,good;true;clear;strong;neat;deep;proper;real;bright;sharp
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,south,warm;bright;clear;strong;deep;pure;good;high;fresh;true
o3-mini,basic,1.0,DE # German,B2,most frequent,Spatial Concepts,west,old;clear;strong;deep;bright;pure;good;wide;free;true
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,century,long;old;clear;good;deep;real;great;strong;famous;bright
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,day,long;bright;clear;good;warm;new;short;nice;happy;fresh
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,evening,cool;calm;clear;good;deep;soft;nice;warm;dark;quiet
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,hour,short;long;clear;good;deep;pure;real;fast;neat;small
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,minute,tiny;small;quick;clear;good;neat;deep;pure;brief;fast
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,month,long;short;clear;good;deep;real;new;old;bright;warm
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,morning,bright;clear;fresh;good;calm;warm;early;deep;pure;nice
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,night,dark;deep;calm;clear;quiet;cool;good;long;soft;still
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,season,long;short;clear;good;warm;cool;deep;pure;fresh;real
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,second,short;small;clear;good;quick;neat;deep;pure;real;fast
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,week,long;short;clear;good;deep;real;busy;neat;warm;fresh
o3-mini,basic,1.0,DE # German,B2,most frequent,Time Concepts,year,long;short;clear;good;deep;real;old;new;bright;warm
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,anger,intense;fiery;seething;burning;boiling;uncontrolled;fierce;passionate;raw;explosive
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,courage,brave;bold;resolute;valiant;strong;determined;steadfast;noble;daring;unyielding
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,fear,paralyzing;terrifying;acute;overwhelming;deep-seated;chilling;persistent;sudden;anxious;haunting
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,freedom,unlimited;open;boundless;independent;unrestricted;vast;priceless;pristine;true;ultimate
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,happiness,joyful;blissful;cheerful;bright;warm;serene;positive;pure;sunny;delightful
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,hate,deep;bitter;intense;cold;fierce;raw;strong;hostile;burning;poisonous
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,honesty,true;sincere;frank;candid;pure;blunt;straightforward;genuine;ethical;noble
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,justice,fair;equal;impartial;unbiased;righteous;honest;strict;balanced;firm;objective
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,knowledge,vast;deep;broad;extensive;valuable;solid;clear;accumulated;profound;practical
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,love,true;deep;passionate;tender;sweet;warm;pure;gentle;undying;sincere
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,peace,calm;quiet;serene;gentle;lasting;perfect;deep;pure;harmonious;tranquil
o3-mini,basic,1.0,DE # German,C1,most frequent,Abstract Concepts,wisdom,profound;deep;timeless;ancient;practical;sound;clear;thoughtful;measured;enlightened
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,bell,loud;clear;heavy;resonant;old;brass;shiny;smooth;mellow;clanging
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,candle,small;bright;soft;flickering;warm;delicate;melted;glowing;thin;scented
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;woven;patterned;plush;clean;neat;durable;elegant
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,coin,small;round;shiny;old;metallic;valuable;rare;embossed;worn;collectible
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,crown,royal;golden;shining;ornate;heavy;precious;jeweled;grand;elegant;exalted
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,flag,bright;colorful;waving;bold;striped;national;proud;fluttering;crisp;symbolic
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,mask,mysterious;hidden;plain;painted;eerie;old;intricate;sealed;crafted;anonymous
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,necklace,elegant;sparkling;delicate;colorful;long;fine;ornate;cherished;unique;crafted
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,painting,vivid;beautiful;detailed;colorful;classic;bright;expressive;realistic;timeless;delicate
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,ring,shiny;golden;circular;small;precious;elegant;compact;engraved;smooth;timeless
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,statue,old;grand;stone;detailed;impressive;carved;majestic;ancient;solemn;realistic
o3-mini,basic,1.0,DE # German,C1,most frequent,Cultural Artifacts,vase,fragile;shiny;decorative;elegant;ancient;colored;smooth;ornate;delicate;classic
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;soft;light;high;drifting;grey;vast;gentle;floating
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;devastating;powerful;deep;violent;massive;unpredictable;trembling;seismic
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,fog,dense;thick;heavy;gloomy;soft;eerie;low;murky;white;drifting
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;fierce;electric;quick;sharp;vivid;dazzling;powerful;striking
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,rain,wet;heavy;soft;steady;cold;gentle;refreshing;drizzly;pounding;constant
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;vivid;arc-shaped;rare;beautiful;shining;magical;stunning;luminous
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,snow,white;cold;soft;fresh;light;heavy;powdery;silent;pure;gentle
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,storm,wild;heavy;violent;dark;raging;fierce;turbulent;sudden;powerful;chaotic
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,thunder,loud;deep;rolling;booming;sudden;powerful;fierce;echoing;rumbling;mighty
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,tide,strong;rising;falling;powerful;high;low;steady;changing;constant;rhythmic
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,volcano,active;fiery;dangerous;massive;erupting;hot;rumbling;tall;ancient;explosive
o3-mini,basic,1.0,DE # German,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;fierce;howling;brisk;steady;wild;soft;chilling
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,apple,red;green;ripe;sweet;fresh;crisp;juicy;small;round;tart
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,banana,yellow;ripe;fresh;soft;sweet;curved;long;delicate;tender;nutritious
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,beef,lean;red;fresh;raw;tender;juicy;cooked;flavorful;hearty;prime
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,bread,fresh;soft;warm;crusty;golden;baked;hearty;delicious;wholesome;aromatic
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,broccoli,green;fresh;crisp;healthy;raw;steamed;tender;boiled;crunchy;nutritious
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,cheese,creamy;aged;soft;fresh;sharp;mild;tangy;delicious;smooth;rich
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,chicken,tender;juicy;fresh;cooked;roasted;grilled;spicy;flavorful;crispy;lean
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,egg,small;fresh;raw;hard-boiled;scrambled;soft;white;brown;organic;intact
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,fish,fresh;slippery;shiny;cold;wild;small;large;tasty;raw;agile
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,pasta,cooked;warm;soft;tender;fresh;delicious;long;spiral;firm;tasty
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,rice,cooked;white;brown;fluffy;sticky;hot;soft;plain;tiny;light
o3-mini,basic,1.0,DE # German,C1,most frequent,Food Items,soup,hot;warm;thick;flavorful;rich;clear;hearty;fresh;steaming;tasty
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,artist,creative;talented;skilled;passionate;imaginative;innovative;driven;expressive;thoughtful;original
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,athlete,strong;fast;agile;fit;determined;tough;competitive;skilled;energetic;resilient
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,chef,skilled;creative;talented;experienced;busy;passionate;precise;innovative;dedicated;clever
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,doctor,caring;skilled;knowledgeable;experienced;patient;dedicated;compassionate;professional;attentive;reliable
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,engineer,practical;skilled;innovative;technical;precise;smart;creative;diligent;knowledgeable;systematic
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,farmer,hardworking;dedicated;experienced;reliable;practical;strong;humble;patient;skilled;outdoorsy
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,lawyer,sharp;smart;knowledgeable;persuasive;careful;experienced;logical;dedicated;articulate;diligent
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,musician,creative;talented;passionate;rhythmic;expressive;skilled;innovative;energetic;soulful;inspired
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,scientist,curious;logical;precise;innovative;careful;intelligent;diligent;observant;thoughtful;dedicated
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,soldier,brave;strong;disciplined;courageous;loyal;resilient;determined;alert;steadfast;bold
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,teacher,caring;patient;knowledgeable;dedicated;creative;friendly;clear;supportive;inspiring;thoughtful
o3-mini,basic,1.0,DE # German,C1,most frequent,Human Roles,writer,creative;talented;thoughtful;imaginative;expressive;skilled;original;clear;reflective;dedicated
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,book,old;interesting;thick;small;new;heavy;rare;classic;detailed;engaging
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,bridge,long;sturdy;high;old;strong;wooden;steel;arching;modern;famous
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;deep;heavy;booming;vibrant;energetic;resonant;crisp;dynamic
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,earth,young;blue;vast;fertile;humble;round;solid;rich;natural;ever-changing
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,flute,soft;clear;melodic;wooden;silver;delicate;bright;tuned;smooth;refined
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,key,small;metallic;old;bright;heavy;simple;intricate;unique;plain;durable
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,knife,sharp;clean;strong;sturdy;balanced;metallic;small;durable;efficient;modern
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,lock,secure;strong;old;reliable;intricate;heavy;simple;metallic;tough;sturdy
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,moon,bright;full;crescent;pale;silent;distant;round;glowing;ancient;mysterious
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,pen,small;blue;sleek;smooth;elegant;reliable;sharp;light;simple;portable
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,sun,bright;hot;golden;blazing;huge;radiant;shining;powerful;warm;fierce
o3-mini,basic,1.0,DE # German,C1,most frequent,Inanimate Objects,sword,sharp;gleaming;strong;ancient;curved;elegant;heavy;polished;deadly;metallic
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,cat,small;agile;furry;playful;curious;soft;cute;quick;sleek;quiet
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,dog,loyal;friendly;active;playful;strong;smart;gentle;faithful;lively;brave
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,dolphin,intelligent;graceful;playful;sleek;fast;social;calm;agile;curious;vibrant
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,elephant,huge;gentle;strong;wise;massive;calm;ancient;grand;kind;loyal
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,hamster,small;cute;furry;lively;gentle;quick;tiny;active;playful;curious
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,monkey,playful;agile;smart;lively;curious;mischievous;active;quick;funny;clever
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,mouse,small;timid;quick;furry;silent;delicate;tiny;cautious;nimble;quiet
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,peacock,colorful;vibrant;proud;elegant;striking;graceful;radiant;flashy;beautiful;vivid
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,rabbit,small;soft;quick;furry;gentle;cute;timid;lively;agile;playful
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,shark,fierce;powerful;dangerous;sleek;fast;cold;sharp;ruthless;silent;formidable
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,snake,slithering;silent;dangerous;venomous;sleek;long;cunning;agile;quick;subtle
o3-mini,basic,1.0,DE # German,C1,most frequent,Neutral Animals,whale,huge;gentle;massive;deep;ancient;calm;powerful;enormous;slow;wise
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,city,busy;large;crowded;modern;vibrant;historic;urban;noisy;bright;diverse
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,desert,hot;dry;endless;sandy;barren;vast;empty;harsh;silent;scorching
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,forest,dense;green;wild;deep;vast;quiet;ancient;lush;mysterious;vibrant
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,island,small;remote;tropical;quiet;sunny;lush;isolated;beautiful;peaceful;green
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,lake,calm;clear;blue;deep;peaceful;still;vast;reflective;serene;pure
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,mountain,tall;high;rugged;steep;massive;ancient;snowy;rocky;majestic;grand
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;salty;roaring;mysterious;calm
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,plain,flat;wide;open;long;grassy;quiet;barren;simple;endless;vast
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,plateau,high;flat;elevated;wide;rocky;barren;remote;rugged;silent;vast
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,river,winding;flowing;deep;swift;clear;long;cold;wide;calm;powerful
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,valley,green;low;wide;deep;fertile;quiet;scenic;peaceful;hidden;open
o3-mini,basic,1.0,DE # German,C1,most frequent,Places,village,small;quiet;old;rural;charming;peaceful;friendly;remote;cozy;historic
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,cactus,spiky;green;dry;thorny;hardy;prickly;small;resilient;arid;rough
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,eggplant,purple;smooth;fresh;ripe;shiny;long;tender;soft;glossy;edible
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,flower,colorful;delicate;fresh;fragrant;bright;small;lovely;soft;pretty;vibrant
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,grass,green;soft;fresh;short;long;wild;thick;lush;neat;natural
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,lettuce,fresh;crisp;green;leafy;soft;tender;ripe;vibrant;light;healthy
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,mushroom,small;brown;fresh;wild;soft;edible;spongy;delicate;earthy;moist
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,onion,strong;pungent;fresh;red;white;raw;layered;crisp;large;juicy
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,pepper,spicy;hot;fresh;red;green;small;vibrant;crisp;bold;tangy
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,potato,starchy;brown;fresh;large;small;raw;boiled;mashed;crispy;firm
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,rose,fragrant;red;beautiful;soft;delicate;fresh;blooming;lovely;classic;vibrant
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,tomato,red;ripe;fresh;juicy;round;sweet;soft;vibrant;plump;tangy
o3-mini,basic,1.0,DE # German,C1,most frequent,Plants,tree,tall;green;old;strong;broad;leafy;sturdy;ancient;massive;towering
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,ally,loyal;trusted;brave;reliable;supportive;faithful;solid;true;steadfast;kind
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,brother,loving;supportive;strong;kind;caring;brave;close;dependable;humorous;honest
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,enemy,hostile;bitter;dangerous;cruel;fierce;aggressive;ruthless;vicious;relentless;formidable
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,father,loving;strong;caring;wise;supportive;kind;reliable;protective;gentle;honorable
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,follower,loyal;dedicated;supportive;eager;faithful;quiet;attentive;obedient;steadfast;friendly
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,friend,kind;loyal;caring;supportive;honest;playful;warm;understanding;true;gentle
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,leader,strong;wise;brave;decisive;kind;inspiring;bold;reliable;skilled;confident
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,mother,loving;caring;kind;strong;gentle;supportive;warm;reliable;wise;nurturing
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,partner,loyal;supportive;honest;kind;caring;strong;dedicated;loving;reliable;trusted
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,rival,strong;fierce;challenging;competitive;determined;bold;stubborn;agile;daring;relentless
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,sister,loving;caring;close;kind;supportive;gentle;friendly;funny;warm;reliable
o3-mini,basic,1.0,DE # German,C1,most frequent,Social Relationships,stranger,unknown;distant;unfamiliar;vague;silent;curious;quiet;cautious;mysterious;odd
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,above,high;upper;superior;elevated;distant;lofty;remote;clear;bright;overhead
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,back,tough;strong;firm;steady;broad;straight;muscular;solid;resilient;sturdy
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,below,low;hidden;deep;unseen;dim;cold;gloomy;inferior;subtle;under
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,east,eastern;rising;bright;warm;distant;quiet;vast;old;gentle;glowing
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,front,leading;clear;direct;open;bold;bright;strong;visible;neat;straight
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,inside,inner;hidden;secret;cozy;warm;quiet;safe;small;silent;enclosed
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,left,unused;remaining;forgotten;extra;slight;stray;lone;residual;abandoned;spare
o3-mini,basic,1.0,DE # German,C1,most frequent,Spatial Concepts,north,northern;cold;crisp;icy;remote;clear;vast;dark;quiet;bleak
