Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B1,most frequent,Abstract Concepts,anger,big;hot;bad;strong;much;real;new;long;quick;black
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Human Roles,farmer,good;bad;new;old;young;small;big;local;poor;rich
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Human Roles,lawyer,good;bad;new;old;young;famous;important;great;expensive;cheap
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Human Roles,musician,good;bad;new;old;young;famous;great;talented;professional;local
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Human Roles,scientist,good;bad;new;old;young;famous;important;great;real;big
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Human Roles,soldier,good;bad;new;old;young;strong;brave;important;professional;trained
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Human Roles,teacher,good;bad;new;old;young;famous;important;great;local;strict
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Human Roles,writer,good;bad;new;old;young;famous;great;important;popular;real
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,book,big;small;new;old;good;bad;interesting;important;long;short
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,bridge,big;small;new;old;long;short;high;low;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,drums,big;small;new;old;loud;soft;good;bad;expensive;cheap
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,earth,big;small;new;old;round;flat;good;bad;important;third
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,flute,long;short;new;old;silver;gold;good;bad;expensive;cheap
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,key,big;small;new;old;gold;silver;important;master;spare;main
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,knife,big;small;new;old;sharp;dull;good;bad;kitchen;pocket
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,lock,big;small;new;old;strong;weak;good;bad;important;safe
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,moon,big;small;new;full;bright;dark;good;bad;important;far
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,pen,big;small;new;old;black;blue;red;good;bad;expensive
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,sun,big;small;new;old;bright;hot;good;bad;important;far
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Inanimate Objects,sword,big;small;new;old;sharp;dull;good;bad;long;short
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,cat,big;small;new;old;black;white;good;bad;young
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,dog,big;small;new;old;black;white;good;bad;young
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,dolphin,big;small;new;old;good;bad;young;grey;fast;intelligent
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,elephant,big;small;new;old;grey;good;bad;young;strong
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,hamster,big;small;new;old;brown;good;bad;young;cute
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,monkey,big;small;new;old;brown;good;bad;young;funny
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,mouse,big;small;new;old;grey;good;bad;young;cute
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,peacock,big;small;new;old;colorful;good;bad;young;beautiful
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,rabbit,big;small;new;old;white;brown;good;bad;young
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,shark,big;small;new;old;grey;good;bad;young;dangerous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,snake,big;small;new;old;green;good;bad;young;dangerous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Neutral Animals,whale,big;small;new;old;grey;good;bad;young;blue
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,city,big;small;new;old;good;bad;important;famous;beautiful;ugly
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,desert,big;small;new;old;hot;dry;good;bad;sandy;empty
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,forest,big;small;new;old;green;good;bad;thick;thin;dark
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,island,big;small;new;old;green;good;bad;beautiful;tropical;remote
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,lake,big;small;new;old;deep;shallow;good;bad;clean;dirty
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,mountain,big;small;new;old;high;low;good;bad;steep;rocky
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,ocean,big;small;new;old;deep;shallow;good;bad;blue;salty
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,plain,big;small;new;old;green;good;bad;flat;empty;dry
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,plateau,big;small;new;old;high;flat;good;bad;dry;rocky
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,river,big;small;new;old;long;short;deep;shallow;clean;dirty
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,valley,big;small;new;old;green;good;bad;deep;wide;narrow
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Places,village,big;small;new;old;good;bad;quiet;peaceful;poor;rich
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,cactus,big;small;new;old;green;good;bad;sharp;tall;short
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,eggplant,big;small;new;old;purple;good;bad;long;short;fresh
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,flower,big;small;new;old;colorful;good;bad;beautiful;fresh;dry
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,grass,big;small;new;old;green;good;bad;long;short;fresh
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,lettuce,big;small;new;old;green;good;bad;fresh;crisp;soft
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,mushroom,big;small;new;old;brown;good;bad;fresh;poisonous;edible
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,onion,big;small;new;old;white;red;good;bad;strong;sweet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,pepper,big;small;new;old;red;green;good;bad;hot;sweet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,potato,big;small;new;old;brown;good;bad;fresh;cooked;fried
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,rose,big;small;new;old;red;good;bad;beautiful;thorny;fragrant
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,tomato,big;small;new;old;red;good;bad;fresh;ripe;unripe
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Plants,tree,big;small;new;old;green;good;bad;tall;short;strong
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,ally,good;bad;new;old;big;small;strong;weak;important;true
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,brother,big;small;new;old;good;bad;young;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,enemy,big;small;new;old;good;bad;strong;weak;important;dangerous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,father,big;small;new;old;good;bad;young;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,follower,big;small;new;old;good;bad;young;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,friend,big;small;new;old;good;bad;young;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,leader,big;small;new;old;good;bad;young;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,mother,big;small;new;old;good;bad;young;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,partner,big;small;new;old;good;bad;young;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,rival,big;small;new;old;good;bad;strong;weak;important;dangerous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,sister,big;small;new;old;good;bad;young;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Social Relationships,stranger,big;small;new;old;good;bad;young;important;dangerous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,above,high;low;new;old;big;small;good;bad;important;far
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,back,big;small;new;old;good;bad;long;short;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,below,high;low;new;old;big;small;good;bad;important;far
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,east,new;old;big;small;good;bad;far;close;important;north
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,front,big;small;new;old;good;bad;long;short;strong;weak
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,inside,big;small;new;old;good;bad;dark;light;safe;dangerous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,left,new;old;big;small;good;bad;right;wrong;far;close
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,north,new;old;big;small;good;bad;far;close;important;cold
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,outside,big;small;new;old;good;bad;dark;light;safe;dangerous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,right,new;old;big;small;good;bad;right;wrong;far;close
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,south,new;old;big;small;good;bad;far;close;important;hot
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Spatial Concepts,west,new;old;big;small;good;bad;far;close;important;east
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,century,new;old;big;small;good;bad;long;short;important;past
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,day,big;small;new;old;good;bad;long;short;sunny;cloudy
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,evening,new;old;good;bad;long;short;dark;light;beautiful;quiet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,hour,new;old;big;small;good;bad;long;short;important;past
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,minute,new;old;big;small;good;bad;long;short;important;past
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,month,new;old;big;small;good;bad;long;short;important;past
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,morning,new;old;good;bad;long;short;dark;light;beautiful;quiet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,night,new;old;good;bad;long;short;dark;light;beautiful;quiet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,season,new;old;big;small;good;bad;long;short;hot;cold
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,second,new;old;big;small;good;bad;long;short;important;past
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,week,new;old;big;small;good;bad;long;short;important;past
gemini-2.0-flash,think-in-native,1.0,TH # Thai,B2,most frequent,Time Concepts,year,new;old;big;small;good;bad;long;short;important;past
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,anger,great;big;strong;real;deep;bad;sudden;burning;uncontrollable;quiet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,courage,true;great;real;inner;quiet;moral;displayed;fierce;unexpected;growing
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,fear,great;real;big;deep;sudden;quiet;irrational;growing;underlying;common
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,freedom,real;great;basic;civil;political;economic;personal;national;hard-won;limited
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,happiness,great;real;simple;true;pure;complete;inner;shared;unexpected;lasting
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,hate,great;deep;real;strong;bitter;irrational;blind;consuming;intense;abiding
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,honesty,complete;brutal;genuine;refreshing;questioned;unwavering;simple;tested;proven;rare
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,justice,true;real;social;economic;equal;fair;rough;blind;divine;restorative
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,knowledge,great;deep;broad;working;practical;professional;specialized;limited;acquired;shared
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,love,great;true;real;deep;unconditional;passionate;simple;puppy;romantic;brotherly
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,peace,real;lasting;fragile;uneasy;inner;world;relative;temporary;negotiated;hard-won
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Abstract Concepts,wisdom,great;practical;inner;ancient;acquired;collective;simple;proven;traditional;accumulated
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,bell,small;big;church;school;hand;silver;brass;loud;clear;ringing
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,candle,small;big;white;red;scented;burning;wax;tall;short;colorful
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,carpet,big;small;red;blue;Persian;oriental;wool;thick;thin;expensive
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,coin,gold;silver;old;rare;valuable;new;lucky;small;big;commemorative
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,crown,gold;silver;jeweled;royal;heavy;small;big;ancient;ceremonial;simple
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,flag,national;big;small;red;white;blue;waving;torn;colorful;historical
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,mask,white;black;small;big;scary;plastic;paper;simple;elaborate;theatrical
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;diamond;long;short;simple;expensive;beautiful;beaded
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,painting,old;new;famous;beautiful;original;oil;water;large;small;colorful
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,ring,gold;silver;diamond;wedding;engagement;small;big;simple;precious;antique
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,statue,big;small;stone;bronze;marble;famous;historical;ancient;modern;tall
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Cultural Artifacts,vase,glass;ceramic;flower;tall;short;small;big;beautiful;expensive;antique
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,cloud,white;dark;grey;big;small;rain;storm;heavy;fluffy;low
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,earthquake,big;strong;major;powerful;devastating;unexpected;recent;slight;minor;common
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,fog,thick;heavy;dense;light;morning;early;late;sea;pea-soup;rolling
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;sheet;powerful;dangerous;close;distant;summer;unexpected
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,rain,heavy;light;hard;soft;constant;sudden;torrential;acid;warm;cold
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;double;faint;full;partial;perfect;vibrant;elusive
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,snow,heavy;light;fresh;deep;soft;falling;wet;dry;beautiful;powdery
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,storm,big;strong;heavy;severe;dangerous;approaching;sudden;tropical;winter;summer
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,thunder,loud;deep;rumbling;distant;close;booming;heavy;rolling;sudden;ominous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,tide,high;low;spring;neap;strong;incoming;outgoing;daily;regular;predictable
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;big;small;dangerous;erupting;volcanic;nearby;distant
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Environmental Phenomena,wind,strong;light;cold;warm;gentle;gusty;prevailing;northerly;southerly;easterly
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,apple,red;green;sweet;sour;crisp;juicy;ripe;small;big;organic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,banana,yellow;ripe;green;sweet;small;big;organic;fresh;bruised;long
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,beef,raw;cooked;grilled;tender;tough;lean;ground;fresh;aged;prime
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,bread,white;brown;whole;fresh;stale;sliced;toasted;soft;hard;crusty
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,broccoli,fresh;green;cooked;steamed;raw;frozen;organic;healthy;small;large
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,cheese,hard;soft;strong;mild;blue;white;yellow;fresh;old;grated
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,chicken,fried;grilled;roasted;raw;cooked;fresh;frozen;small;big;boneless
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,egg,white;brown;fresh;hard-boiled;soft-boiled;fried;scrambled;raw;small;big
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,fish,fresh;fried;grilled;raw;cooked;small;big;saltwater;freshwater;bony
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,pasta,cooked;dry;long;short;fresh;Italian;white;whole-wheat;small;big
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,rice,white;brown;cooked;dry;long-grain;short-grain;steamed;fried;sticky;basmati
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Food Items,soup,hot;cold;thick;thin;chicken;vegetable;tomato;cream;hearty;homemade
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,artist,famous;talented;young;old;local;modern;abstract;starving;visual;skilled
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,athlete,young;talented;professional;amateur;olympic;strong;fast;injured;dedicated;successful
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,chef,famous;talented;head;sous;young;old;experienced;local;skilled;creative
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,doctor,young;old;experienced;family;general;specialist;good;caring;dedicated;qualified
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,engineer,civil;mechanical;electrical;chemical;young;old;experienced;qualified;structural;software
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,farmer,young;old;local;small;big;organic;traditional;hard-working;family;independent
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,lawyer,young;old;experienced;corporate;criminal;good;bad;expensive;cheap;qualified
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,musician,young;old;talented;famous;local;professional;amateur;classical;jazz;rock
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,scientist,young;old;famous;leading;experienced;research;brilliant;dedicated;respected;theoretical
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,soldier,young;brave;strong;experienced;professional;injured;fallen;loyal;dedicated;disciplined
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,teacher,young;old;experienced;good;bad;dedicated;passionate;strict;caring;qualified
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Human Roles,writer,young;old;famous;talented;successful;local;aspiring;published;freelance;creative
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,book,old;new;good;bad;long;short;interesting;boring;thick;thin
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,bridge,long;short;old;new;wooden;stone;steel;suspension;covered;famous
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,drums,loud;big;small;bass;snare;acoustic;electronic;African;steel;marching
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,earth,round;flat;blue;green;brown;dry;wet;fertile;barren;spinning
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,flute,silver;wooden;small;big;high;low;sweet;clear;simple;ornate
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,key,small;big;important;golden;silver;metal;lost;spare;master;new
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,knife,sharp;small;big;kitchen;pocket;hunting;butter;steak;serrated;dull
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,lock,strong;secure;small;big;metal;combination;key;new;old;rusty
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,moon,full;new;bright;dark;crescent;gibbous;waxing;waning;blue;silver
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,pen,black;blue;red;ballpoint;fountain;expensive;cheap;new;old;simple
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,sun,bright;hot;warm;shining;strong;setting;rising;midday;summer;winter
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Inanimate Objects,sword,long;short;sharp;heavy;light;steel;old;new;ceremonial;antique
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,cat,small;big;black;white;grey;fluffy;cute;friendly;stray;domestic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,dog,small;big;black;white;brown;friendly;loyal;stray;domestic;trained
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,dolphin,small;big;grey;friendly;intelligent;playful;wild;trained;bottlenose;common
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,elephant,big;grey;African;Asian;wild;trained;old;young;huge;gentle
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,hamster,small;cute;brown;white;golden;furry;caged;playful;pet;domestic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,monkey,small;big;brown;playful;intelligent;wild;trained;cute;furry;chimpanzee
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,mouse,small;grey;white;wild;domestic;cute;furry;pet;house;field
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,peacock,beautiful;colorful;big;proud;male;female;iridescent;exotic;Indian;loud
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,rabbit,small;white;brown;wild;domestic;cute;furry;pet;long-eared;cottontail
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,shark,big;dangerous;great;white;hammerhead;tiger;small;predatory;marine;scary
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,snake,long;thin;green;brown;black;poisonous;dangerous;small;big;garden
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Neutral Animals,whale,big;blue;humpback;grey;orca;marine;mammal;endangered;migrating;singing
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,city,big;small;modern;old;historic;industrial;coastal;capital;busy;quiet
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,desert,hot;dry;sandy;large;barren;arid;empty;silent;vast;rocky
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,forest,green;dense;dark;big;old;ancient;tropical;temperate;mixed;pine
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,island,small;big;tropical;deserted;volcanic;beautiful;remote;inhabited;uninhabited;green
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,lake,big;small;deep;clear;blue;fresh;salt;frozen;calm;scenic
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,mountain,high;big;tall;snow-capped;rocky;green;volcanic;steep;dangerous;remote
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,ocean,big;deep;blue;vast;cold;warm;salty;rough;calm;stormy
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,plain,flat;open;wide;vast;grassy;empty;treeless;fertile;arid;windy
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,plateau,high;flat;large;wide;arid;rocky;barren;elevated;remote;windswept
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,river,long;wide;deep;fast;slow;winding;clear;muddy;navigable;major
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,valley,green;narrow;wide;deep;fertile;scenic;peaceful;remote;agricultural;hidden
gemini-2.0-flash,think-in-native,1.0,TH # Thai,C1,most frequent,Places,village,small;quiet;rural;traditional;old;peaceful;remote;friendly;picturesque;charming
