Language,Response,Count,Percentage
SQ # Albanian,stranger,1,2.08
SQ # Albanian,front,1,2.08
SQ # Albanian,inside,1,2.08
SQ # Albanian,outside,1,2.08
SQ # Albanian,above,1,2.08
SQ # Albanian,morning,1,2.08
SQ # Albanian,evening,1,2.08
SQ # Albanian,second,1,2.08
SQ # Albanian,monkey,1,2.08
SQ # Albanian,cat,1,2.08
SQ # Albanian,justice,1,2.08
SQ # Albanian,lock,1,2.08
SQ # Albanian,wisdom,1,2.08
SQ # Albanian,freedom,1,2.08
SQ # Albanian,candle,1,2.08
SQ # Albanian,flag,1,2.08
SQ # Albanian,painting,1,2.08
SQ # Albanian,crown,1,2.08
SQ # Albanian,earthquake,1,2.08
SQ # Albanian,rainbow,1,2.08
SQ # Albanian,volcano,1,2.08
SQ # Albanian,fog,1,2.08
SQ # Albanian,banana,1,2.08
SQ # Albanian,beef,1,2.08
SQ # Albanian,artist,1,2.08
SQ # Albanian,soldier,1,2.08
SQ # Albanian,teacher,1,2.08
SQ # Albanian,farmer,1,2.08
SQ # Albanian,book,1,2.08
SQ # Albanian,bridge,1,2.08
SQ # Albanian,moon,1,2.08
SQ # Albanian,century,1,2.08
SW # Swahili,courage,1,2.08
SW # Swahili,justice,1,2.08
SW # Swahili,monkey,1,2.08
SW # Swahili,dog,1,2.08
SW # Swahili,lake,1,2.08
SW # Swahili,ocean,1,2.08
SW # Swahili,river,1,2.08
SW # Swahili,island,1,2.08
SW # Swahili,cactus,1,2.08
SW # Swahili,rose,1,2.08
SW # Swahili,grass,1,2.08
SW # Swahili,potato,1,2.08
SW # Swahili,brother,1,2.08
SW # Swahili,rival,1,2.08
SW # Swahili,father,1,2.08
SW # Swahili,stranger,1,2.08
SW # Swahili,east,1,2.08
SW # Swahili,inside,1,2.08
SW # Swahili,outside,1,2.08
SW # Swahili,above,1,2.08
SW # Swahili,morning,1,2.08
SW # Swahili,evening,1,2.08
SW # Swahili,second,1,2.08
SW # Swahili,elephant,1,2.08
SW # Swahili,cat,1,2.08
SW # Swahili,lock,1,2.08
SW # Swahili,fog,1,2.08
SW # Swahili,wisdom,1,2.08
SW # Swahili,freedom,1,2.08
SW # Swahili,candle,1,2.08
SW # Swahili,flag,1,2.08
SW # Swahili,painting,1,2.08
SW # Swahili,crown,1,2.08
SW # Swahili,earthquake,1,2.08
SW # Swahili,rainbow,1,2.08
SW # Swahili,thunder,1,2.08
SW # Swahili,banana,1,2.08
SW # Swahili,moon,1,2.08
SW # Swahili,soup,1,2.08
SW # Swahili,beef,1,2.08
SW # Swahili,rice,1,2.08
SW # Swahili,artist,1,2.08
SW # Swahili,soldier,1,2.08
SW # Swahili,teacher,1,2.08
SW # Swahili,farmer,1,2.08
SW # Swahili,book,1,2.08
SW # Swahili,bridge,1,2.08
SW # Swahili,century,1,2.08
TH # Thai,courage,1,2.08
TH # Thai,honesty,1,2.08
TH # Thai,monkey,1,2.08
TH # Thai,dog,1,2.08
TH # Thai,lake,1,2.08
TH # Thai,ocean,1,2.08
TH # Thai,river,1,2.08
TH # Thai,island,1,2.08
TH # Thai,cactus,1,2.08
TH # Thai,rose,1,2.08
TH # Thai,grass,1,2.08
TH # Thai,potato,1,2.08
TH # Thai,brother,1,2.08
TH # Thai,rival,1,2.08
TH # Thai,father,1,2.08
TH # Thai,stranger,1,2.08
TH # Thai,east,1,2.08
TH # Thai,inside,1,2.08
TH # Thai,outside,1,2.08
TH # Thai,above,1,2.08
TH # Thai,morning,1,2.08
TH # Thai,evening,1,2.08
TH # Thai,second,1,2.08
TH # Thai,elephant,1,2.08
TH # Thai,cat,1,2.08
TH # Thai,lock,1,2.08
TH # Thai,fog,1,2.08
TH # Thai,wisdom,1,2.08
TH # Thai,freedom,1,2.08
TH # Thai,candle,1,2.08
TH # Thai,flag,1,2.08
TH # Thai,painting,1,2.08
TH # Thai,crown,1,2.08
TH # Thai,earthquake,1,2.08
TH # Thai,rainbow,1,2.08
TH # Thai,volcano,1,2.08
TH # Thai,banana,1,2.08
TH # Thai,moon,1,2.08
TH # Thai,soup,1,2.08
TH # Thai,fish,1,2.08
TH # Thai,rice,1,2.08
TH # Thai,artist,1,2.08
TH # Thai,soldier,1,2.08
TH # Thai,teacher,1,2.08
TH # Thai,farmer,1,2.08
TH # Thai,book,1,2.08
TH # Thai,bridge,1,2.08
TH # Thai,century,1,2.08
TR # Turkish,bread,2,4.17
TR # Turkish,courage,1,2.08
TR # Turkish,elephant,1,2.08
TR # Turkish,dog,1,2.08
TR # Turkish,lake,1,2.08
TR # Turkish,ocean,1,2.08
TR # Turkish,forest,1,2.08
TR # Turkish,island,1,2.08
TR # Turkish,cactus,1,2.08
TR # Turkish,rose,1,2.08
TR # Turkish,grass,1,2.08
TR # Turkish,potato,1,2.08
TR # Turkish,brother,1,2.08
TR # Turkish,rival,1,2.08
TR # Turkish,father,1,2.08
TR # Turkish,stranger,1,2.08
TR # Turkish,front,1,2.08
TR # Turkish,inside,1,2.08
TR # Turkish,west,1,2.08
TR # Turkish,above,1,2.08
TR # Turkish,morning,1,2.08
TR # Turkish,evening,1,2.08
TR # Turkish,second,1,2.08
TR # Turkish,monkey,1,2.08
TR # Turkish,cat,1,2.08
TR # Turkish,justice,1,2.08
TR # Turkish,lock,1,2.08
TR # Turkish,wisdom,1,2.08
TR # Turkish,freedom,1,2.08
TR # Turkish,candle,1,2.08
TR # Turkish,flag,1,2.08
TR # Turkish,painting,1,2.08
TR # Turkish,crown,1,2.08
TR # Turkish,earthquake,1,2.08
TR # Turkish,rainbow,1,2.08
TR # Turkish,volcano,1,2.08
TR # Turkish,fog,1,2.08
TR # Turkish,banana,1,2.08
TR # Turkish,beef,1,2.08
TR # Turkish,artist,1,2.08
TR # Turkish,soldier,1,2.08
TR # Turkish,teacher,1,2.08
TR # Turkish,farmer,1,2.08
TR # Turkish,book,1,2.08
TR # Turkish,bridge,1,2.08
TR # Turkish,moon,1,2.08
TR # Turkish,century,1,2.08
UR # Urdu,courage,1,2.08
UR # Urdu,justice,1,2.08
UR # Urdu,monkey,1,2.08
UR # Urdu,dog,1,2.08
UR # Urdu,lake,1,2.08
UR # Urdu,ocean,1,2.08
UR # Urdu,river,1,2.08
UR # Urdu,desert,1,2.08
UR # Urdu,cactus,1,2.08
UR # Urdu,rose,1,2.08
UR # Urdu,grass,1,2.08
UR # Urdu,potato,1,2.08
UR # Urdu,brother,1,2.08
UR # Urdu,rival,1,2.08
UR # Urdu,father,1,2.08
UR # Urdu,stranger,1,2.08
UR # Urdu,east,1,2.08
UR # Urdu,inside,1,2.08
UR # Urdu,west,1,2.08
UR # Urdu,above,1,2.08
UR # Urdu,morning,1,2.08
UR # Urdu,evening,1,2.08
UR # Urdu,second,1,2.08
UR # Urdu,elephant,1,2.08
UR # Urdu,cat,1,2.08
UR # Urdu,lock,1,2.08
UR # Urdu,fog,1,2.08
UR # Urdu,wisdom,1,2.08
UR # Urdu,freedom,1,2.08
UR # Urdu,candle,1,2.08
UR # Urdu,flag,1,2.08
UR # Urdu,painting,1,2.08
UR # Urdu,crown,1,2.08
UR # Urdu,earthquake,1,2.08
UR # Urdu,rainbow,1,2.08
UR # Urdu,thunder,1,2.08
UR # Urdu,banana,1,2.08
UR # Urdu,moon,1,2.08
UR # Urdu,bread,1,2.08
UR # Urdu,fish,1,2.08
UR # Urdu,rice,1,2.08
UR # Urdu,artist,1,2.08
UR # Urdu,soldier,1,2.08
UR # Urdu,teacher,1,2.08
UR # Urdu,farmer,1,2.08
UR # Urdu,book,1,2.08
UR # Urdu,bridge,1,2.08
UR # Urdu,century,1,2.08
VI # Vietnamese,courage,1,2.08
VI # Vietnamese,justice,1,2.08
VI # Vietnamese,monkey,1,2.08
VI # Vietnamese,dog,1,2.08
VI # Vietnamese,lake,1,2.08
VI # Vietnamese,ocean,1,2.08
VI # Vietnamese,river,1,2.08
VI # Vietnamese,island,1,2.08
VI # Vietnamese,cactus,1,2.08
VI # Vietnamese,rose,1,2.08
VI # Vietnamese,grass,1,2.08
VI # Vietnamese,potato,1,2.08
VI # Vietnamese,brother,1,2.08
VI # Vietnamese,rival,1,2.08
VI # Vietnamese,father,1,2.08
VI # Vietnamese,stranger,1,2.08
VI # Vietnamese,east,1,2.08
VI # Vietnamese,inside,1,2.08
VI # Vietnamese,outside,1,2.08
VI # Vietnamese,above,1,2.08
VI # Vietnamese,morning,1,2.08
VI # Vietnamese,evening,1,2.08
VI # Vietnamese,second,1,2.08
VI # Vietnamese,elephant,1,2.08
VI # Vietnamese,cat,1,2.08
VI # Vietnamese,lock,1,2.08
VI # Vietnamese,fog,1,2.08
VI # Vietnamese,wisdom,1,2.08
VI # Vietnamese,freedom,1,2.08
VI # Vietnamese,candle,1,2.08
VI # Vietnamese,flag,1,2.08
VI # Vietnamese,painting,1,2.08
VI # Vietnamese,crown,1,2.08
VI # Vietnamese,earthquake,1,2.08
VI # Vietnamese,rainbow,1,2.08
VI # Vietnamese,volcano,1,2.08
VI # Vietnamese,banana,1,2.08
VI # Vietnamese,moon,1,2.08
VI # Vietnamese,soup,1,2.08
VI # Vietnamese,fish,1,2.08
VI # Vietnamese,rice,1,2.08
VI # Vietnamese,artist,1,2.08
VI # Vietnamese,soldier,1,2.08
VI # Vietnamese,teacher,1,2.08
VI # Vietnamese,farmer,1,2.08
VI # Vietnamese,book,1,2.08
VI # Vietnamese,bridge,1,2.08
VI # Vietnamese,century,1,2.08
ZH # Mandarin,courage,1,2.08
ZH # Mandarin,honesty,1,2.08
ZH # Mandarin,monkey,1,2.08
ZH # Mandarin,dog,1,2.08
ZH # Mandarin,lake,1,2.08
ZH # Mandarin,ocean,1,2.08
ZH # Mandarin,river,1,2.08
ZH # Mandarin,island,1,2.08
ZH # Mandarin,cactus,1,2.08
ZH # Mandarin,rose,1,2.08
ZH # Mandarin,grass,1,2.08
ZH # Mandarin,potato,1,2.08
ZH # Mandarin,brother,1,2.08
ZH # Mandarin,rival,1,2.08
ZH # Mandarin,father,1,2.08
ZH # Mandarin,stranger,1,2.08
ZH # Mandarin,east,1,2.08
ZH # Mandarin,inside,1,2.08
ZH # Mandarin,west,1,2.08
ZH # Mandarin,above,1,2.08
ZH # Mandarin,morning,1,2.08
ZH # Mandarin,evening,1,2.08
ZH # Mandarin,second,1,2.08
ZH # Mandarin,elephant,1,2.08
ZH # Mandarin,cat,1,2.08
ZH # Mandarin,lock,1,2.08
ZH # Mandarin,fog,1,2.08
ZH # Mandarin,wisdom,1,2.08
ZH # Mandarin,freedom,1,2.08
ZH # Mandarin,candle,1,2.08
ZH # Mandarin,flag,1,2.08
ZH # Mandarin,painting,1,2.08
ZH # Mandarin,crown,1,2.08
ZH # Mandarin,earthquake,1,2.08
ZH # Mandarin,rainbow,1,2.08
ZH # Mandarin,volcano,1,2.08
ZH # Mandarin,banana,1,2.08
ZH # Mandarin,moon,1,2.08
ZH # Mandarin,soup,1,2.08
ZH # Mandarin,fish,1,2.08
ZH # Mandarin,rice,1,2.08
ZH # Mandarin,artist,1,2.08
ZH # Mandarin,soldier,1,2.08
ZH # Mandarin,teacher,1,2.08
ZH # Mandarin,farmer,1,2.08
ZH # Mandarin,book,1,2.08
ZH # Mandarin,bridge,1,2.08
ZH # Mandarin,century,1,2.08
