Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,PS # Pashto,B1,most frequent,Abstract Concepts,anger,intense;sudden;deep;boiling;blind;righteous;suppressed;explosive;simmering;uncontrolled
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Cultural Artifacts,vase,ornate;glass;antique;ceramic;tall;decorative;floral;fragile;painted;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,cloud,fluffy;dark;wispy;stormy;white;drifting;low;cumulus;gray;billowing
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,earthquake,devastating;minor;powerful;sudden;seismic;destructive;shallow;intense;rare;underground
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;rolling;light;coastal;chilling;persistent;hazy
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;electrical;distant;striking;vivid;powerful;nighttime;frequent
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;seasonal;cold;warm;persistent;refreshing
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,rainbow,vibrant;double;faint;colorful;arched;fleeting;full;spectacular;natural;rare
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,snow,fresh;heavy;powdery;melting;deep;fluffy;wet;drifting;seasonal;pristine
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,storm,violent;approaching;fierce;tropical;sudden;electrical;howling;massive;winter;relentless
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;frequent;muffled
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;incoming;outgoing;coastal;powerful;gentle
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;dangerous;fiery;towering;submerged
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;coastal;biting;refreshing
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,apple,red;crisp;green;juicy;sweet;tart;fresh;ripe;organic;small
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,banana,yellow;ripe;green;sweet;curved;fresh;peeled;organic;large;spotted
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,beef,tender;lean;grilled;ground;rare;fatty;fresh;organic;seasoned;tough
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,bread,fresh;sliced;whole-wheat;soft;crusty;warm;homemade;toasted;white;dense
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;tender;raw;floreted;bitter
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;mild;blue;melted;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;whole;marinated
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,egg,fresh;boiled;scrambled;large;organic;cracked;fried;brown;raw;fertilized
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;salted;caught;large
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;twisted;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;basmati;raw;seasoned
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;homemade;thick;flavorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;emerging;skilled;eccentric;inspired
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;trained;creative;busy;talented
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,doctor,skilled;experienced;caring;specialist;busy;dedicated;young;renowned;emergency;compassionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;young;dedicated;senior;practical
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;rural;dedicated;small-scale;modern;traditional;skilled
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,lawyer,sharp;experienced;corporate;defense;ambitious;ethical;young;successful;trial;dedicated
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,musician,talented;classical;rock;emerging;professional;passionate;jazz;skilled;famous;dedicated
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;research;environmental;theoretical;young;experienced;curious;acclaimed
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,soldier,brave;trained;elite;veteran;young;disciplined;combat;loyal;injured;heroic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,teacher,dedicated;experienced;inspiring;patient;young;effective;passionate;strict;creative;knowledgeable
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Human Roles,writer,talented;prolific;aspiring;famous;creative;mystery;dedicated;freelance;poetic;insightful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,book,thick;bestselling;old;hardcover;fictional;educational;tattered;popular;illustrated;rare
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,bridge,long;ancient;modern;suspension;wooden;arched;busy;collapsed;iconic;narrow
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;electronic;tribal;professional;small;acoustic;tuned;vintage
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,earth,fertile;round;blue;ancient;solid;molten;green;vast;spinning;fragile
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,flute,wooden;silver;melodic;ancient;modern;handheld;tuned;professional;simple;ornate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,key,small;metal;rusty;spare;electronic;golden;locked;modern;antique;functional
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,knife,sharp;kitchen;pocket;rusty;serrated;antique;folding;blunt;hunting;steel
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,lock,sturdy;electronic;rusty;modern;combination;antique;broken;keyed;secure;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,moon,full;crescent;bright;waning;glowing;distant;silver;new;waxing;mysterious
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,pen,black;fountain;ballpoint;cheap;elegant;leaking;colorful;disposable;antique;fine-tipped
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,sun,bright;setting;rising;hot;golden;distant;midday;scorching;warm;eternal
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Inanimate Objects,sword,sharp;ancient;ceremonial;steel;ornate;lightweight;medieval;curved;heavy;decorative
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,cat,fluffy;playful;black;stray;domestic;lazy;wild;curious;sleek;affectionate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,dog,loyal;playful;large;small;trained;stray;energetic;friendly;barking;protective
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;graceful;marine;social;leaping;endangered;curious;sleek
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,elephant,massive;gray;wild;endangered;gentle;trumpeting;African;charging;intelligent;majestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,hamster,small;furry;playful;caged;nocturnal;tame;active;brown;curious;quick
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,monkey,playful;agile;wild;mischievous;swinging;intelligent;small;tropical;noisy;curious
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,mouse,small;gray;timid;wild;laboratory;quick;furry;squeaking;trapped;nocturnal
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,peacock,colorful;majestic;wild;strutting;exotic;feathered;proud;large;noisy;beautiful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,rabbit,fluffy;quick;wild;domestic;hopping;small;furry;timid;white;playful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,shark,fierce;large;predatory;marine;fast;endangered;gray;aggressive;solitary;powerful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,snake,venomous;slithering;long;wild;coiled;colorful;harmless;exotic;scaled;dangerous
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Neutral Animals,whale,massive;migratory;endangered;graceful;blue;singing;deep-sea;intelligent;ancient;playful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,city,bustling;modern;ancient;crowded;coastal;industrial;historic;sprawling;vibrant;polluted
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,desert,vast;arid;sandy;hot;barren;remote;windswept;rocky;endless;harsh
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,forest,dense;ancient;tropical;green;dark;lush;quiet;enchanted;vast;misty
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,island,tropical;remote;volcanic;deserted;small;rocky;inhabited;sunny;coral;lush
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,lake,deep;clear;frozen;scenic;freshwater;large;tranquil;polluted;mountain;hidden
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,mountain,towering;rugged;snowy;ancient;steep;volcanic;majestic;remote;forested;high
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,ocean,vast;deep;stormy;blue;calm;endless;salty;turbulent;mysterious;warm
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,plain,vast;flat;grassy;fertile;dry;endless;open;windswept;rural;golden
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,plateau,high;flat;rocky;elevated;vast;arid;scenic;ancient;remote;rugged
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,river,wide;flowing;muddy;swift;frozen;winding;clear;deep;polluted;majestic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,valley,deep;fertile;narrow;green;hidden;scenic;mountainous;lush;remote;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Places,village,quaint;rural;small;peaceful;ancient;coastal;isolated;bustling;traditional;charming
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,cactus,spiky;desert;tall;flowering;green;hardy;prickly;small;exotic;drought-resistant
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,eggplant,purple;fresh;glossy;large;organic;cooked;bitter;raw;oval;firm
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,flower,colorful;fragrant;wild;blooming;delicate;exotic;wilted;perennial;bright;simple
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,grass,green;lush;tall;dry;mowed;wild;soft;overgrown;fresh;patchy
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,lettuce,crisp;fresh;green;organic;leafy;wilted;raw;iceberg;chopped;hydroponic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,mushroom,wild;edible;poisonous;fresh;button;dried;large;flavorful;organic;capped
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,onion,fresh;red;white;pungent;sliced;organic;raw;sweet;dried;large
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,pepper,spicy;red;green;fresh;bell;hot;sliced;organic;sweet;dried
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,potato,fresh;baked;russet;small;organic;fried;peeled;starchy;raw;golden
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,rose,red;fragrant;blooming;thorny;wild;white;hybrid;delicate;beautiful;wilted
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,tomato,ripe;red;fresh;juicy;organic;cherry;sliced;raw;vine-ripened;firm
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Plants,tree,tall;ancient;leafy;fruit-bearing;evergreen;shady;bare;twisted;young;massive
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,ally,reliable;strategic;faithful;strong;trusted;international;loyal;supportive;key;enduring
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,brother,older;younger;protective;loving;estranged;twin;supportive;mischievous;caring;distant
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,enemy,sworn;bitter;formidable;ancient;ruthless;hidden;powerful;declared;dangerous;relentless
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,father,loving;strict;absent;proud;hardworking;supportive;distant;biological;caring;adoptive
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;cult;social;passive;ardent
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,friend,close;loyal;old;new;trustworthy;fun;supportive;childhood;reliable;distant
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,leader,charismatic;strong;visionary;effective;democratic;authoritarian;inspiring;young;experienced;controversial
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,mother,loving;nurturing;single;protective;busy;adoptive;caring;strict;devoted;absent
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,partner,business;romantic;reliable;equal;supportive;professional;trusted;creative;long-term;ideal
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,rival,fierce;corporate;longstanding;athletic;bitter;competitive;worthy;direct;strategic;relentless
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,sister,younger;older;protective;loving;estranged;twin;supportive;caring;mischievous;distant
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Social Relationships,stranger,mysterious;unknown;friendly;dangerous;passing;foreign;helpful;suspicious;wandering;enigmatic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,above,high;overhead;superior;elevated;upper;celestial;dominant;floating;soaring;prominent
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,back,rear;hidden;supportive;distant;strong;aching;secondary;muscular;covered;straight
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,below,lower;underground;submerged;inferior;deep;hidden;beneath;sunken;subordinate;dark
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,east,rising;distant;coastal;sunny;eastern;remote;ancient;windswept;fertile;mysterious
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,front,forward;main;leading;visible;bold;protective;direct;prominent;open;strategic
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,inside,inner;hidden;cozy;secure;enclosed;warm;private;deep;protected;intimate
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,left,abandoned;unused;western;forgotten;solitary;empty;isolated;shadowy;quiet;neglected
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,north,frozen;polar;distant;cold;rugged;northern;remote;windy;vast;mysterious
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,outside,external;cold;bright;exposed;vast;rainy;open;distant;windy;unfamiliar
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,right,correct;moral;eastern;proper;accurate;dominant;straight;lawful;precise;rightful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,south,warm;tropical;distant;southern;humid;coastal;vast;sunny;remote;fertile
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Spatial Concepts,west,wild;distant;western;rugged;sunset;remote;arid;vast;mysterious;golden
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,century,past;modern;ancient;golden;dark;progressive;turbulent;enlightened;forgotten;pivotal
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,day,long;sunny;busy;short;rainy;ordinary;special;clear;exhausting;bright
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,evening,quiet;cool;romantic;long;peaceful;golden;busy;chilly;relaxing;festive
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,hour,late;early;long;short;golden;quiet;busy;final;waking;midnight
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,minute,brief;final;quiet;tense;fleeting;crucial;silent;passing;exact;hurried
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,month,long;short;busy;festive;quiet;rainy;warm;cold;final;memorable
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,morning,fresh;early;foggy;bright;crisp;lazy;sunny;hectic;cool;peaceful
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,night,dark;long;starry;quiet;stormy;sleepless;moonlit;chilly;festive;mysterious
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,season,busy;festive;mild;harsh;transitional;peak;off;warm;cold;rainy
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,second,brief;final;crucial;fleeting;tense;quiet;exact;passing;hurried;decisive
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,week,long;short;busy;relaxing;final;productive;quiet;eventful;ordinary;exhausting
grok-3-mini,english-monolingual,0.0,PS # Pashto,B2,most frequent,Time Concepts,year,long;short;productive;challenging;memorable;final;busy;quiet;prosperous;transformative
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;simmering;explosive;quiet;righteous;uncontrolled
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,courage,brave;unwavering;bold;heroic;steadfast;quiet;moral;reckless;inspiring;innate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,fear,overwhelming;primal;irrational;deep-seated;sudden;paralyzing;creeping;intense;unfounded;instinctive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,freedom,absolute;hard-won;unrestricted;personal;true;fleeting;basic;revolutionary;inner;expansive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;fleeting;radiant;profound;everyday;shared;unexpected
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,hate,bitter;intense;deep-rooted;irrational;burning;blind;festering;mutual;unspoken;destructive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,honesty,brutal;unwavering;absolute;refreshing;painful;straightforward;rare;heartfelt;transparent;uncompromising
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,justice,swift;blind;social;poetic;restorative;equal;delayed;divine;imperfect;impartial
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,knowledge,vast;practical;ancient;hidden;theoretical;profound;shared;superficial;specialized;timeless
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,love,unconditional;passionate;enduring;forbidden;pure;fleeting;deep;romantic;selfless;complicated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,peace,inner;lasting;fragile;global;quiet;temporary;profound;negotiated;spiritual;elusive
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;intuitive;hard-earned;simple;worldly;innate;enlightened
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,bell,ringing;old;golden;loud;antique;small;church;alarm;decorative;handheld
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,candle,flickering;scented;tall;waxen;decorative;aromatic;melted;birthday;emergency;elegant
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,carpet,plush;woven;colorful;thick;oriental;stained;soft;patterned;antique;wall-to-wall
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,coin,ancient;shiny;rare;gold;silver;counterfeit;foreign;minted;valuable;worn
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,crown,royal;golden;jeweled;ceremonial;ancient;symbolic;heavy;ornate;makeshift;imperial
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;tattered;symbolic;foreign;proud;faded;revolutionary;ceremonial
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,mask,protective;decorative;theatrical;mysterious;facial;ancient;disposable;elaborate;carnival;surgical
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,necklace,pearl;golden;beaded;antique;elegant;simple;jeweled;layered;handmade;delicate
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,painting,vibrant;abstract;detailed;antique;modern;landscape;portrait;faded;masterful;colorful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,ring,golden;engagement;antique;simple;diamond;silver;oversized;wedding;decorative;magical
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,statue,towering;bronze;ancient;marble;heroic;weathered;modern;commemorative;lifelike;imposing
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Cultural Artifacts,vase,ornate;ceramic;antique;glass;decorative;floral;tall;cracked;elegant;hand-painted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;stormy;wispy;cumulus;high;gray;billowing;fleeting
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,earthquake,devastating;sudden;massive;shallow;tectonic;minor;destructive;seismic;underground;powerful
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,fog,thick;dense;misty;rolling;early-morning;chilling;persistent;light;coastal;eerie
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;electrical;distant;striking;powerful;nighttime;dramatic;frequent
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;seasonal;cold;refreshing;monsoon;drizzling
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,rainbow,vibrant;arched;double;fleeting;colorful;post-rain;spectacular;faint;natural;magical
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;melting;pristine;drifting;deep;fluffy;seasonal;icy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,storm,violent;approaching;fierce;tropical;electrical;sudden;howling;massive;winter;relentless
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;explosive;ominous;crashing;echoing;nighttime;frequent;startling
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;incoming;outgoing;powerful;unpredictable
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;threatening;volcanic;erupting
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Environmental Phenomena,wind,strong;gentle;howling;coastal;chilly;gusty;steady;warm;blustery;easterly
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,apple,red;crisp;juicy;green;ripe;tart;fresh;sweet;organic;shiny
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,banana,yellow;ripe;peeled;sweet;green;curved;fresh;spotted;tropical;soft
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,beef,tender;grilled;lean;ground;rare;fatty;fresh;organic;seasoned;juicy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,bread,fresh;sliced;warm;crusty;whole-wheat;soft;toasted;homemade;stale;artisanal
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;tender;raw;floreted;nutritious
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,cheese,sharp;creamy;aged;soft;grated;hard;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;free-range;marinated
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,egg,fresh;boiled;scrambled;brown;white;organic;cracked;fried;large;runny
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,fish,fresh;grilled;oily;smoked;wild-caught;flaky;frozen;salted;raw;seasoned
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,pasta,cooked;al dente;homemade;dried;stuffed;sauced;wheat;colorful;fresh;twisted
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fragrant;boiled;long-grain;fluffy
grok-3-mini,english-monolingual,0.0,PS # Pashto,C1,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;homemade;thick;flavorful
