language1,language2,entropy1,entropy2,entropy_difference,entropy_effect_size,entropy_effect_interpretation,diversity1,diversity2,diversity_difference,diversity_effect_size,diversity_effect_interpretation,family1,family2,same_family
GA # Irish,KO # Korean,5.802645825934478,5.79540528751341,0.007240538421068088,0.001247799476009213,Negligible,0.4166666666666667,0.4068965517241379,0.009770114942528774,0.023448275862069056,Negligible,Indo-European,Koreanic,False
GA # Irish,LV # Latvian,5.802645825934478,5.774014207775696,0.02863161815878179,0.004934235005489217,Negligible,0.4166666666666667,0.4166666666666667,0.0,0.0,Negligible,Indo-European,Indo-European,True
GA # Irish,PL # Polish,5.802645825934478,5.852105266355643,0.04945944042116501,0.008451563697172784,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Indo-European,True
GA # Irish,PS # Pashto,5.802645825934478,5.887656762591673,0.08501093665719495,0.014438840456415159,Negligible,0.4166666666666667,0.4444444444444444,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
GA # Irish,PT # Portuguese,5.802645825934478,5.833667613643809,0.031021787709330617,0.005317716017411879,Negligible,0.4166666666666667,0.4236111111111111,0.00694444444444442,0.01639344262295076,Negligible,Indo-European,Indo-European,True
GA # Irish,RU # Russian,5.802645825934478,5.891061102839403,0.08841527690492512,0.015008378857640822,Negligible,0.4166666666666667,0.4444444444444444,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
GA # Irish,SQ # Albanian,5.802645825934478,5.788596606873682,0.014049219060796148,0.002421174664496021,Negligible,0.4166666666666667,0.4166666666666667,0.0,0.0,Negligible,Indo-European,Indo-European-Albanian,False
GA # Irish,SW # Swahili,5.802645825934478,5.81637438450719,0.013728558572712046,0.002360329247250689,Negligible,0.4166666666666667,0.4236111111111111,0.00694444444444442,0.01639344262295076,Negligible,Indo-European,Niger-Congo,False
GA # Irish,TH # Thai,5.802645825934478,5.78151639876879,0.021129427165687886,0.003641343586963647,Negligible,0.4166666666666667,0.4027777777777778,0.013888888888888895,0.03333333333333335,Negligible,Indo-European,Tai-Kadai,False
GA # Irish,TR # Turkish,5.802645825934478,5.863283325205899,0.06063749927142048,0.01034190161180572,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Turkic,False
GA # Irish,UR # Urdu,5.802645825934478,5.9536968662113114,0.15105104027683325,0.025370965917677957,Negligible,0.4166666666666667,0.4722222222222222,0.055555555555555525,0.11764705882352935,Small,Indo-European,Indo-European,True
GA # Irish,VI # Vietnamese,5.802645825934478,5.792000947265681,0.010644878668797375,0.0018344870578212633,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Austro-Asiatic,False
GA # Irish,ZH # Mandarin,5.802645825934478,5.79540528751341,0.007240538421068088,0.001247799476009213,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Sino-Tibetan,False
HE # Hebrew,HI # Hindi,5.840747821892969,5.857347540676223,0.016599718783253614,0.002833999291996459,Negligible,0.4305555555555556,0.4375,0.00694444444444442,0.015873015873015817,Negligible,Semitic,Indo-European,False
HE # Hebrew,IT # Italian,5.840747821892969,5.80064756183399,0.04010026005897949,0.006865603734622994,Negligible,0.4305555555555556,0.4097222222222222,0.02083333333333337,0.04838709677419363,Negligible,Semitic,Indo-European,False
HE # Hebrew,JA # Japanese,5.840747821892969,5.757142961383011,0.08360486050995775,0.014314067831619147,Negligible,0.4305555555555556,0.432258064516129,0.0017025089605734456,0.003938640132669912,Negligible,Semitic,Japonic,False
HE # Hebrew,KO # Korean,5.840747821892969,5.79540528751341,0.04534253437955904,0.007763138516201793,Negligible,0.4305555555555556,0.4068965517241379,0.02365900383141767,0.054949944382647484,Negligible,Semitic,Koreanic,False
HE # Hebrew,LV # Latvian,5.840747821892969,5.774014207775696,0.06673361411727274,0.011425525660795363,Negligible,0.4305555555555556,0.4166666666666667,0.013888888888888895,0.032258064516129045,Negligible,Semitic,Indo-European,False
HE # Hebrew,PL # Polish,5.840747821892969,5.852105266355643,0.01135744446267406,0.0019407450730541673,Negligible,0.4305555555555556,0.4375,0.00694444444444442,0.015873015873015817,Negligible,Semitic,Indo-European,False
HE # Hebrew,PS # Pashto,5.840747821892969,5.887656762591673,0.046908940698703994,0.007967336172982894,Negligible,0.4305555555555556,0.4444444444444444,0.01388888888888884,0.03124999999999989,Negligible,Semitic,Indo-European,False
HE # Hebrew,PT # Portuguese,5.840747821892969,5.833667613643809,0.007080208249160336,0.0012122092007844402,Negligible,0.4305555555555556,0.4236111111111111,0.006944444444444475,0.01612903225806459,Negligible,Semitic,Indo-European,False
HE # Hebrew,RU # Russian,5.840747821892969,5.891061102839403,0.05031328094643417,0.008540614342326872,Negligible,0.4305555555555556,0.4444444444444444,0.01388888888888884,0.03124999999999989,Negligible,Semitic,Indo-European,False
HE # Hebrew,SQ # Albanian,5.840747821892969,5.788596606873682,0.0521512150192871,0.008928859216247594,Negligible,0.4305555555555556,0.4166666666666667,0.013888888888888895,0.032258064516129045,Negligible,Semitic,Indo-European-Albanian,False
HE # Hebrew,SW # Swahili,5.840747821892969,5.81637438450719,0.024373437385778907,0.004172999439287476,Negligible,0.4305555555555556,0.4236111111111111,0.006944444444444475,0.01612903225806459,Negligible,Semitic,Niger-Congo,False
HE # Hebrew,TH # Thai,5.840747821892969,5.78151639876879,0.05923142312417884,0.01014106839233167,Negligible,0.4305555555555556,0.4027777777777778,0.02777777777777779,0.06451612903225809,Negligible,Semitic,Tai-Kadai,False
HE # Hebrew,TR # Turkish,5.840747821892969,5.863283325205899,0.022535503312929528,0.003843495540468046,Negligible,0.4305555555555556,0.4375,0.00694444444444442,0.015873015873015817,Negligible,Semitic,Turkic,False
HE # Hebrew,UR # Urdu,5.840747821892969,5.9536968662113114,0.1129490443183423,0.01897124540541454,Negligible,0.4305555555555556,0.4722222222222222,0.04166666666666663,0.08823529411764698,Negligible,Semitic,Indo-European,False
HE # Hebrew,VI # Vietnamese,5.840747821892969,5.792000947265681,0.04874687462728833,0.008345998853874435,Negligible,0.4305555555555556,0.4097222222222222,0.02083333333333337,0.04838709677419363,Negligible,Semitic,Austro-Asiatic,False
HE # Hebrew,ZH # Mandarin,5.840747821892969,5.79540528751341,0.04534253437955904,0.007763138516201793,Negligible,0.4305555555555556,0.4097222222222222,0.02083333333333337,0.04838709677419363,Negligible,Semitic,Sino-Tibetan,False
HI # Hindi,IT # Italian,5.857347540676223,5.80064756183399,0.0566999788422331,0.009680145910496403,Negligible,0.4375,0.4097222222222222,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Indo-European,True
HI # Hindi,JA # Japanese,5.857347540676223,5.757142961383011,0.10020457929321136,0.01710750106551521,Negligible,0.4375,0.432258064516129,0.005241935483870974,0.011981566820276512,Negligible,Indo-European,Japonic,False
HI # Hindi,KO # Korean,5.857347540676223,5.79540528751341,0.061942253162812655,0.010575137079139665,Negligible,0.4375,0.4068965517241379,0.03060344827586209,0.06995073891625621,Negligible,Indo-European,Koreanic,False
HI # Hindi,LV # Latvian,5.857347540676223,5.774014207775696,0.08333333290052636,0.01422714502115844,Negligible,0.4375,0.4166666666666667,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Indo-European,True
HI # Hindi,PL # Polish,5.857347540676223,5.852105266355643,0.005242274320579554,0.0008949911686432628,Negligible,0.4375,0.4375,0.0,0.0,Negligible,Indo-European,Indo-European,True
HI # Hindi,PS # Pashto,5.857347540676223,5.887656762591673,0.03030922191545038,0.005147926099908827,Negligible,0.4375,0.4444444444444444,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Indo-European,True
HI # Hindi,PT # Portuguese,5.857347540676223,5.833667613643809,0.02367992703241395,0.004042773092764124,Negligible,0.4375,0.4236111111111111,0.013888888888888895,0.03174603174603176,Negligible,Indo-European,Indo-European,True
HI # Hindi,RU # Russian,5.857347540676223,5.891061102839403,0.033713562163180555,0.005722833556577969,Negligible,0.4375,0.4444444444444444,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Indo-European,True
HI # Hindi,SQ # Albanian,5.857347540676223,5.788596606873682,0.06875093380254071,0.011737554127546871,Negligible,0.4375,0.4166666666666667,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Indo-European-Albanian,False
HI # Hindi,SW # Swahili,5.857347540676223,5.81637438450719,0.04097315616903252,0.006995172453827492,Negligible,0.4375,0.4236111111111111,0.013888888888888895,0.03174603174603176,Negligible,Indo-European,Niger-Congo,False
HI # Hindi,TH # Thai,5.857347540676223,5.78151639876879,0.07583114190743245,0.012946327903684173,Negligible,0.4375,0.4027777777777778,0.03472222222222221,0.07936507936507933,Negligible,Indo-European,Tai-Kadai,False
HI # Hindi,TR # Turkish,5.857347540676223,5.863283325205899,0.005935784529675914,0.0010123652909894934,Negligible,0.4375,0.4375,0.0,0.0,Negligible,Indo-European,Turkic,False
HI # Hindi,UR # Urdu,5.857347540676223,5.9536968662113114,0.09634932553508868,0.016183109032959792,Negligible,0.4375,0.4722222222222222,0.03472222222222221,0.07352941176470586,Negligible,Indo-European,Indo-European,True
HI # Hindi,VI # Vietnamese,5.857347540676223,5.792000947265681,0.06534659341054194,0.011156345591028011,Negligible,0.4375,0.4097222222222222,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Austro-Asiatic,False
HI # Hindi,ZH # Mandarin,5.857347540676223,5.79540528751341,0.061942253162812655,0.010575137079139665,Negligible,0.4375,0.4097222222222222,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Sino-Tibetan,False
IT # Italian,JA # Japanese,5.80064756183399,5.757142961383011,0.04350460045097826,0.0074999558216950896,Negligible,0.4097222222222222,0.432258064516129,0.022535842293906816,0.05213515754560532,Negligible,Indo-European,Japonic,False
IT # Italian,KO # Korean,5.80064756183399,5.79540528751341,0.005242274320579554,0.0009037394988572802,Negligible,0.4097222222222222,0.4068965517241379,0.0028256704980842984,0.006896551724137949,Negligible,Indo-European,Koreanic,False
IT # Italian,LV # Latvian,5.80064756183399,5.774014207775696,0.026633354058293257,0.0045914449678912395,Negligible,0.4097222222222222,0.4166666666666667,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Indo-European,True
IT # Italian,PL # Polish,5.80064756183399,5.852105266355643,0.05145770452165355,0.008793024421055649,Negligible,0.4097222222222222,0.4375,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Indo-European,True
IT # Italian,PS # Pashto,5.80064756183399,5.887656762591673,0.08700920075768348,0.014778239334621659,Negligible,0.4097222222222222,0.4444444444444444,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Indo-European,True
IT # Italian,PT # Portuguese,5.80064756183399,5.833667613643809,0.03302005180981915,0.005660255948177729,Negligible,0.4097222222222222,0.4236111111111111,0.013888888888888895,0.032786885245901655,Negligible,Indo-European,Indo-European,True
IT # Italian,RU # Russian,5.80064756183399,5.891061102839403,0.09041354100541366,0.015347581603225212,Negligible,0.4097222222222222,0.4444444444444444,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Indo-European,True
IT # Italian,SQ # Albanian,5.80064756183399,5.788596606873682,0.012050954960307614,0.002077518903164919,Negligible,0.4097222222222222,0.4166666666666667,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Indo-European-Albanian,False
IT # Italian,SW # Swahili,5.80064756183399,5.81637438450719,0.01572682267320058,0.0027038876168445063,Negligible,0.4097222222222222,0.4236111111111111,0.013888888888888895,0.032786885245901655,Negligible,Indo-European,Niger-Congo,False
IT # Italian,TH # Thai,5.80064756183399,5.78151639876879,0.019131163065199353,0.003298108161418905,Negligible,0.4097222222222222,0.4027777777777778,0.00694444444444442,0.016949152542372822,Negligible,Indo-European,Tai-Kadai,False
IT # Italian,TR # Turkish,5.80064756183399,5.863283325205899,0.06263576337190901,0.010682711357754397,Negligible,0.4097222222222222,0.4375,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Turkic,False
IT # Italian,UR # Urdu,5.80064756183399,5.9536968662113114,0.15304930437732178,0.025706600086731674,Negligible,0.4097222222222222,0.4722222222222222,0.0625,0.1323529411764706,Small,Indo-European,Indo-European,True
IT # Italian,VI # Vietnamese,5.80064756183399,5.792000947265681,0.008646614568308841,0.0014906291885754637,Negligible,0.4097222222222222,0.4097222222222222,0.0,0.0,Negligible,Indo-European,Austro-Asiatic,False
IT # Italian,ZH # Mandarin,5.80064756183399,5.79540528751341,0.005242274320579554,0.0009037394988572802,Negligible,0.4097222222222222,0.4097222222222222,0.0,0.0,Negligible,Indo-European,Sino-Tibetan,False
JA # Japanese,KO # Korean,5.757142961383011,5.79540528751341,0.038262326130398705,0.006602182976372241,Negligible,0.432258064516129,0.4068965517241379,0.025361512791991114,0.05867215645908392,Negligible,Japonic,Koreanic,False
JA # Japanese,LV # Latvian,5.757142961383011,5.774014207775696,0.016871246392685002,0.002921926719536815,Negligible,0.432258064516129,0.4166666666666667,0.01559139784946234,0.03606965174129347,Negligible,Japonic,Indo-European,False
JA # Japanese,PL # Polish,5.757142961383011,5.852105266355643,0.0949623049726318,0.016227032948053735,Negligible,0.432258064516129,0.4375,0.005241935483870974,0.011981566820276512,Negligible,Japonic,Indo-European,False
JA # Japanese,PS # Pashto,5.757142961383011,5.887656762591673,0.13051380120866174,0.02216735901418465,Negligible,0.432258064516129,0.4444444444444444,0.012186379928315394,0.027419354838709636,Negligible,Japonic,Indo-European,False
JA # Japanese,PT # Portuguese,5.757142961383011,5.833667613643809,0.07652465226079741,0.013117760100322,Negligible,0.432258064516129,0.4236111111111111,0.008646953405017921,0.020004145936981757,Negligible,Japonic,Indo-European,False
JA # Japanese,RU # Russian,5.757142961383011,5.891061102839403,0.13391814145639191,0.022732431240926252,Negligible,0.432258064516129,0.4444444444444444,0.012186379928315394,0.027419354838709636,Negligible,Japonic,Indo-European,False
JA # Japanese,SQ # Albanian,5.757142961383011,5.788596606873682,0.031453645490670645,0.005433725586150008,Negligible,0.432258064516129,0.4166666666666667,0.01559139784946234,0.03606965174129347,Negligible,Japonic,Indo-European-Albanian,False
JA # Japanese,SW # Swahili,5.757142961383011,5.81637438450719,0.05923142312417884,0.010183564400866435,Negligible,0.432258064516129,0.4236111111111111,0.008646953405017921,0.020004145936981757,Negligible,Japonic,Niger-Congo,False
JA # Japanese,TH # Thai,5.757142961383011,5.78151639876879,0.024373437385778907,0.004215751665249861,Negligible,0.432258064516129,0.4027777777777778,0.029480286738351236,0.06820066334991703,Negligible,Japonic,Tai-Kadai,False
JA # Japanese,TR # Turkish,5.757142961383011,5.863283325205899,0.10614036382288727,0.01810254731621041,Negligible,0.432258064516129,0.4375,0.005241935483870974,0.011981566820276512,Negligible,Japonic,Turkic,False
JA # Japanese,UR # Urdu,5.757142961383011,5.9536968662113114,0.19655390482830004,0.03301375754345029,Negligible,0.432258064516129,0.4722222222222222,0.039964157706093184,0.08462998102466793,Negligible,Japonic,Indo-European,False
JA # Japanese,VI # Vietnamese,5.757142961383011,5.792000947265681,0.03485798588266942,0.006018297683311907,Negligible,0.432258064516129,0.4097222222222222,0.022535842293906816,0.05213515754560532,Negligible,Japonic,Austro-Asiatic,False
JA # Japanese,ZH # Mandarin,5.757142961383011,5.79540528751341,0.038262326130398705,0.006602182976372241,Negligible,0.432258064516129,0.4097222222222222,0.022535842293906816,0.05213515754560532,Negligible,Japonic,Sino-Tibetan,False
KO # Korean,LV # Latvian,5.79540528751341,5.774014207775696,0.021391079737713703,0.003691041208766231,Negligible,0.4068965517241379,0.4166666666666667,0.009770114942528774,0.023448275862069056,Negligible,Koreanic,Indo-European,False
KO # Korean,PL # Polish,5.79540528751341,5.852105266355643,0.0566999788422331,0.009688817316429205,Negligible,0.4068965517241379,0.4375,0.03060344827586209,0.06995073891625621,Negligible,Koreanic,Indo-European,False
KO # Korean,PS # Pashto,5.79540528751341,5.887656762591673,0.09225147507826303,0.015668623154868676,Negligible,0.4068965517241379,0.4444444444444444,0.03754789272030651,0.08448275862068964,Negligible,Koreanic,Indo-European,False
KO # Korean,PT # Portuguese,5.79540528751341,5.833667613643809,0.038262326130398705,0.006558880050161,Negligible,0.4068965517241379,0.4236111111111111,0.016714559386973193,0.03945732052006787,Negligible,Koreanic,Indo-European,False
KO # Korean,RU # Russian,5.79540528751341,5.891061102839403,0.09565581532599321,0.016237450886375723,Negligible,0.4068965517241379,0.4444444444444444,0.03754789272030651,0.08448275862068964,Negligible,Koreanic,Indo-European,False
KO # Korean,SQ # Albanian,5.79540528751341,5.788596606873682,0.00680868063972806,0.0011748411546639922,Negligible,0.4068965517241379,0.4166666666666667,0.009770114942528774,0.023448275862069056,Negligible,Koreanic,Indo-European-Albanian,False
KO # Korean,SW # Swahili,5.79540528751341,5.81637438450719,0.020969096993780134,0.0036051835056619733,Negligible,0.4068965517241379,0.4236111111111111,0.016714559386973193,0.03945732052006787,Negligible,Koreanic,Niger-Congo,False
KO # Korean,TH # Thai,5.79540528751341,5.78151639876879,0.013888888744619798,0.0023965345054545784,Negligible,0.4068965517241379,0.4027777777777778,0.004118773946360121,0.010122410546139281,Negligible,Koreanic,Tai-Kadai,False
KO # Korean,TR # Turkish,5.79540528751341,5.863283325205899,0.06787803769248857,0.011576796468402782,Negligible,0.4068965517241379,0.4375,0.03060344827586209,0.06995073891625621,Negligible,Koreanic,Turkic,False
KO # Korean,UR # Urdu,5.79540528751341,5.9536968662113114,0.15829157869790134,0.026587107515709245,Negligible,0.4068965517241379,0.4722222222222222,0.0653256704980843,0.13833671399594322,Small,Koreanic,Indo-European,False
KO # Korean,VI # Vietnamese,5.79540528751341,5.792000947265681,0.0034043402477292872,0.0005874205648851111,Negligible,0.4068965517241379,0.4097222222222222,0.0028256704980842984,0.006896551724137949,Negligible,Koreanic,Austro-Asiatic,False
KO # Korean,ZH # Mandarin,5.79540528751341,5.79540528751341,0.0,0.0,Negligible,0.4068965517241379,0.4097222222222222,0.0028256704980842984,0.006896551724137949,Negligible,Koreanic,Sino-Tibetan,False
LV # Latvian,PL # Polish,5.774014207775696,5.852105266355643,0.0780910585799468,0.013344096701216288,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Indo-European,True
LV # Latvian,PS # Pashto,5.774014207775696,5.887656762591673,0.11364255481597674,0.019301830829885656,Negligible,0.4166666666666667,0.4444444444444444,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
LV # Latvian,PT # Portuguese,5.774014207775696,5.833667613643809,0.05965340586811241,0.010225712162378732,Negligible,0.4166666666666667,0.4236111111111111,0.00694444444444442,0.01639344262295076,Negligible,Indo-European,Indo-European,True
LV # Latvian,RU # Russian,5.774014207775696,5.891061102839403,0.11704689506370691,0.019868558994795022,Negligible,0.4166666666666667,0.4444444444444444,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European,True
LV # Latvian,SQ # Albanian,5.774014207775696,5.788596606873682,0.014582399097985643,0.0025191596665536755,Negligible,0.4166666666666667,0.4166666666666667,0.0,0.0,Negligible,Indo-European,Indo-European-Albanian,False
LV # Latvian,SW # Swahili,5.774014207775696,5.81637438450719,0.04236017673149384,0.007282917833543641,Negligible,0.4166666666666667,0.4236111111111111,0.00694444444444442,0.01639344262295076,Negligible,Indo-European,Niger-Congo,False
LV # Latvian,TH # Thai,5.774014207775696,5.78151639876879,0.007502190993093905,0.0012976164859951867,Negligible,0.4166666666666667,0.4027777777777778,0.013888888888888895,0.03333333333333335,Negligible,Indo-European,Tai-Kadai,False
LV # Latvian,TR # Turkish,5.774014207775696,5.863283325205899,0.08926911743020227,0.01522510724433864,Negligible,0.4166666666666667,0.4375,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Turkic,False
LV # Latvian,UR # Urdu,5.774014207775696,5.9536968662113114,0.17968265843561504,0.030180014615013094,Negligible,0.4166666666666667,0.4722222222222222,0.055555555555555525,0.11764705882352935,Small,Indo-European,Indo-European,True
LV # Latvian,VI # Vietnamese,5.774014207775696,5.792000947265681,0.017986739489984416,0.003105444846046804,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Austro-Asiatic,False
LV # Latvian,ZH # Mandarin,5.774014207775696,5.79540528751341,0.021391079737713703,0.003691041208766231,Negligible,0.4166666666666667,0.4097222222222222,0.006944444444444475,0.01666666666666674,Negligible,Indo-European,Sino-Tibetan,False
PL # Polish,PS # Pashto,5.852105266355643,5.887656762591673,0.035551496236029934,0.0060383099201558425,Negligible,0.4375,0.4444444444444444,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Indo-European,True
PL # Polish,PT # Portuguese,5.852105266355643,5.833667613643809,0.018437652711834396,0.003150601684804674,Negligible,0.4375,0.4236111111111111,0.013888888888888895,0.03174603174603176,Negligible,Indo-European,Indo-European,True
PL # Polish,RU # Russian,5.852105266355643,5.891061102839403,0.03895583648376011,0.006612702839728479,Negligible,0.4375,0.4444444444444444,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Indo-European,True
PL # Polish,SQ # Albanian,5.852105266355643,5.788596606873682,0.06350865948196116,0.010852275649769835,Negligible,0.4375,0.4166666666666667,0.020833333333333315,0.047619047619047575,Negligible,Indo-European,Indo-European-Albanian,False
PL # Polish,SW # Swahili,5.852105266355643,5.81637438450719,0.03573088184845297,0.006105645784239988,Negligible,0.4375,0.4236111111111111,0.013888888888888895,0.03174603174603176,Negligible,Indo-European,Niger-Congo,False
PL # Polish,TH # Thai,5.852105266355643,5.78151639876879,0.0705888675868529,0.012062132236867916,Negligible,0.4375,0.4027777777777778,0.03472222222222221,0.07936507936507933,Negligible,Indo-European,Tai-Kadai,False
PL # Polish,TR # Turkish,5.852105266355643,5.863283325205899,0.011178058850255468,0.0019064504016378797,Negligible,0.4375,0.4375,0.0,0.0,Negligible,Indo-European,Turkic,False
PL # Polish,UR # Urdu,5.852105266355643,5.9536968662113114,0.10159159985566824,0.017063616461937364,Negligible,0.4375,0.4722222222222222,0.03472222222222221,0.07352941176470586,Negligible,Indo-European,Indo-European,True
PL # Polish,VI # Vietnamese,5.852105266355643,5.792000947265681,0.06010431908996239,0.010270546470773231,Negligible,0.4375,0.4097222222222222,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Austro-Asiatic,False
PL # Polish,ZH # Mandarin,5.852105266355643,5.79540528751341,0.0566999788422331,0.009688817316429205,Negligible,0.4375,0.4097222222222222,0.02777777777777779,0.06349206349206352,Negligible,Indo-European,Sino-Tibetan,False
PS # Pashto,PT # Portuguese,5.887656762591673,5.833667613643809,0.05398914894786433,0.009169887295552702,Negligible,0.4444444444444444,0.4236111111111111,0.020833333333333315,0.04687499999999996,Negligible,Indo-European,Indo-European,True
PS # Pashto,RU # Russian,5.887656762591673,5.891061102839403,0.0034043402477301754,0.0005778823523132928,Negligible,0.4444444444444444,0.4444444444444444,0.0,0.0,Negligible,Indo-European,Indo-European,True
PS # Pashto,SQ # Albanian,5.887656762591673,5.788596606873682,0.0990601557179911,0.016825056166213406,Negligible,0.4444444444444444,0.4166666666666667,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European-Albanian,False
PS # Pashto,SW # Swahili,5.887656762591673,5.81637438450719,0.0712823780844829,0.012107087922887897,Negligible,0.4444444444444444,0.4236111111111111,0.020833333333333315,0.04687499999999996,Negligible,Indo-European,Niger-Congo,False
PS # Pashto,TH # Thai,5.887656762591673,5.78151639876879,0.10614036382288283,0.018027607264279648,Negligible,0.4444444444444444,0.4027777777777778,0.04166666666666663,0.09374999999999992,Negligible,Indo-European,Tai-Kadai,False
PS # Pashto,TR # Turkish,5.887656762591673,5.863283325205899,0.024373437385774466,0.0041397517499042495,Negligible,0.4444444444444444,0.4375,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Turkic,False
PS # Pashto,UR # Urdu,5.887656762591673,5.9536968662113114,0.0660401036196383,0.011092285197526947,Negligible,0.4444444444444444,0.4722222222222222,0.02777777777777779,0.05882352941176473,Negligible,Indo-European,Indo-European,True
PS # Pashto,VI # Vietnamese,5.887656762591673,5.792000947265681,0.09565581532599232,0.016246839648289182,Negligible,0.4444444444444444,0.4097222222222222,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Austro-Asiatic,False
PS # Pashto,ZH # Mandarin,5.887656762591673,5.79540528751341,0.09225147507826303,0.015668623154868676,Negligible,0.4444444444444444,0.4097222222222222,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Sino-Tibetan,False
PT # Portuguese,RU # Russian,5.833667613643809,5.891061102839403,0.057393489195594505,0.009742470531825193,Negligible,0.4236111111111111,0.4444444444444444,0.020833333333333315,0.04687499999999996,Negligible,Indo-European,Indo-European,True
PT # Portuguese,SQ # Albanian,5.833667613643809,5.788596606873682,0.045071006770126765,0.007726015562613558,Negligible,0.4236111111111111,0.4166666666666667,0.00694444444444442,0.01639344262295076,Negligible,Indo-European,Indo-European-Albanian,False
PT # Portuguese,SW # Swahili,5.833667613643809,5.81637438450719,0.01729322913661857,0.0029643836916887563,Negligible,0.4236111111111111,0.4236111111111111,0.0,0.0,Negligible,Indo-European,Niger-Congo,False
PT # Portuguese,TH # Thai,5.833667613643809,5.78151639876879,0.0521512148750185,0.00893969597325823,Negligible,0.4236111111111111,0.4027777777777778,0.020833333333333315,0.049180327868852416,Negligible,Indo-European,Tai-Kadai,False
PT # Portuguese,TR # Turkish,5.833667613643809,5.863283325205899,0.029615711562089864,0.0050510456205951565,Negligible,0.4236111111111111,0.4375,0.013888888888888895,0.03174603174603176,Negligible,Indo-European,Turkic,False
PT # Portuguese,UR # Urdu,5.833667613643809,5.9536968662113114,0.12002925256750263,0.020160457487968197,Negligible,0.4236111111111111,0.4722222222222222,0.048611111111111105,0.10294117647058823,Small,Indo-European,Indo-European,True
PT # Portuguese,VI # Vietnamese,5.833667613643809,5.792000947265681,0.04166666637812799,0.007142447794022032,Negligible,0.4236111111111111,0.4097222222222222,0.013888888888888895,0.032786885245901655,Negligible,Indo-European,Austro-Asiatic,False
PT # Portuguese,ZH # Mandarin,5.833667613643809,5.79540528751341,0.038262326130398705,0.006558880050161,Negligible,0.4236111111111111,0.4097222222222222,0.013888888888888895,0.032786885245901655,Negligible,Indo-European,Sino-Tibetan,False
RU # Russian,SQ # Albanian,5.891061102839403,5.788596606873682,0.10246449596572127,0.017393215615491564,Negligible,0.4444444444444444,0.4166666666666667,0.027777777777777735,0.0624999999999999,Negligible,Indo-European,Indo-European-Albanian,False
RU # Russian,SW # Swahili,5.891061102839403,5.81637438450719,0.07468671833221308,0.012677973802752648,Negligible,0.4444444444444444,0.4236111111111111,0.020833333333333315,0.04687499999999996,Negligible,Indo-European,Niger-Congo,False
RU # Russian,TH # Thai,5.891061102839403,5.78151639876879,0.10954470407061301,0.018595071780500478,Negligible,0.4444444444444444,0.4027777777777778,0.04166666666666663,0.09374999999999992,Negligible,Indo-European,Tai-Kadai,False
RU # Russian,TR # Turkish,5.891061102839403,5.863283325205899,0.02777777763350464,0.004715241812738314,Negligible,0.4444444444444444,0.4375,0.00694444444444442,0.015624999999999944,Negligible,Indo-European,Turkic,False
RU # Russian,UR # Urdu,5.891061102839403,5.9536968662113114,0.06263576337190813,0.010520482446357225,Negligible,0.4444444444444444,0.4722222222222222,0.02777777777777779,0.05882352941176473,Negligible,Indo-European,Indo-European,True
RU # Russian,VI # Vietnamese,5.891061102839403,5.792000947265681,0.0990601555737225,0.016815333238688866,Negligible,0.4444444444444444,0.4097222222222222,0.03472222222222221,0.07812499999999997,Negligible,Indo-European,Austro-Asiatic,False
