Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,TH # Thai,B1,most frequent,Abstract Concepts,anger,strong;intense;sudden;deep;blind;raw;quiet;explosive;repressed;controlled
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Food Items,fish,fresh;cooked;big;small;silver;tasty;wild;farmed;cold;hot
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Food Items,pasta,cooked;soft;dry;fresh;cheap;tasty;long;short;hot;simple
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Food Items,rice,white;cooked;dry;fresh;cheap;soft;sticky;hot;cold;simple
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Food Items,soup,hot;cold;tasty;thick;thin;fresh;simple;spicy;creamy;clear
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,artist,talented;young;famous;creative;skilled;poor;rich;local;modern;old
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,athlete,strong;fast;young;skilled;famous;fit;professional;local;tired;dedicated
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,chef,skilled;famous;young;creative;busy;talented;professional;local;old;quick
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,doctor,skilled;busy;young;experienced;professional;kind;local;tired;famous;old
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,engineer,skilled;young;experienced;professional;busy;creative;local;smart;tired;old
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,farmer,hard-working;old;young;local;poor;rich;skilled;tired;simple;strong
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,lawyer,smart;busy;experienced;professional;young;famous;local;tough;old;honest
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,musician,talented;young;famous;skilled;creative;local;old;busy;professional;poor
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,scientist,smart;young;experienced;professional;creative;local;busy;old;dedicated;famous
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,soldier,brave;strong;young;trained;professional;tired;local;old;dedicated;loyal
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,teacher,kind;experienced;young;professional;patient;local;old;busy;skilled;dedicated
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Human Roles,writer,talented;young;famous;creative;experienced;local;old;busy;skilled;poor
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;big;small;colorful;cheap
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,bridge,old;new;big;strong;wooden;metal;broken;simple;high;long
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,drums,big;small;loud;wooden;old;new;simple;broken;shiny;cheap
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,earth,green;big;old;round;dry;wet;hot;cold;rich;simple
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,flute,small;wooden;old;new;simple;shiny;broken;cheap;long;sweet-sounding
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,key,small;metal;old;new;simple;broken;shiny;cheap;long;important
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,knife,sharp;old;new;metal;simple;broken;cheap;long;short;useful
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,lock,old;new;metal;simple;broken;cheap;strong;small;secure;rusty
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,moon,bright;full;new;old;big;small;white;cold;distant;beautiful
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,pen,black;small;old;new;simple;broken;cheap;smooth;useful;colorful
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,sun,bright;hot;big;yellow;warm;strong;distant;beautiful;daily;rising
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Inanimate Objects,sword,sharp;old;big;metal;simple;broken;shiny;heavy;ancient;strong
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,cat,black;small;wild;tame;lazy;active;old;young;friendly;cute
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,dog,big;small;friendly;wild;loyal;active;old;young;strong;cute
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,dolphin,smart;big;wild;friendly;fast;playful;gray;young;old;aquatic
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,elephant,big;gray;wild;strong;old;young;gentle;smart;heavy;tame
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,hamster,small;cute;furry;wild;tame;active;young;old;fast;playful
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,monkey,small;wild;smart;playful;young;old;active;funny;strong;noisy
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,mouse,small;gray;wild;tame;fast;quiet;young;old;cute;sneaky
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;wild;big;proud;young;old;noisy;active;exotic
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,rabbit,small;white;wild;tame;fast;cute;young;old;fluffy;active
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,shark,big;dangerous;wild;fast;gray;strong;young;old;scary;hungry
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,snake,long;dangerous;wild;small;colorful;fast;young;old;poisonous;sneaky
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Neutral Animals,whale,big;wild;gray;strong;fast;old;young;gentle;deep-sea;massive
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,city,big;busy;modern;old;crowded;clean;dirty;beautiful;noisy;rich
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,desert,dry;hot;vast;sandy;empty;beautiful;remote;harsh;yellow;quiet
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,forest,green;dense;wild;dark;beautiful;old;quiet;wet;dry;large
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,island,small;tropical;beautiful;remote;green;sandy;quiet;wild;sunny;isolated
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,lake,blue;deep;calm;large;small;clear;cold;beautiful;quiet;frozen
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,mountain,high;tall;snowy;green;steep;beautiful;old;quiet;rocky;vast
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,ocean,blue;deep;vast;cold;warm;wild;beautiful;salty;quiet;stormy
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,plain,flat;green;vast;dry;open;simple;quiet;beautiful;empty;wide
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,plateau,high;flat;rocky;vast;dry;beautiful;quiet;green;remote;old
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,river,long;wide;deep;fast;clear;dirty;beautiful;quiet;wild;cold
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,valley,green;deep;beautiful;quiet;wide;narrow;fertile;remote;sunny;cool
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Places,village,small;quiet;old;simple;rural;beautiful;green;remote;peaceful;poor
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,cactus,green;spiky;tall;small;dry;wild;simple;tough;beautiful;rare
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,eggplant,purple;fresh;big;small;soft;raw;cooked;healthy;cheap;shiny
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,flower,beautiful;colorful;fresh;small;big;wild;simple;sweet-smelling;red;white
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,grass,green;fresh;soft;tall;short;wet;dry;wild;simple;thick
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,lettuce,green;fresh;crisp;raw;big;small;healthy;cheap;soft;wet
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,mushroom,small;fresh;wild;cooked;white;cheap;soft;tasty;rare;big
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,onion,white;fresh;raw;big;small;strong-smelling;cheap;cooked;dry;spicy
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,pepper,red;green;fresh;hot;small;big;spicy;cheap;raw;cooked
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,potato,big;small;fresh;raw;cooked;cheap;soft;hard;brown;healthy
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,rose,red;beautiful;fresh;thorny;sweet-smelling;big;small;wild;simple;colorful
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,tomato,red;fresh;big;small;juicy;raw;cooked;cheap;soft;ripe
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Plants,tree,tall;green;old;big;small;wild;simple;strong;beautiful;leafy
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,ally,strong;loyal;true;helpful;close;reliable;old;new;smart;brave
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,brother,young;old;close;helpful;strong;smart;loyal;funny;kind;protective
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,enemy,dangerous;strong;old;new;bitter;powerful;sneaky;fierce;hidden;real
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,father,strong;kind;old;young;wise;busy;loving;strict;protective;hardworking
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,follower,loyal;faithful;young;old;dedicated;strong;simple;quiet;active;true
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,friend,close;true;loyal;kind;old;new;funny;helpful;smart;reliable
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,leader,strong;wise;brave;young;old;smart;popular;fair;dedicated;powerful
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,mother,kind;loving;busy;old;young;caring;strong;patient;protective;wise
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,partner,reliable;close;strong;smart;loyal;helpful;new;old;active;true
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,rival,strong;tough;fierce;old;new;smart;dangerous;competitive;bitter;powerful
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,sister,young;old;close;kind;funny;smart;loyal;helpful;caring;protective
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Social Relationships,stranger,unknown;mysterious;new;dangerous;friendly;quiet;tall;short;old;young
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,above,high;clear;bright;open;safe;distant;simple;warm;cool;vast
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,back,strong;sore;straight;wide;old;new;simple;hidden;dark;quiet
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,below,low;dark;hidden;deep;cold;simple;wet;quiet;vast;dangerous
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,east,sunny;distant;warm;rising;simple;quiet;vast;green;old;new
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,front,clear;open;busy;simple;wide;clean;bright;quiet;strong;new
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,inside,warm;dark;safe;quiet;simple;hidden;dry;cool;empty;full
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,left,free;open;simple;quiet;dark;hidden;cold;warm;vast;empty
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,north,cold;distant;wild;simple;quiet;vast;green;old;new;high
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,outside,cold;warm;open;simple;quiet;bright;dark;wet;dry;vast
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,right,correct;strong;simple;clear;bright;quiet;open;hidden;warm;cold
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,south,warm;sunny;distant;simple;quiet;vast;green;old;new;low
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Spatial Concepts,west,distant;setting;simple;quiet;vast;dry;old;new;warm;cold
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,century,long;old;new;great;simple;dark;bright;full;empty;important
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;warm;cold;new;old
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,evening,cool;quiet;long;short;dark;beautiful;warm;simple;busy;relaxing
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;early;late;simple;full;empty;important
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,minute,short;quick;simple;busy;quiet;early;late;full;empty;important
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;new;old;full;simple
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,morning,fresh;early;bright;cool;quiet;busy;simple;warm;new;clear
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;beautiful;busy;simple;warm;short;mysterious
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,season,long;short;warm;cold;wet;dry;beautiful;simple;new;old
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,second,short;quick;simple;important;full;empty;early;late;busy;quiet
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,week,long;short;busy;quiet;full;simple;new;old;warm;cold
grok-3-mini,think-in-native,0.0,TH # Thai,B2,most frequent,Time Concepts,year,long;short;new;old;busy;quiet;full;simple;important;happy
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;suppressed;explosive;quiet;righteous;simmering
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,courage,brave;bold;heroic;unwavering;quiet;foolish;moral;physical;innate;displayed
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;overwhelming;hidden;primal;constant;paralyzing;creeping
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,freedom,absolute;limited;true;personal;political;hard-won;basic;complete;restricted;precious
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;deep;fleeting;genuine;shared;inner;overwhelming;quiet
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,hate,intense;blind;deep;irrational;bitter;growing;mutual;hidden;destructive;cold
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,honesty,complete;brutal;straightforward;rare;absolute;painful;refreshing;simple;unwavering;genuine
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,justice,fair;swift;blind;social;true;delayed;equal;harsh;moral;imperfect
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;hidden;basic;advanced;shared;ancient;useful
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;fleeting;enduring;blind;pure;romantic;selfless
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,peace,lasting;fragile;inner;global;quiet;temporary;perfect;disturbed;absolute;warm
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;simple;deep;gained;shared;intuitive;rare
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,bell,loud;small;ancient;ringing;clear;decorative;metal;broken;shiny;old
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,candle,lit;scented;tall;melting;waxen;dim;colorful;simple;flickering;warm
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,carpet,soft;colorful;thick;old;patterned;dirty;woolen;large;worn;elegant
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;metal;small;valuable;fake;ancient;gold;worn
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,crown,royal;golden;heavy;jeweled;ancient;symbolic;ornate;simple;broken;majestic
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,flag,national;colorful;waving;old;torn;symbolic;large;faded;proud;simple
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,mask,decorative;scary;wooden;hidden;colorful;protective;old;simple;mysterious;tight
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,necklace,shiny;gold;simple;beaded;long;antique;elegant;broken;colorful;heavy
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,painting,beautiful;old;colorful;abstract;detailed;famous;simple;modern;faded;large
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,ring,shiny;gold;simple;engraved;antique;loose;valuable;broken;decorative;tight
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,statue,tall;stone;ancient;broken;impressive;modern;detailed;forgotten;bronze;heroic
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Cultural Artifacts,vase,decorative;fragile;old;colorful;tall;broken;simple;elegant;ceramic;empty
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;moving;high;stormy;light;thin;gray;distant
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;destructive;minor;deep;violent;rare;shaking;underground;massive
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;cold;mysterious;light;rolling;wet;gray;lingering
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,lightning,bright;fast;striking;dangerous;sudden;electric;distant;powerful;forked;rare
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;seasonal;sudden;refreshing
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;fading;double;rare;beautiful;arched;wet;full;distant
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;melting;cold;fluffy;heavy;falling;pure;wet
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,storm,violent;strong;sudden;raging;tropical;dark;fierce;passing;windy;electrical
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;sudden;echoing;powerful;frightening;deep;rolling;brief
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,tide,high;low;strong;rising;falling;calm;rough;daily;powerful;changing
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;smoking;ancient;explosive;fiery;tall;hidden
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;blowing;steady;gusty;northern;eastern;howling
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,apple,red;fresh;juicy;sweet;green;ripe;sour;small;organic;shiny
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,banana,yellow;ripe;sweet;long;green;soft;fresh;peeled;organic;curved
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,beef,fresh;tender;lean;grilled;fatty;rare;cooked;organic;tough;red
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,bread,fresh;soft;warm;sliced;whole-wheat;stale;crusty;white;homemade;toasted
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,broccoli,fresh;green;steamed;raw;crisp;organic;frozen;tender;bitter;large
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,cheese,soft;sharp;melted;creamy;hard;aged;mild;grated;fresh;yellow
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,chicken,fresh;grilled;roasted;organic;tender;fried;raw;boneless;spicy;white
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,egg,fresh;boiled;raw;cracked;large;organic;fried;brown;small;scrambled
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,fish,fresh;grilled;raw;salty;big;small;frozen;oily;wild;cooked
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;cheesy;spicy;simple;homemade;long;twisted
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,rice,cooked;white;brown;steamed;sticky;raw;fluffy;organic;hot;plain
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Food Items,soup,hot;creamy;spicy;vegetable;clear;thick;cold;homemade;flavorful;simple
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;dedicated;skilled;modern;inspired;visionary
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;young;skilled;injured;competitive;fit;determined
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,chef,skilled;creative;famous;busy;young;experienced;talented;passionate;professional;innovative
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,doctor,skilled;caring;busy;experienced;young;dedicated;professional;trustworthy;specialist;kind
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,engineer,skilled;creative;busy;experienced;young;innovative;professional;dedicated;technical;reliable
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,farmer,hardworking;experienced;local;young;dedicated;organic;skilled;rural;simple;patient
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,lawyer,sharp;experienced;busy;young;professional;dedicated;successful;ethical;corporate;clever
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,musician,talented;creative;famous;young;skilled;passionate;dedicated;classical;modern;energetic
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,scientist,brilliant;dedicated;experienced;young;innovative;professional;curious;skilled;theoretical;practical
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,soldier,brave;trained;young;experienced;dedicated;strong;loyal;disciplined;heroic;weary
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,teacher,dedicated;experienced;young;patient;skilled;inspiring;professional;creative;strict;helpful
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Human Roles,writer,talented;creative;famous;young;dedicated;skilled;imaginative;prolific;thoughtful;struggling
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,book,old;new;thick;interesting;popular;hardcover;fictional;educational;colorful;worn
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,bridge,old;strong;wooden;high;modern;broken;long;stone;busy;elegant
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,drums,loud;wooden;rhythmic;old;modern;small;large;electronic;traditional;shiny
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,earth,green;vast;round;fertile;dry;ancient;living;blue;solid;changing
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,flute,wooden;sweet-sounding;old;modern;small;shiny;traditional;simple;silver;melodic
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,key,small;metal;old;shiny;rusty;spare;modern;simple;locked;electronic
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,knife,sharp;old;metal;dull;kitchen;small;large;rusty;clean;wooden-handled
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,lock,old;metal;secure;broken;simple;electronic;rusty;small;modern;strong
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,moon,bright;full;crescent;distant;silver;glowing;dark;rising;hidden;beautiful
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,pen,black;smooth;old;new;ink-filled;cheap;expensive;simple;colorful;broken
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;golden;warm;distant;powerful;midday;fading
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Inanimate Objects,sword,sharp;old;metal;heavy;ancient;shiny;broken;ceremonial;long;decorated
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,cat,black;playful;lazy;small;wild;domestic;fluffy;old;young;curious
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;trained;old;young;energetic;furry
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;fast;wild;large;graceful;marine;social;curious;sleek
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,elephant,large;gray;wild;gentle;strong;old;young;majestic;intelligent;endangered
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,hamster,small;furry;playful;cute;wild;tame;fast;young;old;active
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,monkey,playful;wild;small;clever;noisy;young;old;agile;curious;furry
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,mouse,small;gray;quick;wild;tame;shy;young;old;sneaky;furry
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,peacock,colorful;proud;wild;large;beautiful;noisy;young;old;elegant;striking
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,rabbit,white;fluffy;quick;wild;tame;small;young;old;playful;cute
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,shark,dangerous;large;fast;wild;gray;fierce;deep-sea;hungry;powerful;solitary
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;slippery;colorful;small;large;hidden;fast;dangerous
grok-3-mini,think-in-native,0.0,TH # Thai,C1,most frequent,Neutral Animals,whale,massive;gentle;wild;blue;deep-sea;singing;old;young;graceful;endangered
