Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,basic,1.0,ES # Spanish,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;wild;red;loud;bitter;quick;fierce;dark
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,lawyer,smart;busy;strict;experienced;young;confident;tough;fair;professional;serious
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,musician,talented;passionate;young;famous;skilled;creative;inspired;friendly;unique;brilliant
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,scientist,smart;curious;young;experienced;brilliant;patient;creative;serious;careful;innovative
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,soldier,brave;strong;young;tough;loyal;disciplined;proud;heroic;serious;determined
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,teacher,kind;patient;smart;friendly;strict;young;experienced;helpful;inspiring;caring
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Human Roles,writer,creative;talented;young;famous;passionate;skilled;inspired;unique;busy;brilliant
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;heavy;small;colorful;expensive
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,bridge,long;old;strong;high;narrow;wide;beautiful;wooden;modern;sturdy
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,drums,loud;big;heavy;round;shiny;old;powerful;fast;wooden;noisy
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,earth,round;big;green;blue;beautiful;old;vast;rich;warm;alive
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,flute,small;silver;shiny;light;beautiful;old;wooden;soft;delicate;clear
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,key,small;shiny;silver;old;heavy;golden;rusty;important;tiny;lost
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,knife,sharp;small;big;heavy;shiny;dangerous;old;rusty;useful;silver
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,lock,old;heavy;rusty;small;strong;shiny;broken;silver;tight;secure
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,moon,bright;full;white;round;pale;beautiful;mysterious;cold;distant;glowing
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,pen,black;blue;small;cheap;old;shiny;useful;red;thin;broken
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;big;warm;shining;golden;strong;clear;powerful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Inanimate Objects,sword,sharp;heavy;old;shiny;long;dangerous;silver;strong;ancient;powerful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,cat,small;cute;black;white;soft;lazy;fast;friendly;wild;playful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,dog,big;small;friendly;loyal;brown;black;fast;cute;strong;noisy
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,dolphin,smart;friendly;fast;blue;small;playful;beautiful;wild;happy;smooth
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,elephant,big;gray;strong;heavy;tall;slow;kind;wild;old;powerful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,hamster,small;cute;soft;brown;tiny;fast;fluffy;shy;playful;sweet
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,monkey,small;funny;fast;brown;wild;clever;noisy;active;curious;playful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,mouse,small;gray;tiny;fast;shy;quiet;brown;cute;sneaky;little
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,peacock,colorful;beautiful;big;proud;bright;elegant;rare;blue;green;stunning
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,rabbit,small;white;soft;cute;fast;shy;fluffy;brown;sweet;playful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,shark,big;dangerous;gray;fast;scary;strong;wild;hungry;dark;powerful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,snake,long;dangerous;green;black;scary;fast;thin;wild;quiet;deadly
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Neutral Animals,whale,huge;blue;big;slow;heavy;gentle;wild;deep;beautiful;powerful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,city,big;busy;noisy;modern;old;crowded;dirty;beautiful;bright;large
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,desert,hot;dry;vast;empty;sandy;quiet;dangerous;wide;lonely;brown
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,forest,green;dark;big;dense;wild;quiet;beautiful;deep;old;thick
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,island,small;beautiful;tropical;green;quiet;remote;sunny;blue;warm;peaceful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,lake,blue;calm;deep;clear;big;cold;quiet;beautiful;still;fresh
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,mountain,tall;high;big;rocky;cold;green;beautiful;steep;white;strong
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,ocean,big;blue;deep;vast;wild;cold;beautiful;dark;wide;powerful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,plain,wide;flat;green;open;vast;empty;quiet;brown;long;simple
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,plateau,high;flat;wide;rocky;dry;open;big;cold;brown;empty
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,river,long;blue;deep;wide;fast;clear;cold;beautiful;calm;winding
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,valley,green;deep;wide;beautiful;quiet;long;narrow;fertile;peaceful;hidden
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Places,village,small;quiet;old;friendly;beautiful;peaceful;simple;green;remote;tiny
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,cactus,green;spiky;tall;small;dry;tough;sharp;desert;hard;prickly
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,eggplant,purple;shiny;small;fresh;soft;round;tasty;cooked;raw;healthy
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,flower,beautiful;colorful;small;red;white;yellow;soft;fresh;delicate;bright
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,grass,green;soft;tall;short;wet;dry;fresh;thick;thin;wild
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,lettuce,green;fresh;soft;crispy;light;healthy;raw;tender;cool;leafy
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,mushroom,small;brown;white;soft;tasty;wild;round;fresh;edible;strange
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,onion,white;yellow;strong;small;round;fresh;raw;sharp;smelly;tasty
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,pepper,red;green;hot;spicy;small;fresh;raw;yellow;tasty;sharp
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,potato,brown;small;round;fresh;raw;cooked;soft;tasty;hard;cheap
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,rose,red;beautiful;soft;delicate;fragrant;small;pink;fresh;lovely;thorny
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,tomato,red;fresh;juicy;round;small;ripe;tasty;soft;healthy;raw
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Plants,tree,tall;green;old;big;strong;thick;beautiful;wide;leafy;sturdy
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,ally,loyal;helpful;strong;kind;friendly;true;close;reliable;supportive;trusted
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,brother,older;younger;kind;funny;strong;close;protective;friendly;annoying;caring
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,enemy,dangerous;strong;cruel;bitter;cold;dark;fierce;hated;tough;sneaky
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,father,kind;strong;old;wise;caring;strict;loving;protective;funny;hard-working
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,follower,loyal;young;eager;quiet;supportive;faithful;active;curious;dedicated;trusting
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,friend,close;kind;funny;loyal;true;best;old;new;sweet;helpful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,leader,strong;wise;brave;confident;smart;kind;strict;inspiring;powerful;fair
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,mother,kind;loving;caring;strong;sweet;gentle;wise;strict;warm;protective
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,partner,loyal;kind;close;helpful;funny;loving;supportive;strong;sweet;trusted
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,rival,strong;tough;bitter;smart;competitive;fierce;dangerous;sneaky;annoying;challenging
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,sister,older;younger;kind;funny;sweet;close;caring;annoying;loving;friendly
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Social Relationships,stranger,unknown;quiet;weird;mysterious;cold;distant;friendly;shy;curious;suspicious
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,above,high;clear;bright;open;wide;blue;distant;empty;visible;far
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,back,strong;wide;straight;sore;hidden;lower;upper;tired;broad;flat
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,below,low;deep;dark;hidden;close;cold;quiet;invisible;underground;near
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,east,far;bright;warm;distant;open;new;rising;beautiful;sunny;clear
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,front,clear;wide;open;straight;bright;close;main;visible;broad;important
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,inside,warm;dark;small;hidden;quiet;safe;cozy;deep;tight;private
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,left,near;close;side;wrong;remaining;free;open;empty;forgotten;odd
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,north,cold;far;distant;high;dark;wild;quiet;snowy;remote;vast
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,outside,cold;bright;open;wide;noisy;fresh;clear;sunny;dark;free
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,right,correct;near;side;proper;good;strong;true;clear;exact;perfect
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,south,warm;far;sunny;distant;hot;green;open;bright;tropical;close
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Spatial Concepts,west,far;distant;open;warm;sunny;wild;quiet;beautiful;setting;vast
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,century,old;long;past;new;important;famous;ancient;early;modern;last
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;cold;warm;busy;happy;sad;bright
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,evening,quiet;dark;cool;calm;beautiful;late;peaceful;long;relaxing;clear
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;early;late;happy;stressful;important;fast
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,minute,quick;short;fast;long;important;final;slow;busy;quiet;last
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;sunny;happy;sad;important
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,morning,early;bright;cold;quiet;fresh;sunny;busy;calm;clear;beautiful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,night,dark;long;cold;quiet;late;clear;starry;scary;peaceful;silent
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,season,cold;warm;hot;rainy;dry;long;short;beautiful;busy;favorite
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,second,quick;fast;short;important;last;final;brief;slow;critical;passing
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,week,long;short;busy;quiet;hard;happy;sad;fast;slow;stressful
grok-3,basic,1.0,ES # Spanish,B2,most frequent,Time Concepts,year,long;short;busy;happy;sad;important;new;old;good;difficult
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,anger,intense;fierce;burning;deep;uncontrollable;sudden;raw;bitter;suppressed;violent
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,courage,great;brave;fearless;strong;bold;heroic;unwavering;true;remarkable;inspiring
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,fear,overwhelming;intense;deep;paralyzing;irrational;constant;hidden;growing;real;sudden
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,freedom,complete;true;personal;political;hard-won;cherished;absolute;precious;long-awaited;newfound
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,happiness,pure;genuine;immense;lasting;simple;unexpected;shared;radiant;deep;overwhelming
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,hate,bitter;intense;deep-seated;fierce;burning;irrational;destructive;blind;growing;persistent
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,honesty,complete;brutal;sincere;absolute;refreshing;rare;admirable;unwavering;pure;essential
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,justice,fair;true;equal;impartial;long-overdue;strict;moral;social;deserved;blind
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;useful;specialized;general;acquired;hidden
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,love,unconditional;passionate;true;deep;romantic;eternal;selfless;enduring;innocent;powerful
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,peace,lasting;inner;global;fragile;calm;quiet;serene;hard-earned;temporary;harmonious
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;timeless;practical;deep;spiritual;gained;quiet;invaluable;shared
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,bell,loud;clear;ringing;small;heavy;golden;old;bright;decorative;melodic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,candle,flickering;scented;tall;white;burning;decorative;warm;soft;delicate;glowing
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;worn;expensive;patterned;red;fluffy;traditional;modern
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;small;silver;golden;valuable;ancient;worn;collectible
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,crown,golden;jeweled;heavy;royal;ancient;ornate;majestic;ceremonial;symbolic;glittering
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,flag,national;colorful;waving;proud;torn;historic;bright;symbolic;official;fluttering
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,mask,mysterious;decorative;scary;traditional;painted;wooden;dark;intricate;hidden;festive
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,necklace,delicate;expensive;silver;golden;beaded;elegant;long;beautiful;simple;antique
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,painting,beautiful;old;famous;colorful;detailed;abstract;realistic;large;impressive;unique
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,ring,golden;silver;shiny;small;expensive;elegant;simple;wedding;antique;decorative
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,statue,tall;ancient;marble;bronze;impressive;detailed;historic;large;majestic;weathered
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Cultural Artifacts,vase,delicate;porcelain;tall;decorative;ancient;colorful;elegant;fragile;ornate;simple
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;heavy;gray;thick;floating;soft;high;stormy
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,earthquake,powerful;destructive;sudden;violent;terrifying;massive;unexpected;deadly;strong;frequent
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,fog,thick;dense;gray;mysterious;cold;heavy;silent;morning;creeping;obscuring
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;dangerous;striking;vivid;electric;intense;jagged;blinding
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;gentle;sudden;torrential;warm;refreshing;persistent
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;vivid;magical;arched;faint;stunning;natural
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,snow,white;soft;heavy;light;cold;fresh;thick;falling;powdery;silent
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,storm,violent;fierce;powerful;dark;dangerous;sudden;raging;loud;destructive;intense
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,thunder,loud;deep;rumbling;distant;sudden;powerful;frightening;echoing;rolling;booming
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;powerful;calm;rising;dangerous;steady
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,volcano,active;dormant;powerful;dangerous;massive;fiery;erupting;ancient;destructive;majestic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Environmental Phenomena,wind,strong;cold;warm;gentle;fierce;howling;gusty;constant;brisk;wild
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,apple,red;green;sweet;crisp;juicy;fresh;ripe;small;shiny;tart
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;curved;fresh;tropical;healthy;peeled
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,beef,tender;juicy;fresh;lean;grilled;rare;cooked;savory;red;thick
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,bread,fresh;warm;soft;crusty;white;brown;sliced;homemade;stale;toasted
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,broccoli,green;fresh;healthy;steamed;raw;tender;crisp;small;organic;bright
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,cheese,creamy;sharp;soft;hard;yellow;melted;aged;tangy;rich;fresh
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,chicken,grilled;roasted;tender;juicy;spicy;cooked;fresh;fried;lean;savory
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,egg,fresh;boiled;fried;white;brown;small;cracked;raw;soft;hard
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,fish,fresh;grilled;raw;salty;white;small;large;tropical;flaky;cooked
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,pasta,fresh;cooked;soft;al dente;Italian;creamy;spicy;hot;homemade;delicious
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,rice,white;brown;sticky;fluffy;cooked;plain;fragrant;long-grain;short-grain;warm
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Food Items,soup,hot;creamy;clear;hearty;spicy;homemade;warm;savory;thick;comforting
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;old;innovative;passionate;skilled;eccentric
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;skilled;competitive;young;professional;fit;determined;successful
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,chef,skilled;creative;famous;experienced;talented;busy;passionate;innovative;strict;friendly
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,doctor,kind;skilled;experienced;busy;dedicated;caring;professional;knowledgeable;patient;trusted
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,engineer,skilled;innovative;creative;technical;experienced;brilliant;dedicated;smart;precise;hardworking
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,farmer,hardworking;dedicated;experienced;rural;friendly;tough;skilled;early-rising;patient;strong
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,lawyer,smart;experienced;tough;successful;dedicated;professional;persuasive;strict;busy;sharp
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,musician,talented;passionate;creative;skilled;famous;young;dedicated;versatile;expressive;gifted
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;knowledgeable;precise;analytical;experienced;focused;pioneering
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,soldier,brave;strong;dedicated;loyal;tough;disciplined;young;experienced;heroic;proud
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,teacher,kind;patient;dedicated;knowledgeable;strict;inspiring;friendly;experienced;caring;supportive
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Human Roles,writer,creative;talented;famous;struggling;passionate;young;prolific;imaginative;dedicated;insightful
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,book,old;thick;new;interesting;heavy;small;worn;popular;exciting;hardcover
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,bridge,long;old;wooden;modern;high;narrow;strong;beautiful;historic;suspended
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,drums,loud;powerful;rhythmic;big;small;traditional;modern;beaten;resonant;tribal
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,earth,vast;beautiful;green;ancient;fertile;rich;living;fragile;blue;rotating
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,flute,delicate;wooden;silver;small;melodic;ancient;soft;clear;beautiful;traditional
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,key,small;metal;old;shiny;rusty;important;hidden;spare;golden;decorative
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,knife,sharp;small;dangerous;kitchen;rusty;shiny;heavy;pointed;useful;serrated
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,lock,old;rusty;secure;heavy;broken;small;metal;tight;strong;antique
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,moon,bright;full;crescent;pale;distant;mysterious;beautiful;silver;glowing;round
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,pen,black;blue;small;expensive;cheap;old;leaky;smooth;plastic;elegant
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,sun,bright;hot;warm;golden;rising;setting;blazing;powerful;radiant;distant
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Inanimate Objects,sword,sharp;heavy;ancient;rusty;long;powerful;ceremonial;deadly;ornate;historic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,cat,small;fluffy;black;white;playful;lazy;curious;independent;soft;affectionate
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,dog,loyal;friendly;big;small;energetic;protective;brown;playful;obedient;loving
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,dolphin,friendly;intelligent;playful;sleek;fast;social;graceful;curious;aquatic;beautiful
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,elephant,large;gray;strong;gentle;massive;wild;intelligent;majestic;slow;powerful
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,hamster,small;cute;fluffy;active;tiny;brown;playful;furry;nocturnal;cuddly
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,monkey,playful;curious;agile;small;brown;clever;naughty;social;wild;energetic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,mouse,small;tiny;gray;quick;quiet;sneaky;cute;timid;brown;little
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;majestic;vibrant;elegant;striking;rare;ornate;exotic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,rabbit,small;white;fluffy;cute;fast;timid;soft;brown;playful;hopping
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,shark,dangerous;large;powerful;fierce;gray;fast;predatory;deadly;sleek;scary
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,snake,long;dangerous;slimy;green;venomous;silent;coiled;scary;patterned;sneaky
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Neutral Animals,whale,huge;gentle;blue;massive;powerful;deep;graceful;rare;mysterious;migrating
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,city,big;busy;modern;crowded;noisy;vibrant;old;beautiful;industrial;lively
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,desert,hot;dry;vast;sandy;empty;harsh;barren;lonely;endless;arid
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,forest,dense;green;dark;ancient;thick;mysterious;quiet;wild;lush;deep
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,island,small;tropical;remote;beautiful;deserted;rocky;green;isolated;sunny;peaceful
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,lake,calm;clear;deep;blue;still;large;cold;serene;quiet;reflective
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,mountain,high;tall;snowy;rocky;steep;majestic;rugged;green;ancient;imposing
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,ocean,vast;deep;blue;calm;rough;endless;powerful;mysterious;dark;wild
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,plain,flat;wide;open;vast;green;dry;empty;barren;endless;grassy
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,plateau,high;flat;wide;rocky;dry;elevated;barren;remote;vast;rugged
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,river,long;wide;calm;fast;deep;winding;clear;muddy;blue;powerful
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,valley,deep;green;narrow;beautiful;quiet;fertile;hidden;lush;steep;peaceful
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Places,village,small;quiet;remote;old;peaceful;rural;friendly;traditional;charming;simple
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,cactus,green;spiky;tall;small;dry;tough;desert;prickly;hardy;unique
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,eggplant,purple;shiny;fresh;long;smooth;tender;healthy;ripe;organic;firm
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;small;bright;fresh;blooming;lovely;wild
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,grass,green;soft;tall;short;fresh;thick;wet;dry;lush;trimmed
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,lettuce,green;fresh;crisp;leafy;healthy;raw;light;tender;organic;bright
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,mushroom,small;brown;white;edible;wild;soft;earthy;round;fresh;toxic
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,onion,white;strong;raw;fresh;small;yellow;sharp;peeled;round;pungent
grok-3,basic,1.0,ES # Spanish,C1,most frequent,Plants,pepper,red;green;spicy;fresh;hot;small;sweet;bright;raw;crunchy
