Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,think-in-native,0.0,IT # Italian,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;wild;dark;quick;bitter;fierce;loud;heavy
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Food Items,rice,white;brown;cooked;sticky;soft;tasty;hot;plain;fluffy;healthy
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Food Items,soup,hot;tasty;warm;thick;thin;creamy;fresh;homemade;salty;healthy
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,artist,creative;talented;famous;young;old;passionate;skilled;unique;inspired;successful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,athlete,strong;fast;young;talented;fit;dedicated;powerful;skilled;competitive;famous
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,chef,skilled;creative;famous;busy;talented;experienced;friendly;passionate;professional;innovative
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,doctor,kind;smart;busy;helpful;experienced;friendly;patient;skilled;caring;professional
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,engineer,smart;skilled;creative;busy;talented;experienced;innovative;technical;precise;successful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,farmer,hardworking;kind;strong;busy;friendly;patient;experienced;simple;dedicated;tough
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,lawyer,smart;strict;busy;experienced;successful;tough;professional;serious;skilled;confident
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,musician,talented;creative;famous;young;passionate;skilled;inspired;unique;successful;gifted
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,scientist,smart;curious;dedicated;experienced;brilliant;innovative;serious;patient;successful;precise
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,soldier,brave;strong;tough;young;dedicated;loyal;serious;disciplined;heroic;proud
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,teacher,kind;patient;smart;friendly;strict;helpful;experienced;dedicated;inspiring;caring
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Human Roles,writer,creative;talented;famous;young;passionate;skilled;inspired;unique;successful;imaginative
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;heavy;small;famous;useful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,bridge,long;old;strong;high;beautiful;narrow;wide;wooden;modern;famous
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,drums,loud;big;heavy;fast;strong;shiny;old;wooden;powerful;rhythmic
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,earth,round;big;green;blue;beautiful;old;vast;rich;warm;alive
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,flute,small;silver;sweet;old;shiny;delicate;wooden;soft;beautiful;melodic
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,key,small;old;shiny;silver;gold;heavy;important;rusty;useful;hidden
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,knife,sharp;small;big;heavy;dangerous;shiny;old;useful;silver;rusty
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,lock,old;heavy;strong;small;rusty;shiny;secure;broken;silver;tight
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,moon,bright;full;white;round;beautiful;pale;mysterious;distant;cold;glowing
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,pen,black;blue;small;old;cheap;expensive;shiny;useful;thin;broken
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;big;warm;shining;beautiful;golden;strong;burning
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Inanimate Objects,sword,sharp;old;heavy;long;shiny;dangerous;silver;ancient;powerful;rusty
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,cat,small;cute;black;white;soft;lazy;fast;friendly;wild;playful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,dog,big;small;friendly;loyal;brown;black;cute;fast;strong;playful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,dolphin,smart;friendly;fast;blue;cute;playful;wild;beautiful;strong;graceful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,elephant,big;strong;grey;slow;heavy;kind;wild;tall;old;gentle
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,hamster,small;cute;soft;fast;tiny;brown;fluffy;playful;shy;active
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,monkey,funny;fast;small;brown;wild;clever;playful;noisy;curious;active
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,mouse,small;grey;fast;tiny;shy;quiet;cute;sneaky;soft;quick
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;proud;big;bright;elegant;rare;loud;stunning;majestic
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,rabbit,small;white;cute;fast;soft;shy;fluffy;brown;playful;quick
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,shark,big;dangerous;fast;grey;scary;strong;wild;hungry;sharp;deadly
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,snake,long;dangerous;green;black;scary;fast;quiet;wild;poisonous;slippery
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Neutral Animals,whale,big;blue;huge;gentle;slow;deep;wild;heavy;beautiful;rare
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,city,big;busy;noisy;modern;old;crowded;beautiful;dirty;large;famous
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,desert,hot;dry;vast;empty;sandy;quiet;dangerous;wide;harsh;lonely
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,forest,green;dark;thick;big;quiet;wild;deep;beautiful;old;mysterious
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,island,small;beautiful;remote;tropical;quiet;green;lonely;sandy;warm;hidden
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,lake,blue;calm;deep;clear;cold;beautiful;quiet;large;still;fresh
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,mountain,tall;high;rocky;snowy;big;beautiful;steep;cold;strong;majestic
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,ocean,vast;deep;blue;wild;cold;beautiful;dangerous;wide;dark;endless
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,plain,wide;flat;green;empty;vast;quiet;open;dry;simple;endless
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,plateau,high;flat;wide;dry;rocky;vast;empty;cold;remote;barren
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,river,long;wide;blue;fast;calm;deep;clear;cold;beautiful;winding
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,valley,green;deep;narrow;beautiful;quiet;wide;fertile;hidden;peaceful;lush
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Places,village,small;quiet;old;friendly;beautiful;remote;simple;peaceful;traditional;cozy
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,cactus,green;spiky;tall;dry;tough;small;sharp;desert;hardy;prickly
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,eggplant,purple;shiny;fresh;soft;big;small;tasty;smooth;healthy;ripe
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,flower,beautiful;colorful;small;bright;soft;sweet;fresh;delicate;lovely;fragrant
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,grass,green;soft;thick;short;long;fresh;wet;dry;tall;lush
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,lettuce,green;fresh;crisp;light;healthy;soft;raw;tender;cool;leafy
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,mushroom,small;brown;white;soft;tasty;wild;fresh;round;earthy;delicate
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,onion,white;strong;small;round;sharp;fresh;raw;yellow;tasty;smelly
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,pepper,red;green;hot;spicy;fresh;small;sweet;bright;tasty;crisp
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,potato,brown;small;fresh;tasty;soft;hard;round;cheap;healthy;cooked
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,rose,red;beautiful;soft;fragrant;delicate;bright;lovely;thorny;elegant;romantic
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,tomato,red;fresh;juicy;small;round;tasty;ripe;soft;healthy;sweet
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Plants,tree,tall;old;green;big;strong;beautiful;thick;leafy;ancient;sturdy
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,ally,loyal;helpful;strong;true;friendly;trusted;close;reliable;supportive;kind
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,brother,kind;strong;close;funny;older;younger;protective;friendly;loving;supportive
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,enemy,dangerous;strong;cruel;hidden;fierce;cold;bitter;powerful;hated;sneaky
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,father,kind;strong;loving;strict;wise;old;protective;caring;supportive;funny
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,follower,loyal;dedicated;young;eager;quiet;supportive;faithful;active;trusting;obedient
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,friend,close;kind;funny;loyal;true;old;best;helpful;caring;sweet
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,leader,strong;wise;brave;confident;smart;powerful;kind;strict;inspiring;respected
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,mother,loving;kind;caring;strong;sweet;gentle;wise;protective;warm;patient
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,partner,loyal;kind;supportive;close;funny;loving;trusted;strong;helpful;reliable
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,rival,strong;tough;competitive;dangerous;close;fierce;smart;bitter;challenging;hated
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,sister,kind;funny;close;loving;older;younger;sweet;supportive;friendly;caring
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Social Relationships,stranger,unknown;mysterious;quiet;cold;distant;strange;friendly;shy;curious;unexpected
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,above,high;clear;bright;far;distant;open;wide;blue;empty;visible
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,back,strong;straight;sore;hidden;wide;broad;tired;curved;heavy;painful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,below,low;dark;hidden;deep;close;cold;quiet;narrow;silent;unseen
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,east,far;warm;bright;distant;ancient;exotic;sunny;open;cultural;historic
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,front,clear;open;wide;visible;straight;close;bright;main;important;leading
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,inside,warm;dark;quiet;small;hidden;cozy;safe;tight;comfortable;secret
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,left,close;near;open;free;empty;wrong;hidden;side;remaining;opposite
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,north,cold;far;distant;wild;dark;snowy;quiet;remote;harsh;windy
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,outside,cold;open;wide;bright;fresh;noisy;free;sunny;windy;vast
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,right,correct;close;near;open;free;side;proper;true;main;important
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,south,warm;sunny;far;distant;hot;bright;exotic;open;tropical;lively
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Spatial Concepts,west,far;distant;wild;open;sunny;historic;remote;warm;adventurous;vast
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,century,old;long;past;new;important;historic;ancient;famous;different;specific
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;cold;hot;happy;sad;special
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,evening,quiet;cool;dark;long;calm;beautiful;peaceful;late;relaxing;pleasant
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,hour,long;short;busy;late;early;quiet;fast;important;happy;stressful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,minute,quick;short;fast;long;busy;important;last;quiet;precious;exact
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,month,long;short;busy;cold;hot;rainy;sunny;special;happy;difficult
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,morning,early;fresh;cool;quiet;sunny;busy;bright;calm;beautiful;peaceful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;late;beautiful;silent;scary;peaceful;starry
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,season,cold;hot;rainy;sunny;long;short;beautiful;dry;wet;favorite
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,second,quick;fast;short;last;important;exact;busy;precious;fleeting;critical
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,week,long;short;busy;hard;easy;happy;sad;fast;slow;stressful
grok-3,think-in-native,0.0,IT # Italian,B2,most frequent,Time Concepts,year,long;short;busy;happy;sad;hard;new;old;important;special
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,anger,intense;fierce;burning;uncontrollable;deep;sudden;bitter;raw;hot;violent
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,courage,brave;bold;fearless;strong;heroic;daring;valiant;resolute;determined;unwavering
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,fear,intense;overwhelming;paralyzing;deep;constant;hidden;irrational;sudden;dark;gripping
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,freedom,true;complete;personal;hard-won;precious;absolute;cherished;liberating;boundless;essential
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,happiness,pure;genuine;immense;lasting;simple;unexpected;radiant;deep;infectious;blissful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,hate,intense;bitter;deep-seated;fierce;burning;blind;toxic;relentless;destructive;passionate
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,honesty,brutal;raw;sincere;absolute;refreshing;rare;unwavering;genuine;complete;admirable
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,justice,fair;strict;impartial;true;long-awaited;moral;deserved;blind;swift;righteous
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;useful;ancient;hidden;specialized;essential
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,love,unconditional;passionate;true;deep;eternal;selfless;romantic;tender;fierce;enduring
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,peace,inner;lasting;fragile;serene;quiet;global;hard-earned;calm;spiritual;harmonious
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;timeless;practical;deep;quiet;hard-earned;insightful;valuable;rare
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,bell,loud;clear;small;golden;old;ringing;heavy;bright;decorative;melodic
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,candle,flickering;warm;small;scented;white;tall;burning;soft;delicate;romantic
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;old;expensive;patterned;warm;plush;worn;elegant
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,coin,old;shiny;small;rare;golden;silver;worn;valuable;ancient;collectible
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,crown,golden;heavy;jeweled;royal;ancient;ornate;majestic;symbolic;glittering;ceremonial
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,flag,national;colorful;waving;proud;torn;historic;bright;symbolic;bold;fluttering
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,mask,mysterious;colorful;scary;traditional;wooden;hidden;decorative;eerie;painted;ceremonial
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,necklace,elegant;delicate;golden;silver;expensive;long;beaded;sparkling;simple;vintage
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,painting,beautiful;old;famous;colorful;abstract;detailed;large;realistic;expressive;classic
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,ring,golden;silver;small;shiny;expensive;simple;engraved;delicate;vintage;precious
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,statue,tall;ancient;marble;bronze;impressive;detailed;historic;grand;silent;majestic
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Cultural Artifacts,vase,delicate;old;ceramic;tall;decorative;painted;fragile;elegant;simple;ornate
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;heavy;soft;floating;gray;thick;light;stormy
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,earthquake,powerful;destructive;sudden;terrifying;violent;massive;unexpected;deadly;strong;devastating
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;cold;gray;heavy;silent;eerie;damp;obscuring
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;dangerous;striking;vivid;electric;intense;jagged;blinding
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,rain,heavy;light;cold;gentle;steady;sudden;refreshing;endless;soft;pouring
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;vivid;magical;fleeting;arched;stunning;vibrant
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,snow,white;soft;cold;heavy;light;fluffy;fresh;thick;silent;falling
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,storm,violent;powerful;dark;sudden;fierce;raging;dangerous;loud;intense;destructive
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,thunder,loud;deep;rumbling;sudden;powerful;distant;echoing;frightening;rolling;booming
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,tide,high;low;strong;rising;powerful;relentless;calm;dangerous;steady;changing
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;fiery;ancient;explosive;towering;deadly;smoking
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Environmental Phenomena,wind,strong;cold;warm;gentle;fierce;howling;gusty;constant;refreshing;wild
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,apple,red;green;sweet;crisp;juicy;fresh;ripe;small;shiny;tart
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;fresh;curved;tropical;healthy;spotted
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,beef,tender;juicy;fresh;lean;grilled;raw;red;savory;tough;marbled
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,bread,fresh;warm;soft;crusty;white;brown;homemade;stale;sliced;hearty
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,broccoli,green;fresh;healthy;tender;raw;steamed;small;crisp;bitter;nutritious
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,cheese,creamy;sharp;soft;hard;yellow;white;aged;melted;strong;mild
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,chicken,tender;juicy;grilled;roasted;fresh;raw;spicy;crispy;lean;savory
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,egg,fresh;boiled;fried;white;brown;small;raw;cracked;soft;hard
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,fish,fresh;raw;cooked;salty;white;oily;small;large;grilled;smoked
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,pasta,fresh;homemade;soft;al dente;long;short;creamy;spicy;warm;delicious
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,rice,white;brown;sticky;fluffy;long-grain;short-grain;cooked;plain;savory;warm
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Food Items,soup,hot;creamy;hearty;light;savory;spicy;homemade;thick;clear;warm
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;old;innovative;passionate;skilled;eccentric
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;skilled;young;professional;competitive;fit;determined;agile
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,chef,skilled;creative;famous;passionate;experienced;innovative;busy;talented;strict;friendly
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,doctor,kind;skilled;experienced;busy;caring;dedicated;professional;wise;patient;trusted
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,engineer,skilled;innovative;smart;dedicated;experienced;creative;technical;precise;hardworking;brilliant
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,farmer,hardworking;dedicated;strong;patient;experienced;rural;kind;tough;practical;humble
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,lawyer,smart;sharp;experienced;tough;persuasive;dedicated;professional;strict;confident;ambitious
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,musician,talented;passionate;creative;famous;young;skilled;dedicated;expressive;gifted;versatile
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;smart;patient;analytical;experienced;focused;pioneering
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,soldier,brave;strong;disciplined;loyal;tough;dedicated;heroic;young;experienced;fearless
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,teacher,kind;patient;strict;dedicated;wise;inspiring;experienced;friendly;supportive;knowledgeable
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Human Roles,writer,creative;talented;famous;passionate;young;skilled;imaginative;prolific;thoughtful;dedicated
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;heavy;light;worn;valuable
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,bridge,old;long;high;strong;wooden;stone;modern;narrow;wide;iconic
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,drums,loud;rhythmic;big;small;heavy;powerful;tribal;modern;beaten;resonant
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,earth,vast;beautiful;green;blue;ancient;fragile;rich;fertile;living;precious
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,flute,delicate;small;wooden;silver;melodic;soft;old;beautiful;light;clear
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,key,small;old;rusty;shiny;golden;silver;heavy;important;lost;spare
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,knife,sharp;small;big;rusty;shiny;dangerous;useful;old;heavy;serrated
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,lock,old;rusty;strong;small;heavy;broken;secure;tight;ancient;metal
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,moon,bright;full;pale;mysterious;distant;round;glowing;silver;beautiful;quiet
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,pen,black;blue;small;old;expensive;cheap;smooth;broken;elegant;simple
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,sun,bright;hot;warm;golden;shining;powerful;distant;yellow;radiant;blinding
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Inanimate Objects,sword,sharp;old;heavy;rusty;shiny;long;short;ancient;deadly;ceremonial
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,cat,small;fluffy;black;white;playful;lazy;curious;soft;wild;friendly
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,dog,loyal;big;small;friendly;playful;brown;black;protective;energetic;gentle
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,dolphin,intelligent;friendly;playful;sleek;fast;gray;beautiful;social;curious;graceful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,elephant,huge;gray;strong;gentle;wise;slow;massive;wild;majestic;powerful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,hamster,small;cute;fluffy;tiny;active;brown;white;shy;playful;soft
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,monkey,playful;curious;small;brown;wild;funny;agile;smart;noisy;social
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,mouse,small;tiny;gray;quick;shy;quiet;sneaky;cute;fast;timid
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;elegant;vibrant;large;stunning;exotic;majestic;bright
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,rabbit,small;white;fluffy;cute;fast;shy;soft;brown;timid;playful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,shark,dangerous;big;gray;fast;fierce;deadly;powerful;scary;sleek;predatory
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,snake,long;dangerous;green;black;slimy;venomous;silent;scary;thin;coiled
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Neutral Animals,whale,huge;blue;gentle;massive;deep;powerful;majestic;rare;mysterious;slow
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,city,big;busy;noisy;modern;old;crowded;vibrant;dirty;beautiful;lively
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,desert,hot;dry;vast;empty;sandy;harsh;silent;endless;barren;golden
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,forest,dense;green;dark;quiet;ancient;thick;wild;mysterious;vast;lush
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,island,small;tropical;remote;beautiful;deserted;green;rocky;isolated;sunny;peaceful
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,lake,calm;blue;deep;clear;cold;quiet;large;still;beautiful;serene
grok-3,think-in-native,0.0,IT # Italian,C1,most frequent,Places,mountain,high;tall;rocky;snowy;steep;majestic;rugged;ancient;green;imposing
