Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,think-in-native,0.0,DE # German,B1,most frequent,Abstract Concepts,anger,strong;deep;hot;wild;dark;quick;bitter;fierce;loud;heavy
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,musician,talented;famous;creative;young;passionate;skilled;poor;rich;emotional;unique
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,scientist,smart;curious;serious;clever;young;experienced;innovative;busy;dedicated;brilliant
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,soldier,brave;strong;young;tough;loyal;serious;tall;disciplined;fearless;proud
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,teacher,kind;strict;smart;patient;friendly;helpful;young;old;experienced;caring
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Human Roles,writer,creative;talented;famous;young;poor;rich;quiet;passionate;clever;unique
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;heavy;small;colorful;expensive
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,bridge,old;long;high;strong;beautiful;wooden;stone;narrow;wide;famous
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,drums,loud;big;heavy;old;shiny;wooden;round;noisy;expensive;powerful
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,earth,big;round;green;blue;beautiful;old;vast;warm;alive;precious
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,flute,small;shiny;silver;old;beautiful;wooden;light;delicate;sweet;expensive
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,key,small;old;shiny;silver;golden;heavy;rusty;important;tiny;lost
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,knife,sharp;small;big;heavy;old;shiny;dangerous;rusty;useful;silver
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,lock,old;heavy;rusty;small;strong;broken;shiny;silver;golden;secure
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,moon,bright;full;white;round;beautiful;pale;mysterious;cold;distant;glowing
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,pen,small;black;blue;old;cheap;expensive;shiny;broken;useful;light
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;big;warm;beautiful;shining;golden;strong;burning
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Inanimate Objects,sword,sharp;old;heavy;shiny;long;dangerous;silver;rusty;powerful;ancient
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,cat,small;soft;black;white;cute;lazy;fast;quiet;friendly;wild
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,dog,big;small;friendly;loyal;brown;black;cute;loud;fast;happy
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,dolphin,smart;friendly;fast;blue;beautiful;playful;wild;small;smooth;amazing
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,elephant,big;grey;strong;heavy;slow;kind;tall;old;wild;gentle
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,hamster,small;cute;soft;brown;tiny;fast;quiet;fluffy;active;sweet
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,monkey,small;funny;fast;brown;wild;clever;noisy;active;cute;playful
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,mouse,small;grey;tiny;fast;quiet;cute;shy;sneaky;soft;little
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,peacock,beautiful;colorful;proud;big;rare;amazing;bright;elegant;loud;stunning
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,rabbit,small;white;soft;cute;fast;shy;fluffy;brown;sweet;quiet
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,shark,big;dangerous;fast;grey;scary;wild;strong;sharp;dark;powerful
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,snake,long;dangerous;green;black;scary;fast;quiet;wild;thin;creepy
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Neutral Animals,whale,big;blue;heavy;slow;beautiful;gentle;rare;deep;strong;amazing
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,city,big;busy;noisy;modern;old;crowded;beautiful;dirty;bright;large
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,desert,hot;dry;big;empty;sandy;quiet;dangerous;yellow;vast;lonely
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,forest,green;dark;big;quiet;old;thick;beautiful;wild;deep;mysterious
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,island,small;beautiful;green;remote;quiet;tropical;lonely;blue;warm;peaceful
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,lake,blue;clear;calm;deep;cold;beautiful;quiet;large;still;fresh
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,mountain,high;tall;big;cold;rocky;beautiful;steep;white;old;strong
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,ocean,big;blue;deep;wild;cold;beautiful;vast;dangerous;dark;endless
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,plain,flat;wide;green;empty;big;quiet;open;yellow;dry;simple
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,plateau,high;flat;wide;dry;rocky;big;empty;cold;old;vast
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,river,long;blue;clear;deep;fast;beautiful;wide;cold;quiet;winding
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,valley,green;deep;narrow;beautiful;quiet;long;wide;cold;peaceful;hidden
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Places,village,small;quiet;old;beautiful;friendly;simple;green;peaceful;remote;tiny
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,cactus,green;spiky;tall;dry;small;tough;sharp;desert;hard;strange
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,eggplant,purple;shiny;soft;fresh;big;small;tasty;smooth;healthy;raw
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,flower,beautiful;colorful;small;bright;sweet;delicate;fresh;red;yellow;soft
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,grass,green;soft;thick;short;long;wet;fresh;tall;dry;bright
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,lettuce,green;fresh;soft;crispy;healthy;light;raw;small;tasty;cool
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,mushroom,small;brown;white;soft;tasty;wild;strange;fresh;round;earthy
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,onion,white;strong;small;round;sharp;fresh;raw;yellow;tasty;smelly
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,pepper,red;green;hot;spicy;small;fresh;tasty;yellow;raw;bright
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,potato,brown;small;hard;fresh;tasty;round;dirty;soft;healthy;simple
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,rose,red;beautiful;soft;delicate;sweet;thorny;bright;pink;fresh;elegant
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,tomato,red;juicy;fresh;small;round;tasty;soft;ripe;healthy;bright
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Plants,tree,tall;green;old;big;strong;beautiful;thick;leafy;brown;ancient
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,ally,loyal;helpful;friendly;strong;true;kind;supportive;close;reliable;good
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,brother,kind;funny;tall;young;older;protective;friendly;annoying;strong;close
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,enemy,dangerous;strong;cold;bitter;angry;dark;cruel;sneaky;bad;fierce
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,father,kind;strong;old;wise;strict;loving;tall;protective;funny;caring
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,follower,loyal;young;eager;quiet;supportive;close;faithful;shy;active;dedicated
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,friend,kind;funny;loyal;close;good;helpful;sweet;true;happy;caring
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,leader,strong;smart;brave;confident;strict;kind;powerful;wise;tall;inspiring
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,mother,kind;loving;warm;strict;caring;gentle;strong;sweet;wise;protective
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,partner,kind;loyal;funny;close;supportive;loving;strong;helpful;sweet;reliable
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,rival,strong;tough;smart;angry;competitive;dangerous;close;bitter;fast;sneaky
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,sister,kind;funny;young;older;sweet;annoying;close;loving;pretty;helpful
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Social Relationships,stranger,unknown;quiet;tall;strange;cold;shy;dark;mysterious;friendly;weird
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,above,high;clear;bright;far;open;blue;wide;empty;distant;visible
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,back,strong;wide;straight;sore;hidden;dark;long;broad;tired;curved
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,below,low;dark;hidden;deep;cold;quiet;close;small;silent;unseen
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,east,far;warm;bright;distant;open;beautiful;quiet;ancient;exotic;sunny
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,front,clear;open;wide;straight;bright;close;visible;strong;bold;forward
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,inside,warm;dark;quiet;small;hidden;cozy;safe;deep;soft;comfortable
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,left,close;near;small;hidden;quiet;dark;open;lower;side;narrow
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,north,cold;far;dark;quiet;distant;snowy;wild;harsh;beautiful;remote
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,outside,cold;bright;open;wide;fresh;noisy;big;sunny;windy;free
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,right,close;near;open;clear;side;strong;correct;bright;visible;straight
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,south,warm;sunny;far;bright;hot;beautiful;distant;open;green;exotic
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Spatial Concepts,west,far;warm;distant;open;beautiful;quiet;sunny;wild;ancient;golden
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,century,old;long;past;new;important;famous;ancient;historical;great;different
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;happy;sad;cold;warm;bright
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,evening,quiet;dark;cool;long;beautiful;calm;peaceful;late;soft;relaxing
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,hour,long;short;busy;quiet;late;early;fast;slow;important;happy
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,minute,quick;short;fast;long;busy;quiet;important;slow;passing;precious
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,month,long;short;cold;warm;busy;quiet;rainy;sunny;happy;sad
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,morning,early;bright;cold;quiet;fresh;sunny;busy;calm;beautiful;cool
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,night,dark;long;quiet;cold;late;beautiful;silent;scary;peaceful;deep
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,season,cold;warm;wet;dry;long;short;beautiful;hot;colorful;changing
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,second,quick;fast;short;important;passing;tiny;busy;quiet;slow;precious
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,week,long;short;busy;quiet;happy;sad;fast;slow;rainy;sunny
grok-3,think-in-native,0.0,DE # German,B2,most frequent,Time Concepts,year,long;short;busy;happy;sad;new;old;important;fast;slow
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;sudden;bitter;raw;hot;overwhelming
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,courage,brave;bold;fearless;strong;heroic;daring;valiant;resolute;determined;unwavering
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,fear,intense;paralyzing;deep;overwhelming;dark;constant;hidden;sudden;irrational;gripping
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,freedom,true;complete;personal;hard-won;precious;absolute;cherished;liberating;boundless;essential
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,happiness,pure;genuine;lasting;immense;simple;radiant;infectious;deep;overwhelming;heartfelt
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,hate,intense;bitter;deep-seated;fierce;burning;blind;toxic;destructive;relentless;consuming
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,honesty,brutal;raw;sincere;absolute;refreshing;rare;admirable;unwavering;pure;straightforward
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,justice,fair;true;strict;impartial;deserved;swift;blind;moral;righteous;long-awaited
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,knowledge,deep;vast;profound;extensive;valuable;practical;essential;ancient;specialized;thorough
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,love,unconditional;passionate;true;deep;eternal;selfless;romantic;tender;fierce;enduring
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,peace,lasting;inner;quiet;serene;fragile;global;harmonious;calm;precious;elusive
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Abstract Concepts,wisdom,profound;ancient;timeless;practical;deep;hard-earned;insightful;quiet;valuable;guiding
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,bell,loud;clear;ringing;small;heavy;golden;old;melodic;bright;decorative
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,candle,flickering;warm;small;scented;white;tall;burning;soft;delicate;romantic
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,carpet,soft;thick;colorful;expensive;old;patterned;warm;plush;worn;elegant
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;small;valuable;silver;gold;worn;ancient;collectible
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,crown,golden;heavy;ornate;royal;ancient;jeweled;majestic;symbolic;glittering;powerful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,flag,national;colorful;waving;proud;torn;historic;bright;symbolic;bold;fluttering
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,mask,mysterious;colorful;scary;decorative;traditional;hidden;dark;intricate;creepy;painted
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,necklace,elegant;delicate;golden;expensive;simple;long;sparkling;beautiful;vintage;beaded
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,painting,beautiful;old;famous;colorful;detailed;abstract;realistic;large;impressive;classic
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,ring,golden;silver;shiny;expensive;small;elegant;simple;engraved;precious;wedding
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,statue,tall;ancient;marble;impressive;detailed;historic;grand;stone;majestic;iconic
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Cultural Artifacts,vase,delicate;old;ceramic;tall;decorative;beautiful;fragile;painted;elegant;ornate
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;heavy;soft;gray;floating;thick;stormy;light
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,earthquake,powerful;destructive;sudden;terrifying;strong;violent;devastating;unexpected;massive;deadly
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,fog,thick;dense;mysterious;cold;gray;heavy;silent;eerie;damp;obscuring
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,lightning,bright;sudden;powerful;dangerous;striking;vivid;electric;intense;jagged;blinding
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,rain,heavy;light;cold;steady;gentle;sudden;refreshing;pouring;drizzling;endless
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;rare;vivid;magical;fleeting;arched;stunning;vibrant
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,snow,white;soft;cold;heavy;light;fluffy;fresh;thick;falling;silent
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,storm,violent;powerful;dark;loud;fierce;dangerous;sudden;raging;intense;destructive
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,thunder,loud;deep;rumbling;powerful;sudden;distant;rolling;booming;startling;ominous
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,tide,high;low;strong;rising;powerful;relentless;calm;incoming;outgoing;dangerous
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;fiery;ancient;explosive;towering;deadly;smoking
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Environmental Phenomena,wind,strong;cold;warm;gentle;fierce;howling;gusty;constant;refreshing;wild
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,apple,red;green;sweet;crisp;juicy;fresh;ripe;small;shiny;tart
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,banana,yellow;ripe;sweet;soft;long;curved;fresh;healthy;tropical;spotted
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,beef,tender;juicy;fresh;lean;grilled;raw;cooked;savory;red;marbled
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,bread,fresh;warm;soft;crusty;white;brown;homemade;sliced;stale;toasted
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,broccoli,green;fresh;healthy;crisp;tender;raw;steamed;small;bitter;nutritious
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,cheese,creamy;sharp;soft;hard;yellow;white;aged;melted;strong;mild
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,chicken,tender;juicy;grilled;roasted;fresh;spicy;cooked;raw;crispy;savory
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,egg,fresh;boiled;fried;white;brown;small;large;cracked;raw;scrambled
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,fish,fresh;raw;cooked;grilled;salty;white;oily;small;large;smoked
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,pasta,soft;fresh;homemade;long;short;cooked;creamy;spicy;plain;al dente
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,rice,white;brown;sticky;fluffy;cooked;plain;long-grain;short-grain;savory;steamed
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Food Items,soup,hot;creamy;clear;thick;savory;warm;spicy;hearty;light;homemade
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;old;innovative;passionate;skilled;eccentric
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,athlete,strong;fast;dedicated;skilled;young;professional;competitive;fit;determined;successful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,chef,skilled;creative;famous;busy;passionate;experienced;innovative;strict;friendly;talented
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,doctor,kind;experienced;busy;skilled;caring;strict;young;old;dedicated;professional
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,engineer,skilled;innovative;smart;experienced;young;creative;technical;dedicated;precise;successful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,farmer,hardworking;dedicated;experienced;kind;old;young;tough;friendly;patient;rural
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,lawyer,smart;strict;experienced;successful;young;old;tough;persuasive;dedicated;professional
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,musician,talented;passionate;famous;young;creative;skilled;dedicated;eccentric;successful;gifted
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;young;old;meticulous;analytical;passionate;successful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,soldier,brave;strong;dedicated;young;experienced;tough;loyal;disciplined;heroic;determined
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,teacher,kind;patient;strict;experienced;young;old;dedicated;inspiring;knowledgeable;friendly
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Human Roles,writer,talented;creative;famous;young;passionate;skilled;dedicated;prolific;imaginative;successful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;heavy;light;worn;valuable
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,bridge,old;new;long;short;high;strong;wooden;stone;narrow;iconic
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,drums,loud;big;small;heavy;rhythmic;powerful;old;new;tribal;modern
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,earth,vast;beautiful;green;blue;ancient;fragile;rich;fertile;living;precious
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,flute,small;delicate;wooden;silver;melodic;old;new;soft;clear;beautiful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,key,small;old;rusty;shiny;golden;silver;heavy;important;lost;spare
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,knife,sharp;small;big;rusty;shiny;dangerous;old;new;heavy;useful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,lock,old;rusty;heavy;small;secure;broken;new;strong;tight;ancient
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,moon,bright;full;pale;mysterious;distant;round;glowing;beautiful;silver;quiet
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,pen,black;blue;old;new;cheap;expensive;small;heavy;smooth;broken
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,sun,bright;hot;warm;golden;shining;distant;powerful;blinding;beautiful;rising
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Inanimate Objects,sword,sharp;heavy;old;rusty;shiny;long;short;ancient;powerful;deadly
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,cat,cute;fluffy;small;black;white;lazy;playful;curious;soft;independent
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,dog,loyal;friendly;big;small;brown;black;playful;protective;cute;energetic
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,dolphin,intelligent;friendly;playful;sleek;fast;beautiful;social;curious;graceful;wild
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,elephant,huge;gray;strong;gentle;wise;old;young;majestic;powerful;slow
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,hamster,small;cute;fluffy;tiny;active;shy;brown;white;playful;curious
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,monkey,playful;curious;small;brown;clever;wild;funny;active;social;mischievous
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,mouse,small;tiny;gray;quick;shy;quiet;sneaky;cute;fast;timid
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;elegant;vibrant;large;stunning;exotic;majestic;striking
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,rabbit,cute;fluffy;small;white;brown;fast;shy;soft;playful;timid
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,shark,dangerous;big;fast;gray;scary;powerful;sleek;deadly;wild;aggressive
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,snake,long;dangerous;green;black;slimy;quiet;deadly;sneaky;coiled;venomous
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Neutral Animals,whale,huge;gentle;blue;gray;powerful;majestic;slow;deep;mysterious;massive
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,city,big;busy;noisy;modern;old;crowded;vibrant;dirty;beautiful;lively
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,desert,hot;dry;vast;empty;sandy;harsh;quiet;endless;barren;lonely
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,forest,dense;green;dark;quiet;old;mysterious;thick;beautiful;wild;ancient
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,island,small;tropical;remote;beautiful;quiet;green;sandy;isolated;exotic;peaceful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,lake,calm;clear;blue;deep;quiet;cold;beautiful;still;large;serene
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,mountain,high;tall;snowy;rocky;steep;majestic;beautiful;rugged;ancient;imposing
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,ocean,vast;deep;blue;wild;powerful;calm;endless;mysterious;dark;dangerous
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,plain,flat;vast;open;green;dry;wide;empty;quiet;endless;barren
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,plateau,high;flat;wide;dry;rocky;vast;remote;barren;elevated;rugged
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,river,long;wide;deep;calm;fast;clear;muddy;winding;beautiful;powerful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,valley,deep;green;narrow;quiet;beautiful;fertile;hidden;steep;peaceful;lush
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Places,village,small;quiet;old;peaceful;friendly;remote;charming;rural;simple;traditional
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,cactus,green;spiky;tall;small;dry;tough;prickly;desert;hardy;sharp
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;long;small;bitter;soft;healthy;ripe
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,flower,beautiful;colorful;small;fragrant;delicate;bright;fresh;soft;pretty;blooming
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,grass,green;soft;thick;tall;short;fresh;wet;dry;lush;wild
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,lettuce,green;fresh;crisp;light;healthy;raw;tender;leafy;cool;soft
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,mushroom,small;brown;white;soft;edible;wild;poisonous;fresh;earthy;round
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,onion,strong;white;yellow;sharp;raw;fresh;small;large;pungent;sweet
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,pepper,spicy;red;green;hot;fresh;small;sweet;raw;crisp;colorful
grok-3,think-in-native,0.0,DE # German,C1,most frequent,Plants,potato,brown;small;large;fresh;raw;cooked;soft;hard;starchy;earthy
