Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,HE # Hebrew,B1,most frequent,Abstract Concepts,anger,strong;big;bad;hot;quick;sudden;deep;great;blind;cold
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,athlete,strong;fast;skilled;young;old;professional;amateur;dedicated;fit;competitive
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,chef,skilled;creative;young;old;famous;local;professional;passionate;quick;talented
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,doctor,skilled;caring;young;old;experienced;new;busy;helpful;professional;dedicated
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,engineer,skilled;creative;young;old;experienced;new;practical;innovative;professional;dedicated
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,farmer,hard-working;local;young;old;experienced;simple;dedicated;busy;skilled;traditional
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,lawyer,smart;experienced;young;old;professional;busy;helpful;strict;local;famous
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,musician,talented;creative;young;old;famous;skilled;passionate;local;professional;dedicated
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,scientist,smart;creative;young;old;experienced;dedicated;professional;innovative;curious;skilled
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,soldier,brave;strong;young;old;trained;dedicated;professional;loyal;experienced;heroic
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,teacher,good;patient;young;old;experienced;new;dedicated;helpful;strict;creative
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Human Roles,writer,talented;creative;young;old;famous;skilled;passionate;local;dedicated;imaginative
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;colorful;simple;popular;educational
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,bridge,old;new;long;short;strong;weak;high;low;wooden;metal
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,drums,loud;big;small;wooden;metal;old;new;rhythmic;simple;colorful
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,earth,green;blue;round;big;old;fertile;dry;wet;warm;cold
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,flute,wooden;metal;old;new;small;simple;shiny;musical;light;sweet-sounding
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,key,small;big;metal;old;new;shiny;rusty;simple;locked;spare
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,knife,sharp;dull;small;big;metal;wooden;old;new;clean;dirty
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,lock,strong;weak;old;new;metal;simple;complex;broken;secure;rusty
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,moon,bright;full;new;old;round;distant;silver;beautiful;cold;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,pen,black;blue;red;old;new;simple;fancy;working;broken;plastic
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,sun,bright;hot;yellow;big;warm;rising;setting;daily;powerful;distant
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Inanimate Objects,sword,sharp;old;new;metal;long;short;heavy;light;decorated;simple
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,cat,black;white;gray;small;big;wild;tame;friendly;lazy;active
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,dog,big;small;friendly;wild;loyal;active;lazy;trained;young;old
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,dolphin,smart;fast;playful;big;small;wild;friendly;gray;aquatic;jumping
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,elephant,big;gray;strong;wild;tame;old;young;gentle;heavy;intelligent
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,hamster,small;furry;cute;fast;active;wild;tame;brown;gray;playful
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,monkey,small;big;furry;wild;tame;clever;playful;active;brown;noisy
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,mouse,small;gray;fast;wild;tame;quiet;active;clever;furry;scared
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,peacock,colorful;beautiful;wild;tame;large;proud;noisy;bright;exotic;elegant
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,rabbit,white;brown;small;fast;wild;tame;furry;cute;active;quiet
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,shark,big;dangerous;fast;wild;gray;sharp-toothed;aquatic;powerful;scary;hungry
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,snake,long;short;dangerous;harmless;wild;tame;green;brown;slimy;quick
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Neutral Animals,whale,big;huge;wild;gray;aquatic;singing;gentle;powerful;deep-diving;ancient
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,city,big;small;busy;quiet;modern;old;crowded;clean;dirty;beautiful
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,desert,dry;hot;vast;sandy;empty;remote;yellow;rocky;harsh;beautiful
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,forest,green;dense;wild;quiet;dark;old;fresh;large;wet;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,island,small;big;tropical;remote;beautiful;green;sandy;isolated;volcanic;sunny
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,lake,blue;deep;shallow;calm;wild;fresh;large;small;clear;dirty
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,mountain,high;low;steep;green;snowy;rocky;beautiful;old;tall;dangerous
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;wide;cold;warm;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,plain,flat;wide;green;dry;empty;open;vast;simple;fertile;windy
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,plateau,high;flat;rocky;wide;dry;green;remote;beautiful;old;steep
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,river,long;short;wide;narrow;deep;shallow;fast;slow;clean;dirty
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,valley,green;deep;narrow;wide;beautiful;fertile;remote;quiet;sunny;shady
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Places,village,small;quiet;old;new;rural;simple;friendly;remote;green;traditional
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,cactus,green;spiky;tall;short;dry;wild;hardy;simple;desert;flowering
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,eggplant,purple;green;fresh;cooked;round;long;soft;firm;tasty;raw
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,flower,beautiful;colorful;fresh;wild;tame;small;big;sweet-smelling;red;yellow
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,grass,green;fresh;dry;short;tall;soft;wild;wet;thick;thin
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,lettuce,green;fresh;crisp;raw;cooked;leafy;big;small;organic;wet
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,mushroom,small;big;white;brown;fresh;cooked;wild;tame;edible;poisonous
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,onion,white;red;yellow;fresh;cooked;strong-smelling;big;small;raw;sliced
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,pepper,red;green;hot;sweet;fresh;cooked;small;big;crunchy;spicy
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,potato,brown;white;fresh;cooked;big;small;raw;baked;mashed;firm
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,rose,red;white;beautiful;fresh;wild;tame;thorny;sweet-smelling;full;simple
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,tomato,red;green;fresh;ripe;unripe;juicy;small;big;raw;cooked
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Plants,tree,tall;short;green;old;young;strong;weak;leafy;fruit-bearing;shady
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,ally,strong;faithful;reliable;new;old;helpful;close;distant;true;strategic
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,brother,young;old;caring;strict;funny;serious;helpful;loyal;smart;playful
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,enemy,dangerous;strong;weak;old;new;bitter;hidden;open;foreign;powerful
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,father,loving;strict;wise;young;old;caring;busy;helpful;strong;patient
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,follower,loyal;dedicated;faithful;new;old;active;quiet;strong;weak;passionate
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,friend,true;close;old;new;loyal;helpful;funny;smart;kind;reliable
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,leader,strong;wise;brave;young;old;respected;effective;popular;fair;inspiring
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,mother,loving;caring;strict;young;old;busy;helpful;wise;kind;patient
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,partner,reliable;supportive;new;old;helpful;loyal;smart;creative;strong;equal
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,rival,strong;weak;tough;smart;old;new;bitter;fair;hidden;open
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,sister,young;old;caring;funny;serious;helpful;loyal;smart;playful;kind
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Social Relationships,stranger,unknown;mysterious;friendly;dangerous;new;old;quiet;talkative;foreign;helpful
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,above,high;clear;bright;open;free;distant;safe;warm;cool;empty
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,back,strong;weak;straight;curved;injured;healthy;broad;narrow;sore;flexible
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,below,low;dark;hidden;deep;cool;wet;quiet;dangerous;empty;full
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,east,sunny;distant;rising;warm;coastal;rural;urban;flat;hilly;foreign
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,front,clear;open;busy;quiet;wide;narrow;clean;dirty;safe;exposed
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,inside,warm;cool;safe;hidden;dark;bright;empty;full;quiet;noisy
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,left,free;open;empty;full;dark;bright;high;low;clean;dirty
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,north,cold;windy;distant;wild;quiet;remote;green;snowy;flat;hilly
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,outside,cold;warm;wet;dry;open;free;noisy;quiet;bright;dark
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,right,correct;wrong;straight;curved;clear;open;full;empty;high;low
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,south,warm;sunny;distant;coastal;rural;urban;flat;green;dry;foreign
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Spatial Concepts,west,wild;distant;setting;cool;coastal;rural;urban;flat;hilly;foreign
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,century,long;short;past;future;golden;dark;important;forgotten;modern;ancient
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;quiet;warm;cold;clear;dark
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,evening,calm;cool;quiet;long;short;beautiful;dark;warm;relaxing;busy
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;dark;final;first
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,minute,short;long;quick;slow;final;first;busy;quiet;important;simple
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,month,long;short;busy;quiet;warm;cold;rainy;sunny;final;first
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,morning,fresh;early;bright;cool;quiet;busy;clear;foggy;warm;cold
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,night,dark;quiet;long;short;starry;stormy;cold;warm;peaceful;scary
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,season,long;short;warm;cold;rainy;sunny;beautiful;hard;green;dry
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,second,short;quick;final;first;important;simple;busy;quiet;last;next
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,week,long;short;busy;quiet;final;first;relaxing;tiring;full;empty
grok-3-mini,basic,1.0,HE # Hebrew,B2,most frequent,Time Concepts,year,long;short;good;bad;busy;quiet;new;old;final;starting
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;controlled;raw;simmering;explosive;righteous;suppressed
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,courage,brave;fearless;heroic;bold;strong;unwavering;quiet;inspiring;moral;steadfast
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,fear,overwhelming;sudden;deep;irrational;constant;hidden;primal;gripping;subtle;paralyzing
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,freedom,complete;true;absolute;personal;hard-won;basic;limitless;precious;fragile;new
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;sudden;inner;shared;fleeting;deep;everyday
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,hate,bitter;intense;deep;blind;growing;mutual;violent;silent;irrational;enduring
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,honesty,complete;straightforward;pure;rare;brutal;simple;unwavering;heartfelt;basic;refreshing
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,justice,fair;swift;blind;true;social;equal;harsh;moral;balanced;ultimate
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,knowledge,vast;deep;practical;secret;basic;ancient;useful;shared;limited;essential
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,love,true;deep;unconditional;passionate;pure;lasting;simple;forbidden;gentle;mutual
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,peace,lasting;quiet;inner;fragile;global;perfect;simple;deep;temporary;warm
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;rare;inner;timeless;simple;hard-earned;clear;universal
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,bell,loud;small;ringing;old;shiny;clear;metal;antique;simple;decorative
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,candle,lit;small;scented;tall;waxen;flickering;warm;decorative;simple;colorful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,carpet,soft;large;patterned;thick;old;woolen;colorful;clean;warm;simple
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,coin,old;shiny;rare;small;metal;valuable;foreign;fake;ancient;heavy
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,crown,golden;royal;heavy;jeweled;ancient;symbolic;large;shining;ornate;simple
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;symbolic;large;torn;proud;simple;foreign
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,mask,mysterious;colorful;protective;old;decorative;simple;scary;traditional;shiny;small
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,necklace,shiny;gold;long;decorative;simple;beaded;elegant;old;colorful;light
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,painting,beautiful;old;large;colorful;abstract;famous;simple;modern;detailed;artistic
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,ring,shiny;gold;small;decorative;simple;ancient;valuable;engraved;heavy;elegant
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,statue,tall;stone;ancient;impressive;simple;bronze;detailed;old;symbolic;large
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Cultural Artifacts,vase,delicate;ceramic;tall;decorative;simple;colorful;old;elegant;glass;narrow
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,cloud,fluffy;white;dark;high;drifting;stormy;light;fast-moving;low;thick
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,earthquake,strong;sudden;destructive;minor;deep;violent;rare;local;powerful;shaking
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;chilly;mysterious;light;rolling;damp;early;persistent
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,lightning,bright;fast;striking;dangerous;forked;sudden;powerful;distant;electrical;dramatic
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;cold;warm;pouring;gentle;seasonal;sudden;refreshing
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,rainbow,colorful;bright;beautiful;fleeting;double;vivid;arched;clear;rare;magical
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,snow,white;fresh;deep;light;fluffy;cold;falling;wet;powdery;heavy
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,storm,violent;fierce;sudden;brewing;wild;massive;tropical;noisy;strong;dark
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;sudden;powerful;echoing;deep;frightening;rolling
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,tide,high;low;rising;strong;incoming;outgoing;calm;rough;daily;powerful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,volcano,active;dormant;massive;dangerous;explosive;ancient;smoking;fiery;tall;threatening
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;northern;southern;light
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,apple,red;fresh;juicy;ripe;sweet;green;crisp;small;sour;organic
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,banana,yellow;ripe;fresh;long;sweet;green;soft;peeled;tropical;firm
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,beef,fresh;tender;grilled;lean;cooked;raw;ground;juicy;spicy;organic
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,bread,fresh;warm;soft;sliced;whole-grain;crusty;toasted;white;homemade;sweet
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,broccoli,fresh;green;crisp;steamed;raw;organic;tender;frozen;healthy;boiled
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,cheese,soft;sharp;creamy;aged;melted;hard;grated;mild;sliced;fresh
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,chicken,grilled;fresh;roasted;fried;tender;organic;raw;spiced;boneless;juicy
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,egg,fresh;boiled;fried;raw;large;brown;cracked;organic;scrambled;soft
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,fish,fresh;grilled;fried;wild;salted;smoked;small;big;caught;tasty
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,pasta,cooked;hot;sauced;dry;fresh;Italian;soft;twisted;colorful;simple
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,rice,cooked;white;steamed;brown;hot;fluffy;sticky;dry;organic;spiced
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Food Items,soup,hot;creamy;vegetable;thick;clear;spicy;homemade;cold;hearty;simple
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,artist,talented;creative;famous;young;skilled;inspired;dedicated;modern;passionate;original
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,athlete,strong;fast;skilled;professional;young;dedicated;competitive;fit;energetic;successful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,chef,skilled;creative;famous;busy;talented;professional;innovative;experienced;passionate;young
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,doctor,skilled;experienced;caring;busy;professional;young;dedicated;respected;knowledgeable;reliable
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,engineer,skilled;innovative;experienced;creative;professional;young;dedicated;practical;talented;reliable
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,farmer,hardworking;experienced;local;dedicated;skilled;rural;young;practical;knowledgeable;independent
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,lawyer,skilled;experienced;professional;busy;respected;dedicated;sharp;young;knowledgeable;successful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,musician,talented;skilled;famous;young;passionate;creative;dedicated;professional;energetic;original
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,scientist,brilliant;dedicated;experienced;innovative;young;knowledgeable;creative;professional;curious;successful
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,soldier,brave;trained;strong;dedicated;young;experienced;disciplined;loyal;skilled;courageous
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,teacher,dedicated;experienced;patient;skilled;young;inspiring;knowledgeable;professional;caring;creative
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Human Roles,writer,talented;creative;famous;dedicated;young;skilled;imaginative;professional;passionate;original
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,book,old;new;thick;interesting;colorful;popular;fictional;educational;hardback;short
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,bridge,long;old;strong;wooden;modern;high;simple;metal;busy;ancient
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,drums,loud;wooden;rhythmic;large;small;traditional;modern;shiny;beating;simple
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,earth,green;vast;fertile;dry;spinning;ancient;blue;solid;flat;rich
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,flute,wooden;sweet-sounding;small;ancient;shiny;simple;modern;melodic;light;traditional
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,key,small;metal;old;shiny;rusty;simple;locked;modern;spare;heavy
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,knife,sharp;metal;old;small;useful;rusty;clean;simple;kitchen;dangerous
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,lock,strong;metal;old;simple;electronic;secure;broken;modern;small;rusty
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,moon,bright;full;crescent;distant;glowing;silver;dark;visible;nightly;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,pen,black;smooth;old;cheap;fine;colorful;simple;modern;writing;broken
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;daily;powerful;summer;distant
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;shiny;long;metal;decorative;simple;deadly;royal
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,cat,black;fluffy;playful;wild;small;lazy;cute;fast;domestic;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,dog,loyal;big;small;friendly;wild;playful;trained;cute;fast;barking
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;fast;graceful;marine;social;large;jumping;curious
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,elephant,large;gray;wild;strong;gentle;intelligent;heavy;ancient;roaming;majestic
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,hamster,small;furry;playful;cute;fast;domestic;active;tiny;nocturnal;friendly
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,monkey,playful;wild;clever;small;noisy;fast;tree-dwelling;curious;brown;social
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,mouse,small;gray;fast;shy;wild;domestic;quiet;tiny;clever;nocturnal
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,peacock,colorful;proud;wild;large;beautiful;showy;exotic;graceful;feathered;royal
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,rabbit,white;fast;fluffy;wild;small;cute;jumping;domestic;brown;active
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,shark,dangerous;large;fast;wild;gray;predatory;deep-sea;powerful;sharp-toothed;solitary
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,snake,long;poisonous;wild;slippery;colorful;small;dangerous;coiled;fast-moving;silent
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Neutral Animals,whale,massive;blue;wild;gentle;deep-diving;singing;endangered;graceful;ancient;ocean-dwelling
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,city,busy;large;modern;old;crowded;clean;historic;noisy;beautiful;industrial
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,desert,dry;vast;sandy;hot;empty;remote;golden;harsh;windy;silent
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,forest,dense;green;ancient;dark;wild;quiet;vast;cool;leafy;mysterious
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,island,tropical;small;remote;beautiful;sandy;volcanic;green;deserted;rocky;sunny
grok-3-mini,basic,1.0,HE # Hebrew,C1,most frequent,Places,lake,deep;clear;frozen;large;calm;blue;fresh;hidden;scenic;peaceful
