Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,big;bad;hot;strong;new;real;other;same;good;much
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Environmental Phenomena,wind,big;small;good;new;old;strong;hard;long;cold;hot
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Environmental Phenomena,wind,big;small;new;old;strong;weak;cold;warm;fast;slow
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Environmental Phenomena,wind,strong;weak;cold;warm;light;heavy;north;south;east;west
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Environmental Phenomena,wind,biting;cold;fierce;gentle;gusty;light;strong;sudden;warm;whistling
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Environmental Phenomena,wind,strong;cold;warm;gentle;light;gusty;prevailing;easterly;westerly;howling
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,apple,big;small;good;new;old;red;green;hard;sweet;round
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,apple,big;small;new;old;red;green;yellow;sweet;sour;good
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,apple,red;green;yellow;big;small;sweet;sour;juicy;ripe;fresh
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,apple,crisp;delicious;fresh;green;juicy;large;red;ripe;small;sweet;tart
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,apple,red;green;ripe;sweet;sour;crisp;juicy;delicious;organic;fresh
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,banana,big;small;good;new;old;yellow;long;sweet;soft;ripe
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,banana,big;small;new;old;yellow;green;sweet;ripe;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,banana,yellow;green;ripe;sweet;soft;long;short;small;big;fresh
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,banana,fresh;green;large;overripe;peeled;ripe;small;spotted;sweet;yellow
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,banana,yellow;ripe;green;sweet;soft;long;short;organic;Cavendish;overripe
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,beef,big;small;good;new;old;red;hard;long;raw;cooked
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,beef,big;small;new;old;red;raw;cooked;good;bad;cheap
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,beef,raw;cooked;tender;tough;lean;fatty;ground;roast;steak;grilled
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,beef,cooked;fresh;ground;lean;raw;roast;sliced;stewed;tender;tough
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,beef,raw;cooked;ground;lean;tender;tough;prime;aged;organic;grass-fed
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,bread,big;small;good;new;old;white;brown;hard;soft;long
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,bread,big;small;new;old;white;brown;fresh;stale;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,bread,white;brown;whole;fresh;stale;hard;soft;sliced;toasted;rye
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,bread,brown;crusty;fresh;hard;homemade;moldy;stale;soft;white;whole
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,bread,white;brown;whole;wheat;fresh;stale;crusty;soft;sliced;toasted
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,broccoli,big;small;good;new;old;green;hard;long;fresh;cooked
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,broccoli,big;small;new;old;green;fresh;cooked;raw;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,broccoli,green;fresh;cooked;raw;steamed;boiled;roasted;healthy;organic;frozen
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,broccoli,cooked;fresh;frozen;green;raw;steamed;tender;wilted;organic;yellowing
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,broccoli,green;fresh;raw;cooked;steamed;organic;healthy;florets;chopped;frozen
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,cheese,big;small;good;new;old;white;yellow;hard;soft;long
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,cheese,big;small;new;old;white;yellow;hard;soft;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,cheese,hard;soft;strong;mild;old;new;cheddar;swiss;blue;parmesan
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,cheese,aged;blue;creamy;hard;mild;processed;sharp;soft;strong;white
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,cheese,hard;soft;blue;cheddar;Swiss;Parmesan;creamy;strong;mild;aged
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,chicken,big;small;good;new;old;white;hard;long;raw;cooked
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,chicken,big;small;new;old;white;raw;cooked;good;bad;cheap
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,chicken,raw;cooked;fried;roasted;grilled;boiled;tender;tough;whole;sliced
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,chicken,baked;boiled;fried;grilled;roasted;raw;skinless;stewed;whole;cooked
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,chicken,raw;cooked;fried;roasted;grilled;boneless;skinless;organic;free-range;tender
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,egg,big;small;good;new;old;white;hard;soft;long;raw
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,egg,big;small;new;old;white;brown;raw;cooked;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,egg,raw;cooked;fried;boiled;scrambled;hard;soft;white;brown;fresh
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,egg,boiled;fried;hard;raw;scrambled;soft;whole;cracked;fresh;rotten
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,egg,white;brown;raw;cooked;fried;boiled;scrambled;organic;fresh;cracked
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,fish,big;small;good;new;old;long;fresh;cooked;raw;sea;river
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,fish,big;small;new;old;fresh;salty;cooked;raw;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,fish,fresh;salt;cooked;raw;fried;grilled;boiled;small;big;whole
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,fish,cooked;fresh;fried;grilled;raw;salted;smoked;steamed;whole;bony
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,fish,fresh;salt;water;raw;cooked;fried;grilled;bony;oily;white
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,pasta,big;small;good;new;old;white;yellow;long;hard;cooked
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,pasta,big;small;new;old;white;yellow;cooked;dry;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,pasta,long;short;dry;cooked;fresh;italian;white;wheat;filled;small
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,pasta,cooked;dry;fresh;long;short;spiral;stuffed;thick;thin;whole
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,pasta,dry;cooked;long;short;wheat;fresh;Italian;filled;al dente;overcooked
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,rice,big;small;good;new;old;white;long;hard;cooked;much
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,rice,big;small;new;old;white;brown;cooked;dry;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,rice,white;brown;long;short;cooked;raw;boiled;fried;steamed;sticky
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,rice,boiled;brown;cooked;fried;long-grain;short-grain;steamed;sticky;white;wild
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,rice,white;brown;long;grain;short;cooked;boiled;fried;steamed
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Food Items,soup,big;small;good;new;old;hot;long;much;vegetable;chicken
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Food Items,soup,big;small;new;old;hot;cold;good;bad;thick;thin
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Food Items,soup,hot;cold;thick;thin;vegetable;chicken;tomato;creamy;homemade;canned
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Food Items,soup,creamy;hot;hearty;homemade;lukewarm;rich;spicy;thick;thin;vegetable
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Food Items,soup,hot;cold;thick;thin;vegetable;chicken;tomato;creamy;hearty;homemade
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,artist,big;small;good;new;old;famous;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,artist,big;small;new;old;famous;good;bad;young;talented
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,artist,good;bad;famous;unknown;young;old;talented;modern;classic;local
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,artist,acclaimed;contemporary;famous;local;modern;promising;renowned;talented;young;unknown
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,artist,famous;talented;young;old;struggling;local;contemporary;modern;abstract;classical
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,athlete,big;small;good;new;old;strong;hard;long;young;fast
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,athlete,big;small;new;old;good;bad;young;strong;fast
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,athlete,good;bad;young;old;professional;amateur;strong;fast;talented;famous
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,athlete,amateur;dedicated;elite;famous;professional;skilled;strong;talented;young;experienced
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,athlete,professional;amateur;young;talented;dedicated;competitive;strong;fast;injured;successful
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,chef,big;small;good;new;old;famous;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,chef,big;small;new;old;good;bad;young;famous;talented
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,chef,good;bad;famous;unknown;young;old;talented;professional;head;sous
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,chef,celebrity;experienced;famous;head;local;Michelin-starred;professional;skilled;talented;young
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,chef,famous;talented;experienced;head;sous;pastry;line;executive;celebrity;Michelin-starred
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,doctor,big;small;good;new;old;famous;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,doctor,big;small;new;old;good;bad;young;famous;important
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,doctor,good;bad;young;old;experienced;new;family;general;specialist;local
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,doctor,caring;experienced;famous;local;qualified;respected;senior;skilled;specialist;young
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,doctor,good;young;old;experienced;family;general;specialist;resident;attending;qualified
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,engineer,big;small;good;new;old;famous;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,engineer,big;small;new;old;good;bad;young;famous;important
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,engineer,good;bad;young;old;experienced;new;civil;mechanical;electrical;software
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,engineer,civil;experienced;qualified;senior;skilled;structural;talented;young;chief;mechanical
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,engineer,civil;mechanical;electrical;software;experienced;young;talented;qualified;professional;structural
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,farmer,big;small;good;new;old;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,farmer,big;small;new;old;good;bad;young;rich;poor
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,farmer,good;bad;young;old;local;small;big;organic;family;modern
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,farmer,experienced;family;hardworking;local;modern;old;organic;small;traditional;young
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,farmer,local;small;family;organic;hard-working;old;young;experienced;traditional;modern
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,lawyer,big;small;good;new;old;famous;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,lawyer,big;small;new;old;good;bad;young;famous;important
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,lawyer,good;bad;young;old;experienced;new;family;corporate;criminal;local
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,lawyer,experienced;famous;local;qualified;senior;skilled;successful;talented;young;corporate
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,lawyer,good;experienced;corporate;criminal;defense;prosecuting;young;old;successful;qualified
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,musician,big;small;good;new;old;famous;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,musician,big;small;new;old;good;bad;young;famous;talented
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,musician,good;bad;young;old;famous;unknown;talented;professional;local;classical
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,musician,accomplished;famous;local;professional;skilled;talented;young;classical;jazz;rock
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,musician,talented;young;old;famous;local;professional;amateur;classical;jazz;rock
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,scientist,big;small;good;new;old;famous;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,scientist,big;small;new;old;good;bad;young;famous;important
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,scientist,good;bad;young;old;famous;unknown;talented;professional;local;research
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,scientist,brilliant;experienced;famous;leading;respected;senior;skilled;talented;young;research
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,scientist,famous;young;old;leading;brilliant;research;theoretical;experimental;qualified;dedicated
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,soldier,big;small;good;new;old;strong;hard;long;young;brave
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,soldier,big;small;new;old;good;bad;young;strong;brave
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,soldier,young;old;brave;strong;new;experienced;trained;armed;injured;dead
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,soldier,brave;experienced;loyal;professional;skilled;strong;young;decorated;injured;veteran
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,soldier,young;brave;experienced;veteran;injured;active;duty;fallen;decorated;loyal
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,teacher,big;small;good;new;old;hard;long;young;nice;important
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,teacher,big;small;new;old;good;bad;young;famous;important
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,teacher,good;bad;young;old;experienced;new;school;head;assistant;local
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,teacher,caring;dedicated;experienced;good;local;patient;qualified;respected;skilled;young
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,teacher,good;experienced;young;old;dedicated;passionate;qualified;strict;lenient;inspiring
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Human Roles,writer,big;small;good;new;old;famous;hard;long;young;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Human Roles,writer,big;small;new;old;good;bad;young;famous;talented
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Human Roles,writer,good;bad;young;old;famous;unknown;talented;professional;local;new
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Human Roles,writer,acclaimed;experienced;famous;gifted;local;prolific;skilled;talented;young;unknown
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Human Roles,writer,famous;young;old;talented;successful;struggling;published;aspiring;creative;prolific
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,book,big;small;good;new;old;hard;long;interesting;important;many
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,book,big;small;new;old;good;bad;long;short;interesting;boring
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,book,old;new;big;small;long;short;interesting;boring;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,book,academic;best-selling;classic;good;interesting;large;new;old;popular;small
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,book,good;new;old;interesting;long;short;hard;cover;paper;back
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,bridge,big;small;good;new;old;long;high;strong;important
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,bridge,big;small;new;old;long;short;high;low;strong;weak
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,bridge,old;new;big;small;long;short;high;low;wooden;stone
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,bridge,ancient;beautiful;concrete;covered;famous;long;modern;old;stone;wooden
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,bridge,long;high;old;new;suspension;stone;wooden;steel;narrow;wide
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,drums,big;small;good;new;old;loud;hard;long;many;musical
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,drums,big;small;new;old;loud;quiet;good;bad
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,drums,big;small;loud;quiet;old;new;electronic;acoustic;snare;bass
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,drums,acoustic;bass;electronic;loud;old;percussion;snare;steel;tribal;wooden
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,drums,loud;big;small;snare;bass;electronic;acoustic;tribal;marching;steel
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,earth,big;small;good;new;old;round;hard;long;important;our
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,earth,big;small;new;old;round;flat;good;bad;dry;wet
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,earth,big;small;round;flat;old;new;green;blue;dry;wet
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,earth,barren;dry;fertile;frozen;hard;loose;moist;muddy;rich;soft
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,earth,round;blue;green;dry;wet;fertile;barren;rocky;sandy;frozen
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,flute,big;small;good;new;old;long;musical;pretty;silver;wood
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,flute,big;small;new;old;good;bad;long;short;silver;wooden
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,flute,old;new;silver;gold;wooden;long;short;high;low;simple
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,flute,bamboo;beautiful;concert;golden;metal;old;silver;simple;wooden;new
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,flute,silver;wooden;long;short;high;pitched;low;concert;bamboo;pan
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,key,big;small;good;new;old;long;metal;important;house;car
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,key,big;small;new;old;gold;silver;important;simple;metal;spare
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,key,old;new;big;small;metal;gold;silver;important;spare;lost
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,key,brass;duplicate;golden;important;master;new;old;spare;steel;worn
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,key,small;metal;important;lost;spare;master;front;door;ignition;skeleton
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,knife,big;small;good;new;old;sharp;long;metal;kitchen;dangerous
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,knife,big;small;new;old;sharp;dull;good;bad;metal;kitchen
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,knife,sharp;dull;big;small;old;new;kitchen;pocket;hunting;butter
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,knife,blunt;carving;kitchen;new;old;sharp;small;stainless;steel;wooden
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,knife,sharp;dull;kitchen;pocket;hunting;butter;steak;serrated;folding;carving
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,lock,big;small;good;new;old;hard;long;metal;important;house
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,lock,big;small;new;old;good;bad;strong;weak;metal;simple
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,lock,old;new;big;small;strong;weak;metal;combination;key;simple
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,lock,broken;combination;heavy;new;old;secure;small;strong;sturdy;rusty
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,lock,strong;weak;secure;combination;key;front;door;bike;padlock;electronic
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,moon,big;small;good;new;old;round;white;bright;long;far
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,moon,big;small;new;old;full;half;bright;dark;round;crescent
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,moon,full;new;bright;dark;big;small;round;crescent;half;distant
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,moon,bright;crescent;full;gibbous;new;pale;round;silver;waning;waxing
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,moon,full;new;bright;dark;crescent;half;rising;setting;silver;distant
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,pen,big;small;good;new;old;long;black;blue;red;important
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,pen,big;small;new;old;good;bad;black;blue;red;cheap
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,pen,old;new;big;small;black;blue;red;cheap;expensive;ballpoint
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,pen,ballpoint;black;blue;expensive;felt-tip;fountain;new;old;red;reliable
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,pen,blue;black;red;ballpoint;fountain;expensive;cheap;writing;signing;disposable
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,sun,big;small;good;new;old;round;yellow;bright;hot;far
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,sun,big;small;new;old;hot;bright;good;bad;strong;weak
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,sun,bright;hot;warm;big;small;yellow;distant;morning;evening;summer
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,sun,bright;burning;distant;hot;midday;morning;setting;shining;strong;warm
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,sun,bright;hot;warm;shining;setting;rising;summer;winter;distant;powerful
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Inanimate Objects,sword,big;small;good;new;old;long;sharp;metal;strong;dangerous
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Inanimate Objects,sword,big;small;new;old;sharp;dull;good;bad;metal;long
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Inanimate Objects,sword,old;new;big;small;sharp;dull;long;short;metal;steel
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Inanimate Objects,sword,ancient;ceremonial;heavy;long;old;sharp;shining;steel;strong;wooden
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Inanimate Objects,sword,sharp;long;short;steel;silver;ancient;ceremonial;medieval;samurai;broad
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Neutral Animals,cat,big;small;good;new;old;black;white;long;pretty;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Neutral Animals,cat,big;small;new;old;black;white;good;bad;young
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Neutral Animals,cat,big;small;old;young;black;white;grey;cute;fluffy;stray
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Neutral Animals,cat,black;cute;fat;friendly;ginger;grey;little;old;small;white
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Neutral Animals,cat,black;white;small;big;fluffy;stray;domestic;wild;Persian;Siamese
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Neutral Animals,dog,big;small;good;new;old;black;white;long;pretty;nice
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Neutral Animals,dog,big;small;new;old;black;white;good;bad;young
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Neutral Animals,dog,big;small;old;young;black;white;brown;cute;friendly;stray
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Neutral Animals,dog,big;black;cute;friendly;large;little;old;small;stray;white
gemini-2.0-flash,basic,0.0,FR # French,Perfect,most frequent,Neutral Animals,dog,big;small;black;white;friendly;stray;domestic;wild;golden;retriever
gemini-2.0-flash,basic,0.0,FR # French,B1,most frequent,Neutral Animals,dolphin,big;small;good;new;old;grey;long;pretty;sea;smart
gemini-2.0-flash,basic,0.0,FR # French,B2,most frequent,Neutral Animals,dolphin,big;small;new;old;grey;good;bad;young;fast
gemini-2.0-flash,basic,0.0,FR # French,C1,most frequent,Neutral Animals,dolphin,big;small;grey;intelligent;playful;wild;trained;young;old;fast
gemini-2.0-flash,basic,0.0,FR # French,C2,most frequent,Neutral Animals,dolphin,bottlenose;friendly;grey;intelligent;playful;small;trained;wild;young;acrobatic
